studyID	type	iri	targeted?
MTBLS531	ethylene group	http://purl.obolibrary.org/obo/CHEBI_29362	target
MTBLS531	(+)-abscisic acid	http://purl.obolibrary.org/obo/CHEBI_2365	target
MTBLS531	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS531	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS531	isoflavonoid	http://purl.obolibrary.org/obo/CHEBI_50753	target
MTBLS531	flavonoid	http://purl.obolibrary.org/obo/CHEBI_47916	target
MTBLS531	targeted metabolites		un-mapped
MTBLS532	Ecotoxicology	http://purl.bioontology.org/ontology/MESH/D054750	target
MTBLS532	untargeted metabolights		untargeted
MTBLS532	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS532	triclosan	http://purl.obolibrary.org/obo/CHEBI_164200	target
MTBLS532	methyl triclosan	http://purl.bioontology.org/ontology/MESH/C502486	target
MTBLS535	Bacteria	http://purl.obolibrary.org/obo/NCBITaxon_2	target
MTBLS535	untargeted metabolites		untargeted
MTBLS535	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS535	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS535	targeted metabolites 		un-mapped
MTBLS536	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS536	Anti-malarial treatment		un-mapped
MTBLS536	Artemether		un-mapped
MTBLS536	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS536	untargeted metabolites		untargeted
MTBLS538	isotopic tracer	http://purl.obolibrary.org/obo/CHEBI_35206	target
MTBLS538	coral bleaching process	http://purl.obolibrary.org/obo/ENVO_01000852	target
MTBLS538	Thermal stresses	http://localhost/plosthes.2017-1#9975	target
MTBLS538	Cnidaria	http://purl.bioontology.org/ontology/MESH/D003063	target
MTBLS538	Symbiosis	http://purl.bioontology.org/ontology/MESH/D013559	target
MTBLS538	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS538	photoinhibition	http://purl.obolibrary.org/obo/GO_0010205	target
MTBLS538	untargeted metabolites		untargeted
MTBLS539	atherosclerosis	http://www.ebi.ac.uk/efo/EFO_0003914	target
MTBLS539	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193	target
MTBLS539	untargeted metabolites		untargeted
MTBLS539	Myocardial metabolism	http://purl.bioontology.org/ontology/SNOMEDCT/251058001	target
MTBLS539	Sulfur amino acid metabolism	http://purl.obolibrary.org/obo/HINO_0016311	target
MTBLS539	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS539	magic angle spinning nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000615	target
MTBLS539	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS539	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS539	targeted metabolites		un-mapped
MTBLS540	untargeted metabolites		untargeted
MTBLS540	FGENTCARD		un-mapped
MTBLS540	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS541	Hypoxia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3890	target
MTBLS541	cellular response to hypoxia	http://purl.obolibrary.org/obo/GO_0071456	target
MTBLS541	Tumor Mass	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C98275	target
MTBLS541	cell culture	http://purl.obolibrary.org/obo/BTO_0000214	target
MTBLS541	untargeted metabolites		untargeted
MTBLS541	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS542	Malaria	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C34797	target
MTBLS542	Anti-malarial treatment		un-mapped
MTBLS542	Artemether		un-mapped
MTBLS542	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS542	untargeted metabolites		untargeted
MTBLS543	sepsis	http://purl.obolibrary.org/obo/HP_0100806	target
MTBLS543	Osteochondrosis	http://www.ebi.ac.uk/efo/EFO_0008575	target
MTBLS543	osteoarthritis	http://www.ebi.ac.uk/efo/EFO_0002506	target
MTBLS543	Synovial Fluid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C33718	target
MTBLS543	untargeted metabolites		untargeted
MTBLS543	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS545	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	target
MTBLS545	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	target
MTBLS545	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	target
MTBLS545	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735	target
MTBLS545	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS545	untargeted metabolites		untargeted
MTBLS546	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	target
MTBLS546	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	target
MTBLS546	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	target
MTBLS546	gas chromatography time-of-flight mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000735	target
MTBLS546	targeted metabolites		un-mapped
MTBLS546	short-chain fatty acid	http://purl.obolibrary.org/obo/CHEBI_26666	target
MTBLS547	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	target
MTBLS547	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	target
MTBLS547	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	target
MTBLS547	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS547	targeted metabolites		un-mapped
MTBLS547	bile acid	http://purl.obolibrary.org/obo/CHEBI_3098	target
MTBLS548	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	target
MTBLS548	gut microbiome measurement	http://www.ebi.ac.uk/efo/EFO_0007874	target
MTBLS548	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	target
MTBLS548	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS548	targeted metabolites		un-mapped
MTBLS548	fatty acid	http://purl.obolibrary.org/obo/CHEBI_35366	target
MTBLS549	fasting	http://www.ebi.ac.uk/efo/EFO_0002756	target
MTBLS549	untargeted metabolites		untargeted
MTBLS549	human blood		un-mapped
MTBLS549	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS549	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS552	invasive ductal carcinoma	http://www.ebi.ac.uk/efo/EFO_0000186	target
MTBLS552	untargeted metabolites		untargeted
MTBLS552	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS552	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS552	targeted metabolites		un-mapped
MTBLS553	untargeted metabolites		untargeted
MTBLS553	targeted metabolites		un-mapped
MTBLS553	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS553	bialaphos resistance gene		un-mapped
MTBLS553	phosphinothricin acetyltransferase gene		un-mapped
MTBLS553	Herbicide Resistance	http://purl.bioontology.org/ontology/MESH/D053209	target
MTBLS553	Genetically modified crops	http://localhost/plosthes.2017-1#10846	target
MTBLS554	targeted metabolites		un-mapped
MTBLS554	thiouracil	http://purl.obolibrary.org/obo/CHEBI_348530	target
MTBLS554	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS554	Cattle	http://purl.bioontology.org/ontology/MESH/D002417	target
MTBLS554	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS555	rhizospheric		un-mapped
MTBLS555	Exometabolomic profiling		un-mapped
MTBLS555	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS555	untargeted metabolites		untargeted
MTBLS558	multiple sclerosis	http://www.ebi.ac.uk/efo/EFO_0003885	target
MTBLS558	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS558	untargeted metabolites		untargeted
MTBLS559	plant priming		un-mapped
MTBLS559	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS559	untargeted metabolites		untargeted
MTBLS559	augmented defence		un-mapped
MTBLS559	azelaic acid	http://purl.obolibrary.org/obo/CHEBI_48131	target
MTBLS559	hexanoic acid	http://purl.obolibrary.org/obo/CHEBI_30776	target
MTBLS559	hydroxycinnamic acid	http://purl.obolibrary.org/obo/CHEBI_24689	target
MTBLS559	Transcriptomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153189	target
MTBLS559	Tobacco	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C891	target
MTBLS560	digestive system	http://purl.obolibrary.org/obo/UBERON_0001007	target
MTBLS560	Digestive efficiency		un-mapped
MTBLS560	ileum	http://purl.obolibrary.org/obo/UBERON_0002116	target
MTBLS560	caecum	http://purl.obolibrary.org/obo/UBERON_0001153	target
MTBLS560	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS560	untargeted metabolomics		untargeted
MTBLS561	targeted metabolites		un-mapped
MTBLS561	thiouracil	http://purl.obolibrary.org/obo/CHEBI_348530	target
MTBLS561	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS561	Cattle	http://purl.bioontology.org/ontology/MESH/D002417	target
MTBLS561	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS562	aging	http://purl.obolibrary.org/obo/GO_0007568	target
MTBLS562	untargeted metabolites		untargeted
MTBLS562	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS562	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS562	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193	target
MTBLS562	lipid homeostasis	http://www.ebi.ac.uk/efo/EFO_0005880	target
MTBLS564	untargeted metabolites		untargeted
MTBLS564	Rheumatoid Arthritis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2884	target
MTBLS564	Synovial Fluid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C33718	target
MTBLS564	Pathogenesis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18264	target
MTBLS564	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS564	Osteoarthritis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3293	target
MTBLS566	biosynthetic pathway elucidation		un-mapped
MTBLS566	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS566	targeted metabolites		un-mapped
MTBLS567	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS567	targeted metabolites		un-mapped
MTBLS570	inflammation	http://purl.obolibrary.org/obo/MP_0001845	target
MTBLS570	untargeted metabolites		untargeted
MTBLS570	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS570	non-targeted object	http://neurolog.unice.fr/ontoneurolog/v3.0/ontoneurolog-extension-of-dolce.owl#non-targeted-object	target
MTBLS571	Grazer cues		un-mapped
MTBLS571	Calanus finmarchicus	http://purl.bioontology.org/ontology/NCBITAXON/6837	target
MTBLS571	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS571	untargeted metabolites		untargeted
MTBLS571	marine algal bloom	http://purl.obolibrary.org/obo/ENVO_01000057	target
MTBLS572	untargeted metabolomics		untargeted
MTBLS572	Systems Biology	http://purl.bioontology.org/ontology/MESH/D049490	target
MTBLS572	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS572	xcms	http://www.ebi.ac.uk/efo/swo/SWO_0000729	target
MTBLS573	Adelphocoris suturalis	http://purl.bioontology.org/ontology/NCBITAXON/323751	target
MTBLS573	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS573	untargeted metabolites		untargeted
MTBLS573	Tryptophan metabolism	http://purl.obolibrary.org/obo/IEV_0001462	target
MTBLS573	alpha-Linolenic Acid Metabolism Pathway	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91418	target
MTBLS573	plant defence		un-mapped
MTBLS574	chemical fingerprinting	http://purl.bioontology.org/ontology/CSP/0631-8138	target
MTBLS574	untargeted metabolites		untargeted
MTBLS574	Chemical ecology	http://localhost/plosthes.2017-1#2411	target
MTBLS574	Botany	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16362	target
MTBLS574	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS575	Sesamia nonagrioides	http://purl.bioontology.org/ontology/NCBITAXON/236805	target
MTBLS575	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS575	response to biotic stimulus	http://purl.obolibrary.org/obo/GO_0009607	target
MTBLS575	untargeted metabolites		untargeted
MTBLS575	plant defence		un-mapped
MTBLS576	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS576	untargeted metabolites		untargeted
MTBLS576	replicon independence		un-mapped
MTBLS576	genome coadaptation		un-mapped
MTBLS576	experimental transplantation		un-mapped
MTBLS576	accessory genome		un-mapped
MTBLS577	Cwh43	http://identifiers.org/ncbigene/231293	target
MTBLS577	Nutrition Roles	http://www.owl-ontologies.com/Ontology1361987617.owl#NutritionRoles	target
MTBLS577	ceramide	http://purl.obolibrary.org/obo/CHEBI_17761	target
MTBLS577	Low glucose		un-mapped
MTBLS577	Nitrogen starvation		un-mapped
MTBLS577	untargeted metabolites		untargeted
MTBLS577	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS577	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS578	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193	target
MTBLS578	Cwh43	http://identifiers.org/ncbigene/305307	target
MTBLS578	Nutrition Roles	http://www.owl-ontologies.com/Ontology1361987617.owl#NutritionRoles	target
MTBLS578	untargeted metabolites 		untargeted
MTBLS578	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS578	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS579	Biomarker	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16342	target
MTBLS579	typhoid fever	http://www.ebi.ac.uk/efo/EFO_0006789	target
MTBLS579	Typhoid carrier	http://purl.bioontology.org/ontology/MEDDRA/10045274	target
MTBLS579	Salmonella typhi	http://purl.bioontology.org/ontology/MESH/D012485	target
MTBLS579	Salmonella paratyphi A	http://purl.bioontology.org/ontology/MESH/D012482	target
MTBLS579	untargeted metabolites		untargeted
MTBLS579	two-dimensional chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0002004	target
MTBLS579	Multivariate Analysis	http://purl.bioontology.org/ontology/MESH/D015999	target
MTBLS579	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	target
MTBLS581	Lamiaceae	http://purl.bioontology.org/ontology/MESH/D019686	target
MTBLS581	untargeted metabolites		untargeted
MTBLS581	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS581	Plant Growth Regulators	http://purl.bioontology.org/ontology/MESH/D010937	target
MTBLS581	gibberellin	http://purl.obolibrary.org/obo/CHEBI_24250	target
MTBLS581	N-benzyladenine	http://purl.obolibrary.org/obo/CHEBI_29022	target
MTBLS581	In Vitro Techniques	http://purl.bioontology.org/ontology/MESH/D066298	target
MTBLS581	Tissue Culture Techniques	http://purl.bioontology.org/ontology/MESH/D046509	target
MTBLS581	hydrophilic	http://purl.obolibrary.org/obo/PATO_0001887	target
MTBLS581	lipophilic	http://purl.bioontology.org/ontology/npo#NPO_114	target
MTBLS582	insulin resistance	http://www.ebi.ac.uk/efo/EFO_0002614	target
MTBLS582	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS582	Hepatic steatosis	http://purl.obolibrary.org/obo/HP_0001397	target
MTBLS582	regulation of lipid biosynthetic process	http://purl.obolibrary.org/obo/GO_0046890	target
MTBLS582	untargeted metabolites		untargeted
MTBLS582	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS582	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS591	Metabolomics Facility	http://bioontology.org/ontologies/BiomedicalResourceOntology.owl#Metabolomics_Facility	target
MTBLS591	Chronic Obstructive Pulmonary Disease	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3199	target
MTBLS591	Bronchoalveolar Lavage Fluid	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13195	target
MTBLS591	Sample Specific Databases		un-mapped
MTBLS591	high-performance liquid chromatography-mass spectrometry		un-mapped
MTBLS591	lipid	http://purl.obolibrary.org/obo/CHEBI_18059	target
MTBLS591	untargeted metabolites		untargeted
MTBLS597	matrix-assisted laser desorption ionization	http://purl.obolibrary.org/obo/MS_1000075	target
MTBLS597	brain	http://purl.obolibrary.org/obo/UBERON_0000955	target
MTBLS597	intestine	http://purl.obolibrary.org/obo/BTO_0000648	target
MTBLS597	imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000053	target
MTBLS597	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS597	targeted metabolites		un-mapped
MTBLS597	untargeted metabolites		untargeted
MTBLS598	Frailty	http://doe-generated-ontology.com/OntoAD#C0424594	target
MTBLS598	Carnitine transporters	http://purl.obolibrary.org/obo/HINO_0019693	target
MTBLS598	tocotrienol	http://purl.obolibrary.org/obo/CHEBI_33235	target
MTBLS598	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS598	untargeted metabolites		untargeted
MTBLS598	targeted metabolites		un-mapped
MTBLS602	Pesticide	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C737	target
MTBLS602	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400	target
MTBLS602	sexual dimorphism	http://www.ebi.ac.uk/efo/EFO_0005951	target
MTBLS602	constitutive androstane receptor	http://purl.bioontology.org/ontology/MESH/C409467	target
MTBLS602	untargeted metabolites		untargeted
MTBLS602	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS614	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524	target
MTBLS614	Intervention or Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25218	target
MTBLS614	untargeted metabolites		untargeted
MTBLS614	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS616	Direct Infusion Mass Spectrometry		un-mapped
MTBLS616	Intervention or Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25218	target
MTBLS616	untargeted metabolites		untargeted
MTBLS616	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS618	Phytophthora infestans	http://purl.obolibrary.org/obo/NCBITaxon_4787	target
MTBLS618	Phytophthora infestans	http://purl.bioontology.org/ontology/MESH/D055750	target
MTBLS618	Multivariate Analysis	http://purl.bioontology.org/ontology/MESH/D015999	target
MTBLS618	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS618	untargeted metabolites		untargeted
MTBLS618	Host-Pathogen Interactions	http://purl.bioontology.org/ontology/MESH/D054884	target
MTBLS619	aquaculture process	http://purl.obolibrary.org/obo/ENVO_01000906	target
MTBLS619	diet	http://www.ebi.ac.uk/efo/EFO_0002755	target
MTBLS619	carbohydrate	http://purl.obolibrary.org/obo/CHEBI_16646	target
MTBLS619	Muscle Development	http://purl.bioontology.org/ontology/MESH/D024510	target
MTBLS619	untargeted metabolites		untargeted
MTBLS620	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400	target
MTBLS620	targeted metabolites		un-mapped
MTBLS620	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS620	lipid	http://purl.obolibrary.org/obo/CHEBI_18059	target
MTBLS620	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS622	virus plant treatment	http://purl.obolibrary.org/obo/EO_0007210	target
MTBLS622	plant disease	http://purl.bioontology.org/ontology/CSP/2341-6246	target
MTBLS622	Barley yellow dwarf virus-PAV	http://purl.bioontology.org/ontology/NCBITAXON/12040	target
MTBLS622	carbon dioxide	http://purl.obolibrary.org/obo/CHEBI_16526	target
MTBLS622	untargeted metabolites		untargeted
MTBLS622	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS622	climate change	http://purl.obolibrary.org/obo/ENVO_01000629	target
MTBLS626	Metabolism	http://www.ifomis.org/acgt/1.0#Metabolism	target
MTBLS626	untargeted metabolites		untargeted
MTBLS626	Cancer-Associated Fibroblasts	http://purl.bioontology.org/ontology/MESH/D000072645	target
MTBLS626	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS626	MicroRNA	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25966	target
MTBLS626	cancer	http://www.ebi.ac.uk/efo/EFO_0000311	target
MTBLS626	Tracer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2480	target
MTBLS629	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085	target
MTBLS629	untargeted metabolites		untargeted
MTBLS629	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS630	polymyxin	http://purl.obolibrary.org/obo/CHEBI_59062	target
MTBLS630	untargeted metabolites		untargeted
MTBLS630	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS630	genome-scale metabolic model		un-mapped
MTBLS630	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796	target
MTBLS631	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085	target
MTBLS631	untargeted metabolites		untargeted
MTBLS631	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS631	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193	target
MTBLS633	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085	target
MTBLS633	capillary electrophoresis-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000702	target
MTBLS633	untargeted metabolites		untargeted
MTBLS634	fluorescence-activated cell sorting	http://purl.obolibrary.org/obo/CHMO_0001085	target
MTBLS634	untargeted metabolites		untargeted
MTBLS634	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497	target
MTBLS640	targeted metabolites 		un-mapped
MTBLS640	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS640	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163	target
MTBLS640	Parkinson's disease	http://www.ebi.ac.uk/efo/EFO_0002508	target
MTBLS641	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS641	icosanoid	http://purl.obolibrary.org/obo/CHEBI_23899	target
MTBLS641	High-Resolution Multiple-Reaction Monitoring Mass Spectrometry		un-mapped
MTBLS641	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS641	targeted metabolites		un-mapped
MTBLS641	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS643	Lipidomics	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C153193	target
MTBLS643	non-uniform sampling	http://nmrML.org/nmrCV#NMR:1000350	target
MTBLS643	untargeted metabolites		untargeted
MTBLS643	Food Quality	http://purl.bioontology.org/ontology/MESH/D063427	target
MTBLS643	beta-adrenergic agonist	http://purl.obolibrary.org/obo/CHEBI_35522	target
MTBLS643	ractopamine	http://purl.obolibrary.org/obo/CHEBI_82644	target
MTBLS643	two-dimensional 1H nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0002443	target
MTBLS643	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS648	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics	target
MTBLS648	drug	http://purl.obolibrary.org/obo/CHEBI_23888	target
MTBLS648	aging	http://purl.obolibrary.org/obo/GO_0007568	target
MTBLS648	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
MTBLS648	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS654	kimchi	http://purl.jp/bio/11/meo/MEO_0000017	target
MTBLS654	jeotgal	http://purl.jp/bio/11/meo/MEO_0000271	target
MTBLS654	Fermentation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C157204	target
MTBLS654	targeted metabolites		un-mapped
MTBLS654	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS654	Lactic acid bacteria	http://localhost/plosthes.2017-1#422	target
MTBLS654	Bacterial succession		un-mapped
MTBLS654	Metabolite changes		un-mapped
MTBLS656	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS656	targeted metabolites		un-mapped
MTBLS656	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752	target
MTBLS656	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	target
MTBLS656	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354	target
MTBLS658	untargeted metabolites		untargeted
MTBLS658	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591	target
MTBLS658	rheumatoid arthritis	http://www.ebi.ac.uk/efo/EFO_0000685	target
MTBLS661	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715	target
MTBLS661	thiol	http://purl.obolibrary.org/obo/CHEBI_29256	target
MTBLS661	Gene Deletion	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16606	target
MTBLS661	biosynthetic enzymes		un-mapped
MTBLS661	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575	target
