studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	IRI_label
MTBLS366	depth	Depth	http://sweet.jpl.nasa.gov/2.3/propSpaceHeight.owl#Depth	
MTBLS367	Material sample	material sample	http://purl.obolibrary.org/obo/OBI_0000747	material sample
MTBLS367	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS368	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS368	B3 Vitamin	Small Molecule	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48809	
MTBLS368	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS368	Dosage	milligram per kilogram body weight	http://www.ebi.ac.uk/efo/EFO_0005354	milligram per kilogram body weight
MTBLS370	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026	organism
MTBLS372	Phenotype	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651	phenotype
MTBLS372	Geographic location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS372	Time of first grafting	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS372	Age at time of first grafting	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS372	Dieback score	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS373	extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS373	gene	gene	http://purl.obolibrary.org/obo/SO_0000704	gene
MTBLS373	replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS374	smoking status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	
MTBLS374	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS374	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS375	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS375	Time after treatment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS375	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS376	Antibiotic treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS379	honeybee	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS380	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS380	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS380	tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS381	spike-in concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS382	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS382	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS383	Species	Species	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293	
MTBLS384	Experiment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS384	Extraction method	solvent extraction	http://purl.obolibrary.org/obo/CHMO_0001598	solvent extraction
MTBLS384	Injection batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS385	Patient	Patient	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960	
MTBLS385	Tissue type	Tissue Sample	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19697	
MTBLS385	Sex	Sex	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28421	
MTBLS385	Age	Age	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25150	
MTBLS386	Biofluid	Body Fluid or Substance	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13236	
MTBLS386	Human state	Patient Physiological Condition	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C69192	
MTBLS387	Gene transfection	gene knockdown by shRNA transfection	http://www.bioassayontology.org/bao#BAO_0002437	gene knockdown by shRNA transfection
MTBLS389	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS389	Stress	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	temperature
MTBLS389	Stress duration	duration	http://www.ebi.ac.uk/efo/EFO_0000433	duration
MTBLS389	Medium additive	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS390	tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS390	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS390	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS392	vintage	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS392	matrix	grape fruit product	http://purl.jp/bio/11/meo/MEO_0002322	
MTBLS393	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS393	Inducer conditions	Inducer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120268	
MTBLS395	Death within 2 years from ACS	Death	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28554	
MTBLS400	Metabolic syndrome	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS400	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS400	Body weight	body weight	http://www.ebi.ac.uk/efo/EFO_0004338	body weight
MTBLS400	Liver weight	liver weight	http://purl.obolibrary.org/obo/CMO_0000092	liver weight
MTBLS400	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS401	batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053	sample batch
MTBLS401	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS402	infertility	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS403	tea type	Tea	http://purl.bioontology.org/ontology/MESH/D013662	
MTBLS403	Maufacturing process	Manufacture	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43360	
MTBLS403	Withering duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS404	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS404	BMI	body mass index	http://www.ebi.ac.uk/efo/EFO_0004340	body mass index
MTBLS404	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS404	Material type	material sample	http://purl.obolibrary.org/obo/OBI_0000747	material sample
MTBLS404	Role	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS404	Osmolality	Osmolality	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89824	
MTBLS404	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS405	Medium	HeLa medium	http://purl.org/obo/owl/IEV#IEV_0000312	
MTBLS405	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS405	Sample type	material sample	http://purl.obolibrary.org/obo/OBI_0000747	material sample
MTBLS408	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS409	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS409	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS409	sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS410	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS410	parasitization	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS410	sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS411	Diet	diet	http://www.ebi.ac.uk/efo/EFO_0002755	diet
MTBLS411	Lactating	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS411	Multiparous	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS412	Plate surface area	area	http://www.ebi.ac.uk/efo/EFO_0001696	area
MTBLS412	Cell seeding density	Cell Density	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C120538	
MTBLS412	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
MTBLS412	Isotopic tracer	isotopic tracer	http://purl.obolibrary.org/obo/CHEBI_35206	isotopic tracer
MTBLS412	Abundance	Abundance	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70589	
MTBLS412	Biological replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS412	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS412	Incubation time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS413	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS414	Remote ischemic conditioning	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS414	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS414	Subject	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
MTBLS415	Section location	position	http://purl.obolibrary.org/obo/PATO_0000140	position
MTBLS417	Sample group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS417	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS418	infection	infection	http://www.ebi.ac.uk/efo/EFO_0000544	infection
MTBLS419	compound	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS419	time post exposure	hour	http://purl.obolibrary.org/obo/UO_0000032	hour
MTBLS420	Nonobstructive azoospermia	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS422	Sex	sex	http://purl.obolibrary.org/obo/PATO_0000047	biological sex
MTBLS422	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS422	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS423	Lifestyle intervention	Preventive Intervention	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15843	
MTBLS424	Breast cancer diagnosis	Cancer Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16213	
MTBLS424	Breast cancer relapse	disease recurrence	http://www.ebi.ac.uk/efo/EFO_0004952	disease recurrence
MTBLS424	Histological grade	Histologic Grade	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18000	
MTBLS424	Time to relapse	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS425	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS425	CM source	Origin	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C42703	
MTBLS426	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS426	Diet	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS427	Diabetes Status	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS428	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS428	Sampling date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS429	Sample location	Location	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25341	
MTBLS430	Time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS430	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS431	Phage infection	infection	http://www.ebi.ac.uk/efo/EFO_0000544	infection
MTBLS432	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS432	age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS433	Region	Region	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41129	
MTBLS433	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709	
MTBLS433	Production Type	Production	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C112927	
MTBLS433	Harvest date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS433	Fruitiness	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS433	Bitterness	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS433	Pungent	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS433	Fusty	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS433	Musty	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS433	Rancid	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338	
MTBLS433	Oil quality	quality	http://www.ifomis.org/bfo/1.1/snap#Quality	
MTBLS434	identifier	identifier	http://ontodm.com/OntoDT#OntoDT_184436	
MTBLS434	genotype_commonName	gene	http://purl.obolibrary.org/obo/SO_0000704	gene
MTBLS434	genotype_systematicName	open reading frame	http://purl.bioontology.org/ontology/CSP/1257-3600	
MTBLS434	batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS434	analysis_time	time	http://www.ebi.ac.uk/efo/EFO_0000721	time
MTBLS434	sample_type	sample	http://purl.obolibrary.org/obo/MS_1000457	sample
MTBLS435	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS435	label	Tracer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2480	
MTBLS435	sample type	Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284	
MTBLS436	Anabolic treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS437	Protein overexpression	Protein Overexpression	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18211	
MTBLS437	Gene suppression	gene silencing	http://purl.obolibrary.org/obo/GO_0016458	gene silencing
MTBLS437	Selection marker gene	Genetic Marker	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16622	
MTBLS441	Genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS441	Time after Inoculation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS444	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS444	Human state	physiological state	http://purl.obolibrary.org/obo/PATO_0001912	physiological state
MTBLS444	Disease	disease	http://www.ebi.ac.uk/efo/EFO_0000408	disease
MTBLS445	Location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS445	Elevation	elevation	http://purl.obolibrary.org/obo/ENVO_00000176	elevation
MTBLS445	Season	season	http://purl.obolibrary.org/obo/ENVO_03000096	season
MTBLS445	Month of collection	Month	http://informatics.mayo.edu/TEO.owl#TEO_0000050	
MTBLS445	Year of collection	Year	http://informatics.mayo.edu/TEO.owl#TEO_0000051	
MTBLS447	Mutant	mutant gene	http://www.bootstrep.eu/ontology/GRO#MutantGene	
MTBLS447	Plant Tissue	portion of plant tissue	http://purl.obolibrary.org/obo/PO_0009007	portion of plant tissue
MTBLS447	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS449	control	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS449	Birth Weight	Birth Weight	http://purl.bioontology.org/ontology/MESH/D001724	
MTBLS449	Fetal exposure during pregnancy	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS449	Antiretroviral Therapy	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS449	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS449	Gestation Period	gestation period length	http://purl.obolibrary.org/obo/CMO_0000467	gestation period length
MTBLS449	Maternal Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS449	Parturition	Parturition	http://purl.bioontology.org/ontology/MESH/D007751	
MTBLS449	ethnic group	ethnic group	http://www.ebi.ac.uk/efo/EFO_0003156	obsolete_Caucasian
MTBLS449	Maternal Viral load	Viral Load	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51952	
MTBLS449	CD4-Positive T-Lymphocytes	CD4 Lymphocyte Count	http://purl.bioontology.org/ontology/MESH/D018791	
MTBLS449	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS449	compound	compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
MTBLS449	dose	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS450	Mediator Arabidopsis complex	core mediator complex	http://purl.obolibrary.org/obo/GO_0070847	core mediator complex
MTBLS451	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS451	Fermetation process	protocol	http://purl.obolibrary.org/obo/OBI_0000272	protocol
MTBLS451	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS452	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS452	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS452	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	block
MTBLS453	toxic load	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS453	experiment duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS454	In Vitro / In Vivo	Bioassay	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16341	
MTBLS455	Protein challenge	Amyloid Protein	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Molecule.owl#sao7278684532	
MTBLS456	Vaccination	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS456	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS456	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	technical replicate
MTBLS457	Bd exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS457	Bd exposure date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS457	Sample mass	mass	http://purl.obolibrary.org/obo/PATO_0000125	mass
MTBLS457	Post mortem dissection	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS457	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	geographic location
MTBLS457	Site-specific Bd exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS457	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
MTBLS457	Clinical state at time of death	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS457	Bd exposed	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS457	Sham exposed	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS457	4 day post-exposure sampling	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS457	8 day post-exposure sampling	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS457	14 day post-exposure sampling	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS457	Sampling group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS457	Death	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
MTBLS457	Survival duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS459	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS459	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS459	Experiment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS459	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS460	Inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774	
MTBLS460	Time post-inoculation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS460	Biological replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS461	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS461	Filtration	Filter	http://sweet.jpl.nasa.gov/2.3/reprDataServiceAnalysis.owl#Filter	
MTBLS461	Whole seawater	volume percent	http://purl.obolibrary.org/obo/UO_0000165	volume percentage
MTBLS463	Carbon source	Carbon source	http://purl.jp/bio/10/gmo/GMO_000063	
MTBLS464	Batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053	sample batch
MTBLS464	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS464	Timepoint	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS464	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS465	Sample type	blood component	http://www.ebi.ac.uk/efo/EFO_0001941	blood component
MTBLS470	Sample type	blood component	http://www.ebi.ac.uk/efo/EFO_0001941	blood component
MTBLS471	Infection	infection	http://www.ebi.ac.uk/efo/EFO_0000544	infection
MTBLS471	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS472	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS472	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS472	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS473	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS473	Meal	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS473	Person	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
MTBLS478	Gene	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS479	concentration of willow bark extract	dose	http://www.ebi.ac.uk/efo/EFO_0000428	dose
MTBLS479	treatment with human fecal suspension	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS479	incubation time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	sampling time
MTBLS481	inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774	
MTBLS481	alkali stress	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS482	Treatment concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820	concentration
MTBLS482	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
MTBLS483	Treatment time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS483	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS484	Pitcher plant	Species	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293	
MTBLS484	Replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS487	tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS488	Treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	treatment
MTBLS492	wetting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS492	successional stage	Ecological succession	http://localhost/plosthes.2017-1#11517	
MTBLS492	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS493	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	obsolete_cell line
MTBLS493	Biological replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS493	Pooled	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
MTBLS494	Plant component	plant component	http://www.ebi.ac.uk/efo/EFO_0000789	plant component
MTBLS495	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS495	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
MTBLS496	genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	genotype
MTBLS496	replicate	replicate	http://www.ebi.ac.uk/efo/EFO_0000683	replicate
MTBLS496	methanol extract	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
MTBLS497	Bacteria	Bacteria	http://purl.obolibrary.org/obo/NCBITaxon_2	Bacteria
MTBLS497	Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
MTBLS497	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS516	Age	age	http://www.ebi.ac.uk/efo/EFO_0000246	age
MTBLS516	Reperfusion time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS517	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911	
MTBLS517	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS517	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073	
MTBLS517	Artemether treatment	Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49236	
MTBLS518	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911	
MTBLS518	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS518	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073	
MTBLS518	Artemether treatment	Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49236	
MTBLS519	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	timepoint
MTBLS519	Sample type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
MTBLS519	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	biological replicate
