studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
		Compound	http://purl.obolibrary.org/obo/CDAO_0000055	
MTBLS452	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
		Biomaterial Treatment	http://purl.obolibrary.org/obo/NCIT_C43442	The process by which a biomaterial is created (from source biomaterials).  Treatments have an order and an action. (caMAGE)
		Treatment Epoch	http://purl.obolibrary.org/obo/NCIT_C101526	A period in a clinical study during which subjects receive therapeutic treatment.
		Administration	http://purl.obolibrary.org/obo/NCIT_C25409	The act of the dispensing, applying, or tendering of something to another, such as administration of a medicine.
		Treatment Study	http://purl.obolibrary.org/obo/NCIT_C49656	A type of study protocol designed to evaluate intervention(s) for disease treatment.
		Treat	http://purl.obolibrary.org/obo/NCIT_C70742	Subject to a process with the aim of readying for some purpose, improving, or remedying a condition.
MTBLS452	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
		block	http://www.ebi.ac.uk/efo/EFO_0005067	A block or batch is an experimental unit arrangement into a group which is similar to one another. Typically, a blocking factor is a source of variability that is not of primary interest to the experimenter. An example of a blocking factor might be the sex of a patient; by blocking on sex, this source of variability is controlled for, thus leading to greater accuracy.
		Batch Number	http://purl.obolibrary.org/obo/NCIT_C104504	A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product that is produced in a manner that is expected to render it homogeneous.
MTBLS456	Vaccination	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Vaccination	http://purl.obolibrary.org/obo/NCIT_C15346	Administration of vaccines to stimulate the host's immune response. This includes any preparation intended for active immunological prophylaxis or treatment.
		vaccination	http://purl.obolibrary.org/obo/VO_0000002	a medical intervention that involves in adding vaccine into a host (e.g., human, mouse) in vivo with the intent to invoke an adaptive immune response.
		vaccination	http://purl.obolibrary.org/obo/IDOMAL_0001040	The administration of antigenic material (the vaccine) to produce immunity to a disease.
		Vaccination	http://purl.obolibrary.org/obo/OMIT_0015445	
		vaccination	http://www.ebi.ac.uk/efo/EFO_0004292	Vaccination is: a process' that involves in adding vaccine into a host (e.g., human, mouse) in vivo with the intend to invoke a protective immune response.
MTBLS456	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS456	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS457	Sample mass	mass	http://purl.obolibrary.org/obo/PATO_0000125	
		sample mass	http://purl.obolibrary.org/obo/MS_1000004	Total mass of sample used.
MTBLS457	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		Site	http://purl.obolibrary.org/obo/NCIT_C37901	A position in relation to its surroundings.
		site	http://www.ifomis.org/bfo/1.1/snap#Site	
		site	http://purl.obolibrary.org/obo/BFO_0000029	
		site	http://purl.obolibrary.org/obo/IDOMAL_0000427	Comment: An instance of Site [snap:Site] is a mixture of independent continuant [snap:IndependentContinuant] entities which act as surrounding environments for other independent continuant [snap:IndependentContinuant] entities, most importantly for instances of object [snap:Object]. A site [snap:Site] is typically made of object [snap:Object] or fiat object part [snap:FiatObjectPart] entities and a surrounding medium in which is found an object [snap:Object] occupying the site [snap:Site]. Independent continuant [snap:IndependentContinuant] entities may be associated with others (which, then, are site [snap:Site] entities) through a relation of
		site	http://semanticscience.org/resource/SIO_000019	A site is a spatial region bounded (in part or in whole) by material entities and may be occupied by material entities.
		Study Site	http://purl.obolibrary.org/obo/NCIT_C80403	A facility in which study/protocol activities are conducted.
		Anatomic Site	http://purl.obolibrary.org/obo/NCIT_C13717	Named locations of or within the body.
MTBLS457	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/FBcv_0000332	Qualifier that relates the expression of a phenotype to the sex of the individual.
		Sex	http://purl.obolibrary.org/obo/OMIT_0013619	
		Sex determination	http://www.cropontology.org/rdf/CO_357:1000066	Determination of the tree sex
		SEX	http://www.cropontology.org/rdf/CO_357:0000078	
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		CDISC SDTM Sex of Individual Terminology	http://purl.obolibrary.org/obo/NCIT_C66731	Terminology codelist used with Sex of Individual within the Clinical Data Interchange Standards Consortium Study Data Tabulation Model.
		Plant sex	http://www.cropontology.org/rdf/CO_343:0000093	Predominat plant or flower sex
		Sex Behavior	http://purl.obolibrary.org/obo/NCIT_C17127	A form of physical intimacy that can be directed to reproduction (one possible goal of sexual intercourse) and/or to enjoying the body of someone else; activities associated with sexual intercourse.
MTBLS457	Death	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164	
		death	http://purl.obolibrary.org/obo/XAO_0000437	Xenopus developmental stage that corresponds to the end of the animal's life.
		Death	http://purl.obolibrary.org/obo/OMIT_0004926	
		death	http://purl.obolibrary.org/obo/GO_0016265	A permanent cessation of all vital functions: the end of life; can be applied to a whole organism or to a part of an organism.
		death AE	http://purl.obolibrary.org/obo/OAE_0000632	a serious adverse event that has an outcome of death. 
		Adverse Event Associated with Death	http://purl.obolibrary.org/obo/NCIT_C53787	An adverse event resulting in death.
		Death Domain	http://purl.obolibrary.org/obo/NCIT_C154635	Reported mortality information for patients.
		dead	http://purl.obolibrary.org/obo/PATO_0001422	Irreversible cessation of all bodily functions, manifested by absence of spontaneous breathing and total loss of cardiovascular and cerebral functions.
		Dead	http://purl.obolibrary.org/obo/NCIT_C28554	The cessation of life.
MTBLS459	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
		Biomaterial Treatment	http://purl.obolibrary.org/obo/NCIT_C43442	The process by which a biomaterial is created (from source biomaterials).  Treatments have an order and an action. (caMAGE)
		Treatment Epoch	http://purl.obolibrary.org/obo/NCIT_C101526	A period in a clinical study during which subjects receive therapeutic treatment.
		Administration	http://purl.obolibrary.org/obo/NCIT_C25409	The act of the dispensing, applying, or tendering of something to another, such as administration of a medicine.
		Treatment Study	http://purl.obolibrary.org/obo/NCIT_C49656	A type of study protocol designed to evaluate intervention(s) for disease treatment.
		Treat	http://purl.obolibrary.org/obo/NCIT_C70742	Subject to a process with the aim of readying for some purpose, improving, or remedying a condition.
MTBLS459	Experiment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Experiment	http://purl.obolibrary.org/obo/NCIT_C42790	A coordinated set of actions and observations designed to generate data, with the ultimate goal of discovery or hypothesis testing.
		experiment	http://semanticscience.org/resource/SIO_000994	An experiment is an investigation that has the goal of verifying, falsifying, or establishing the validity of a hypothesis. 
		experiment	http://purl.obolibrary.org/obo/AGRO_00000369	A planned process in which a procedure is carried out to support, refute, or validate a hypothesis.
		experimental process	http://www.ebi.ac.uk/efo/EFO_0002694	A process performed as part of an experiment or wider study, i.e. intentionally designed.
		Experiment Object	http://purl.obolibrary.org/obo/NCIT_C44173	The Experiment is the collection of all the BioAssays that are related by the ExperimentDesign. (caMAGE)
MTBLS460	Inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774	
		Inoculation	http://purl.obolibrary.org/obo/NCIT_C68774	To implant microbes or infective materials, introduce immune serum, vaccines of various kinds, and other antigenic materials for preventive, curative, or experimental purposes.
MTBLS461	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS461	Filtration	Filter	http://sweet.jpl.nasa.gov/2.3/reprDataServiceAnalysis.owl#Filter	
		Filtration	http://purl.obolibrary.org/obo/NCIT_C16583	The process of passing a liquid or gas through a filter.
		filtration	http://purl.obolibrary.org/obo/OBI_0302885	filtration is a process which separates components suspended in a fluid based on granularity properties relying on a filter device
		filtration	http://purl.obolibrary.org/obo/CHMO_0001640	The process of segregation of phases; the separation of suspended solids from a liquid or gas, usually by forcing a carrier gas or liquid through a porous medium.
		Filtration	http://purl.obolibrary.org/obo/OMIT_0006585	
MTBLS463	Carbon source	Carbon source	http://purl.jp/bio/10/gmo/GMO_000063	
		carbon source	http://purl.obolibrary.org/obo/MCO_0000864	
		Cultivation parameter	http://edamontology.org/data_3724	Experimental determined parameter for the cultivation of an organism.
MTBLS464	Batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
		block	http://www.ebi.ac.uk/efo/EFO_0005067	A block or batch is an experimental unit arrangement into a group which is similar to one another. Typically, a blocking factor is a source of variability that is not of primary interest to the experimenter. An example of a blocking factor might be the sex of a patient; by blocking on sex, this source of variability is controlled for, thus leading to greater accuracy.
		Batch Number	http://purl.obolibrary.org/obo/NCIT_C104504	A distinctive alpha-numeric identification code assigned by the manufacturer or distributor to a specific quantity of manufactured material or product that is produced in a manner that is expected to render it homogeneous.
MTBLS464	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS465	Sample type	blood component	http://www.ebi.ac.uk/efo/EFO_0001941	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS470	Sample type	blood component	http://www.ebi.ac.uk/efo/EFO_0001941	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS472	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
		Biomaterial Treatment	http://purl.obolibrary.org/obo/NCIT_C43442	The process by which a biomaterial is created (from source biomaterials).  Treatments have an order and an action. (caMAGE)
		Treatment Epoch	http://purl.obolibrary.org/obo/NCIT_C101526	A period in a clinical study during which subjects receive therapeutic treatment.
		Administration	http://purl.obolibrary.org/obo/NCIT_C25409	The act of the dispensing, applying, or tendering of something to another, such as administration of a medicine.
		Treatment Study	http://purl.obolibrary.org/obo/NCIT_C49656	A type of study protocol designed to evaluate intervention(s) for disease treatment.
		Treat	http://purl.obolibrary.org/obo/NCIT_C70742	Subject to a process with the aim of readying for some purpose, improving, or remedying a condition.
MTBLS473	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
MTBLS473	Meal	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Meal	http://purl.obolibrary.org/obo/NCIT_C80248	Any of the occasions for eating food that occur by custom or habit at more or less fixed times.
		meal	http://opendata.inra.fr/ATOL/ATOL_0000774	
MTBLS473	Person	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		Person	http://purl.obolibrary.org/obo/NCIT_C25190	A human being.
		person	http://xmlns.com/foaf/0.1/Person	The most general classification of a person
		Person	http://www.w3.org/ns/prov#Person	
		person	http://semanticscience.org/resource/SIO_000498	A person is an object that has certain capacities or attributes constituting personhood.
		Person Info	http://purl.obolibrary.org/obo/NCIT_C41171	Person's first and last name and the connection to the party.
		Person Observer	http://purl.obolibrary.org/obo/NCIT_C69245	The name of the individual witnessing an event.
MTBLS478	Gene	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	
		Gene	http://purl.obolibrary.org/obo/NCIT_C16612	A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.
		Structural gene	http://purl.obolibrary.org/obo/FMA_74402	Biological macromolecule which is a segment of a DNA molecule and which consists of sets of nucleotide pairs organized into regions of coding, noncoding and regulatory sequences.
		gene	http://purl.obolibrary.org/obo/SO_0000704	A region (or regions) that includes all of the sequence elements necessary to encode a functional transcript. A gene may include regulatory regions, transcribed regions and/or other functional sequence regions.
		gene	http://purl.obolibrary.org/obo/OGI_0000004	a genetic interval that correspond to one or more DNA sequences that carry the coding information required to produce a specific protein, and that protein in turn carries out a particular function within te cell.
		gene	http://semanticscience.org/resource/SIO_010035	A gene is part of a nucleic acid that contains all the necessary elements to encode a functional transcript.
		gene	http://purl.obolibrary.org/obo/OGG_0000000002	A gene is a material entity that represents the entire DNA sequence required for synthesis of a functional protein or RNA molecule. 
		gene	http://www.bioassayontology.org/bao#BAO_0000582	A genomic sequence, which is the unit of heredity of a living organism. It consists of regulatory regions and transcribed regions.
		gene	http://purl.obolibrary.org/obo/VariO_0272	Interactor of genetic interaction.
		gene	http://www.geneontology.org/formats/oboInOwl#gene	
		gene	http://purl.obolibrary.org/obo/MI_0250	
MTBLS481	inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774	
		Inoculation	http://purl.obolibrary.org/obo/NCIT_C68774	To implant microbes or infective materials, introduce immune serum, vaccines of various kinds, and other antigenic materials for preventive, curative, or experimental purposes.
MTBLS482	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
		Biomaterial Treatment	http://purl.obolibrary.org/obo/NCIT_C43442	The process by which a biomaterial is created (from source biomaterials).  Treatments have an order and an action. (caMAGE)
		Treatment Epoch	http://purl.obolibrary.org/obo/NCIT_C101526	A period in a clinical study during which subjects receive therapeutic treatment.
		Administration	http://purl.obolibrary.org/obo/NCIT_C25409	The act of the dispensing, applying, or tendering of something to another, such as administration of a medicine.
		Treatment Study	http://purl.obolibrary.org/obo/NCIT_C49656	A type of study protocol designed to evaluate intervention(s) for disease treatment.
		Treat	http://purl.obolibrary.org/obo/NCIT_C70742	Subject to a process with the aim of readying for some purpose, improving, or remedying a condition.
MTBLS483	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS492	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS493	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	
		Cell Line	http://purl.obolibrary.org/obo/NCIT_C16403	A permanently established cell culture that will proliferate indefinitely given appropriate fresh medium and space.
		cell line	http://purl.obolibrary.org/obo/CLO_0000031	A cultured cell population that represents a genetically stable and homogenous population of cultured cells that shares a common propagation history (i.e. has been successively passaged together in culture).
		cell line	http://semanticscience.org/resource/SIO_010054	A cell line is a collection of genetically identifical cells.
		Cell Line	http://purl.obolibrary.org/obo/OMIT_0003789	
		cell line	http://www.ebi.ac.uk/efo/EFO_0000322	A cell line is a population of cells cultured in vitro that are descended through one or more generations (and possible sub-cultures) from a single primary culture which was originally derived from part of an organism.
		Epigenome	http://ensembl.org/glossary/ENSGLOSSARY_0000356	A cell type, such as a primary tissue or lab cell line, for which we have epigenome evidence and can predict regulatory features.
		cultured cell	http://purl.obolibrary.org/obo/CL_0000010	A cell line is a population of cells cultured in vitro that are descended through one or more generations (and possible sub-cultures) from a single primary culture which was originally derived from part of an organism.
MTBLS493	Pooled	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Pooled Blood Products	http://purl.obolibrary.org/obo/NCIT_C133279	Individual components, e.g. cryoprecipitated antihemophilic factor (AHF), whole blood-derived platelet concentrates, that are combined using an aseptic technique.
		Pool	http://purl.obolibrary.org/obo/NCIT_C68779	Combine together into a single unit, group, or sample.
		Pooled Sample	http://purl.obolibrary.org/obo/NCIT_C45910	A mix of specimens from multiple individuals representing multiple sex groups.
MTBLS495	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Aging	http://purl.obolibrary.org/obo/NCIT_C16269	The process of change in the structure and function of an organism that occurs with the passage of time.
		aging	http://purl.obolibrary.org/obo/GO_0007568	A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700).
		Aging	http://purl.obolibrary.org/obo/OMIT_0001803	
		ageing	http://purl.obolibrary.org/obo/CHMO_0001464	Any time-dependent change of the properties of a precipitate e.g. loss of water or growth of crystals as a result of prolonged heat treatment.
MTBLS495	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS497	Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		Media	http://purl.obolibrary.org/obo/NCIT_C19442	Any mechanism of mass communication.
		media	http://purl.obolibrary.org/obo/TGMA_0000214	The usual fourth longitudinal vein of the wing; primitively with two branches, media anterior and media posterior, but only the latter occurs in the Holometabola in which it is conventionally called the media.
		media	http://semanticscience.org/resource/SIO_001194	media are audo/visual/audiovisual modes of communicating information for mass consumption.
		Media	http://purl.obolibrary.org/obo/GAZ_22225361	A populated place.
		media	http://www.ebi.ac.uk/efo/EFO_0000579	The physical state or matrix used to provide nutrients to the organism (e.g., liquid, agar, soil).
MTBLS497	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS517	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
MTBLS518	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Timepoint	http://purl.obolibrary.org/obo/NCIT_C68568	A specific point in the time continuum, including those established relative to an event.
MTBLS519	Sample type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS519	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Repeat	http://purl.obolibrary.org/obo/NCIT_C47886	Make or do or perform again.
MTBLS520	species	Species	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Species	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
		organism	http://purl.obolibrary.org/obo/OBI_0100026	A material entity that is an individual living system, such as animal, plant, bacteria or virus, that is capable of replicating or reproducing, growth and maintenance in the right environment. An organism may be unicellular or made up, like humans, of many billions of cells divided into specialized tissues and organs. E.g Drosophila melanogaster
		species	http://purl.obolibrary.org/obo/TAXRANK_0000006	
		Species	http://purl.obolibrary.org/obo/SIBO_0000477	
		species	http://purl.obolibrary.org/obo/NCBITaxon_species	
		SEND Test System Common Name	http://purl.obolibrary.org/obo/NCIT_C96433	The common name for an animal used as the test system on a nonclinical study.
		CDISC SEND Laboratory Animal Species Terminology	http://purl.obolibrary.org/obo/NCIT_C77808	A terminology set that includes concepts relevant to CDISC SEND laboratory animal species.
MTBLS520	Species code	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364	
		Species Code	http://purl.obolibrary.org/obo/NCIT_C93672	A coded value specifying one of the basic units of biological classification and taxonomic rank that specifies a group of organisms that share similar characteristics and can interbreed with one another to produce fertile offspring.
MTBLS520	Soil humidity	humidity of soil	http://purl.obolibrary.org/obo/ENVO_09200015	
		humidity of soil	http://purl.obolibrary.org/obo/ENVO_09200015	The humidity of some soil.
		SOIHUM	http://www.cropontology.org/rdf/CO_333:1000061	
MTBLS520	Fresh weight	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	
		Fresh weight	http://www.cropontology.org/rdf/CO_360:0000000	Fresh Weight
MTBLS523	Pla2g1b	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		PLA2G1B	http://identifiers.org/ncbigene/5319	The protein-coding gene PLA2G1B (phospholipase A2, group IB (pancreas)) located on the chromosome 12 mapped at 12q24.31.
		Pla2g1b	http://identifiers.org/ncbigene/18778	The protein-coding gene Pla2g1b (phospholipase A2, group IB, pancreas) located on the chromosome 5 mapped at 5|5 F1-G1.1.
		Pla2g1b	http://identifiers.org/ncbigene/29526	The protein-coding gene Pla2g1b (phospholipase A2, group IB, pancreas) located on the chromosome 12 mapped at 12q16.
		PLA2G1B	http://purl.obolibrary.org/obo/OGG_3000005319	
		PLA2G1B	http://purl.obolibrary.org/obo/OMIT_0034280	
		PLA2G1B Gene	http://purl.obolibrary.org/obo/NCIT_C104971	This gene plays a role in phospholipid metabolism.
		phospholipase A2	http://purl.obolibrary.org/obo/PR_000012798	A protein that is a translation product of the human PLA2G1B gene or a 1:1 ortholog thereof.
		Phospholipase A2	http://purl.obolibrary.org/obo/NCIT_C104973	Phospholipase A2 (148 aa, ~16 kDa) is encoded by the human PLA2G1B gene. This protein plays a role in fatty acid metabolism.
MTBLS524	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Biospecimen Type	http://purl.obolibrary.org/obo/NCIT_C70713	The type of a material sample taken from a biological entity for testing, diagnostic, propagation, treatment or research purposes. This includes particular types of cellular molecules, cells, tissues, organs, body fluids, embryos, and body excretory substances.
MTBLS525	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
