studyID	type	iri
MTBLS306	O-acylcarnitine	http://purl.obolibrary.org/obo/CHEBI_17387
MTBLS307	drug	http://purl.obolibrary.org/obo/CHEBI_23888
MTBLS307	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS307	metabolic process	http://purl.obolibrary.org/obo/GO_0008152
MTBLS307	spectral similarity	
MTBLS307	biomolecular annotation design	http://www.ebi.ac.uk/efo/EFO_0004665
MTBLS307	untargeted metabolites	
MTBLS307	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537
MTBLS309	targeted metabolites	
MTBLS309	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS309	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS309	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS309	hydrogencarbonate	http://purl.obolibrary.org/obo/CHEBI_17544
MTBLS309	guard cell	http://purl.obolibrary.org/obo/CL_0000292
MTBLS309	mesophyll cell	http://www.ebi.ac.uk/efo/EFO_0002439
MTBLS311	targeted metabolites	
MTBLS311	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS311	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS311	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS311	hydrogencarbonate	http://purl.obolibrary.org/obo/CHEBI_17544
MTBLS312	targeted metabolites	
MTBLS312	untargeted metabolites	
MTBLS312	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS312	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS312	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS312	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS312	guard cell	http://purl.obolibrary.org/obo/CL_0000292
MTBLS312	carbon dioxide	http://purl.obolibrary.org/obo/CHEBI_16526
MTBLS312	reactive oxygen species	http://purl.obolibrary.org/obo/CHEBI_26523
MTBLS312	jasmonate signalling	
MTBLS312	stomatal movement	http://purl.obolibrary.org/obo/GO_0010118
MTBLS313	Spatial metabolomics	
MTBLS313	Metabolite-Signal Match (MSM) score	
MTBLS313	False Discovery Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64214
MTBLS313	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054
MTBLS313	untargeted metabolites	
MTBLS315	fever	http://purl.obolibrary.org/obo/HP_0001945
MTBLS315	sepsis	http://www.ebi.ac.uk/efo/EFO_0001420
MTBLS315	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS315	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220
MTBLS315	malaria	http://www.ebi.ac.uk/efo/EFO_0001068
MTBLS315	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS315	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS315	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS315	non-malarial febrile illness	
MTBLS315	untargeted metabolites	
MTBLS316	untargeted metabolites	
MTBLS316	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS316	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS316	CDP-choline	http://purl.obolibrary.org/obo/CHEBI_16436
MTBLS316	ergothioneine	http://purl.obolibrary.org/obo/CHEBI_4828
MTBLS316	longevity	http://www.ebi.ac.uk/efo/EFO_0004300
MTBLS316	trehalose	http://purl.obolibrary.org/obo/CHEBI_27082
MTBLS317	Simulation experiment	
MTBLS317	Spatial metabolomics	
MTBLS317	Metabolite-Signal Match (MSM) score	
MTBLS317	False Discovery Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64214
MTBLS317	matrix-assisted laser desorption-ionisation imaging mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000054
MTBLS317	targeted metabolites	
MTBLS319	Bacteria	http://purl.bioontology.org/ontology/NCBITAXON/629395
MTBLS319	toluene	http://purl.obolibrary.org/obo/CHEBI_17578
MTBLS319	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS319	untargeted metabolites	
MTBLS320	Bacteria	http://purl.bioontology.org/ontology/NCBITAXON/2
MTBLS320	propranolol	http://purl.obolibrary.org/obo/CHEBI_8499
MTBLS320	ornithine	http://purl.obolibrary.org/obo/CHEBI_18257
MTBLS320	efflux pump complex	http://purl.obolibrary.org/obo/GO_1990281
MTBLS320	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS320	untargeted metabolites	
MTBLS321	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS321	untargeted metabolites	
MTBLS321	eRah	
MTBLS322	untargeted metabolites	
MTBLS322	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS322	rotator cuff tear	http://www.ebi.ac.uk/efo/EFO_1001250
MTBLS322	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS322	fat cell	http://purl.obolibrary.org/obo/CL_0000136
MTBLS322	Gene Expression	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16608
MTBLS322	Tenotomy	http://purl.bioontology.org/ontology/MESH/D058971
MTBLS322	Anabolic steroids	http://purl.bioontology.org/ontology/CPT/1022248
MTBLS322	Androgen Receptor	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17063
MTBLS323	Direct Infusion Mass Spectrometry	
MTBLS323	untargeted metabolites	
MTBLS326	untargeted metabolites	
MTBLS326	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS326	Inositol 1,4,5 trisphosphate receptor	
MTBLS326	breast cancer	http://purl.obolibrary.org/obo/DOID_1612
MTBLS327	Lipogenesis	http://purl.bioontology.org/ontology/MESH/D050155
MTBLS327	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400
MTBLS327	Direct Infusion Mass Spectrometry	
MTBLS327	Dyslipidaemia	http://purl.bioontology.org/ontology/MEDDRA/10058108
MTBLS327	targeted metabolites	
MTBLS328	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS328	Co-Culture	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93168
MTBLS328	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS328	untargeted metabolites	
MTBLS330	untargeted metabolites	
MTBLS330	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS330	WEIZMASS	
MTBLS330	MatchWeiz	
MTBLS331	Food Contamination	http://purl.bioontology.org/ontology/MESH/D005506
MTBLS331	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS331	targeted metabolites	
MTBLS331	Saffron	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C71823
MTBLS331	Intentionally Adulterated Product	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C121837
MTBLS332	plant-microbe interactions	
MTBLS332	untargeted metabolites	
MTBLS332	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS332	microbiome	http://www.ebi.ac.uk/efo/EFO_0004982
MTBLS332	Burkholderia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C86222
MTBLS332	Pseudomonas	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C76375
MTBLS333	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS333	untargeted metabolites	
MTBLS333	procyanidin	http://purl.bioontology.org/ontology/MESH/C017674
MTBLS334	Nutrition	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28294
MTBLS334	Obestatin	http://purl.obolibrary.org/obo/CHEBI_80316
MTBLS334	obesity	http://www.ebi.ac.uk/efo/EFO_0001073
MTBLS334	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400
MTBLS334	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS334	untargeted metabolites	
MTBLS335	Secondary Metabolism	http://purl.bioontology.org/ontology/MESH/D064210
MTBLS335	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS335	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS335	untargeted metabolites	
MTBLS336	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS336	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS336	heat tolerance	http://purl.obolibrary.org/obo/TO_0000259
MTBLS336	Global Warming	http://purl.bioontology.org/ontology/MESH/D057232
MTBLS336	untargeted metabolites	
MTBLS337	Poly (ADP-Ribose) Polymerase Inhibitor	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62554
MTBLS337	breast carcinoma	http://www.ebi.ac.uk/efo/EFO_0000305
MTBLS337	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS337	cancer	http://www.ebi.ac.uk/efo/EFO_0000311
MTBLS337	Radiation Therapy	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15313
MTBLS337	cell line	http://www.ebi.ac.uk/efo/EFO_0000322
MTBLS337	untargeted metabolites	
MTBLS338	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513
MTBLS338	hydroponic plant culture media	http://purl.obolibrary.org/obo/EO_0007067
MTBLS338	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS338	untargeted metabolites	
MTBLS340	atrophic gastritis	http://www.ebi.ac.uk/efo/EFO_1000826
MTBLS340	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS340	Correlative Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16100
MTBLS340	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS340	untargeted metabolites	
MTBLS341	genotype	http://purl.obolibrary.org/http///www.ebi.ac.uk/efo/EFO_0000513
MTBLS341	hydroponic plant culture media	http://purl.obolibrary.org/obo/EO_0007067
MTBLS341	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS341	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS341	untargeted metabolites	
MTBLS342	Species	http://bioonto.de/ro2.owl#Species
MTBLS342	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS342	untargeted metabolites	
MTBLS343	Lettuce	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C72028
MTBLS343	Storage	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C60824
MTBLS343	Lipids	http://edamontology.org/topic_0153
MTBLS343	monoacylglycerol phosphate	http://purl.obolibrary.org/obo/CHEBI_16961
MTBLS343	phenols	http://purl.obolibrary.org/obo/CHEBI_33853
MTBLS343	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS343	sesquiterpene lactone	http://purl.obolibrary.org/obo/CHEBI_37667
MTBLS343	untargeted metabolites	
MTBLS345	Systems Biology	http://purl.bioontology.org/ontology/MESH/D049490
MTBLS345	microbiome	http://www.ebi.ac.uk/efo/EFO_0004982
MTBLS345	Collaborative Cross	
MTBLS345	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS345	untargeted metabolites	
MTBLS346	Genetic Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16621
MTBLS346	untargeted metabolites	
MTBLS346	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS346	iPLS	
MTBLS349	untargeted metabolites	
MTBLS349	post-mortem interval	
MTBLS349	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS350	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS350	untargeted metabolites	
MTBLS350	antioxidant	http://purl.obolibrary.org/obo/CHEBI_22586
MTBLS352	ultra high performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0000795
MTBLS352	diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0000400
MTBLS352	lipid	http://purl.obolibrary.org/obo/CHEBI_18059
MTBLS352	untargeted metabolites	
MTBLS354	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS354	glycolipid	http://purl.obolibrary.org/obo/CHEBI_33563
MTBLS354	phospholipid	http://purl.obolibrary.org/obo/CHEBI_16247
MTBLS354	pneumonia	http://www.ebi.ac.uk/efo/EFO_0003106
MTBLS354	sphingolipid	http://purl.obolibrary.org/obo/CHEBI_26739
MTBLS354	ultra high performance liquid chromatography	http://purl.obolibrary.org/obo/CHMO_0000795
MTBLS354	untargeted metabolites	
MTBLS355	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748
MTBLS355	stimulus or stress design	http://www.ebi.ac.uk/efo/EFO_0001762
MTBLS355	gas chromatography-mass spectrometry	
MTBLS355	targeted metabolites	
MTBLS355	untargeted metabolites	
MTBLS356	antiphospholipid syndrome	http://www.ebi.ac.uk/efo/EFO_0002689
MTBLS356	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS356	untargeted metabolites	
MTBLS356	Autoimmunity	http://purl.bioontology.org/ontology/MESH/D015551
MTBLS358	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS358	Tobacco Smoke	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C829
MTBLS358	Cigarette Smoking	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18270
MTBLS358	Prospective Cohort Study	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53308
MTBLS358	Chronic Obstructive Pulmonary Disease	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3199
MTBLS358	Shotgun lipidomics	
MTBLS358	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS358	untargeted metabolites	
MTBLS358	targeted metabolites	
MTBLS358	Direct Infusion Mass Spectrometry	
MTBLS359	antibacterial agent	http://purl.obolibrary.org/obo/CHEBI_33282
MTBLS359	Plant extract	http://purl.bioontology.org/ontology/SNOMEDCT/289941004
MTBLS359	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS359	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS359	untargeted metabolites	
MTBLS360	untargeted metabolites	
MTBLS360	human african trypanosomiasis	http://www.ebi.ac.uk/efo/EFO_0005225
MTBLS360	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS360	Sphingolipid metabolism	http://purl.obolibrary.org/obo/HINO_0014572
MTBLS360	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS361	renal interstitial fibrosis	http://purl.obolibrary.org/obo/MP_0003215
MTBLS361	metabolomic profiling	http://www.ebi.ac.uk/efo/EFO_0000752
MTBLS361	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS361	targeted metabolites	
MTBLS361	unilateral ureteral obstruction	
MTBLS362	targeted metabolites	
MTBLS362	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS363	untargeted metabolites	
MTBLS363	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS363	crassulacean acid metabolism	
MTBLS364	xenobiotic	http://purl.obolibrary.org/obo/CHEBI_35703
MTBLS364	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS364	untargeted metabolites	
MTBLS364	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS366	sea water	http://purl.obolibrary.org/obo/ENVO_00002149
MTBLS366	Fourier transform ion cyclotron resonance mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000502
MTBLS366	Direct Infusion Mass Spectrometry	
MTBLS366	untargeted metabolites	
MTBLS367	targeted metabolites	
MTBLS367	Tracer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2480
MTBLS367	13C-labelled glucose	
MTBLS367	Hypothermic machine perfusion	
MTBLS367	Transplantation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15342
MTBLS367	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS367	two-dimensional nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000598
MTBLS368	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS368	VITAMIN B3	http://purl.bioontology.org/ontology/NDFRT/N0000146087
MTBLS368	nicotinic acid	http://purl.obolibrary.org/obo/CHEBI_15940
MTBLS368	nicotinamide-beta-riboside	http://purl.bioontology.org/ontology/MESH/C018613
MTBLS368	nicotinic acid dinucleotide	http://purl.obolibrary.org/obo/CHEBI_37584
MTBLS368	targeted metabolites	
MTBLS370	Metabolomics	http://purl.bioontology.org/ontology/MESH/D055432
MTBLS370	biofilm	http://purl.obolibrary.org/obo/BTO_0002690
MTBLS370	gas chromatography-mass spectrometry	
MTBLS370	targeted metabolites	
MTBLS370	untargeted metabolites	
MTBLS372	Hymenoscyphus fraxineus	http://purl.bioontology.org/ontology/NCBITAXON/746836
MTBLS372	liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000524
MTBLS372	Iridoid Glucosides	http://purl.bioontology.org/ontology/MESH/D057888
MTBLS372	untargeted metabolites	
MTBLS372	Ash dieback	
MTBLS372	Agrilus planipennis	http://purl.bioontology.org/ontology/NCBITAXON/224129
MTBLS372	Danish Test Panel	
MTBLS373	Functional genomics	http://edamontology.org/topic_0085
MTBLS373	non-targeted metabolites	
MTBLS373	enzyme discovery	
MTBLS373	flow injection analysis	http://purl.obolibrary.org/obo/MS_1000058
MTBLS374	xenobiotic	http://purl.obolibrary.org/obo/CHEBI_35703
MTBLS374	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS374	untargeted metabolites	
MTBLS374	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS375	Arabidopsis thaliana	http://purl.obolibrary.org/obo/NCBITaxon_3702
MTBLS375	reverse transcription polymerase chain reaction	http://purl.obolibrary.org/obo/MMO_0000461
MTBLS375	jasmonic acid	http://purl.obolibrary.org/obo/CHEBI_18292
MTBLS375	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS375	untargeted metabolites	
MTBLS376	microbiome	http://www.ebi.ac.uk/efo/EFO_0004982
MTBLS376	capillary electrophoresis-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000702
MTBLS376	untargeted metabolites	
MTBLS378	Spatial metabolomics	
MTBLS378	Metabolite-Signal Match score	
MTBLS378	False Discovery Rate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C64214
MTBLS378	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS378	untargeted metabolites	
MTBLS379	mite infestation	http://www.owl-ontologies.com/NPOntology.owl#DOID_7894
MTBLS379	Varroa destructor	http://purl.bioontology.org/ontology/NCBITAXON/109461
MTBLS379	ultra-performance liquid chromatography-mass spectrometry	
MTBLS379	untargeted metabolites	
MTBLS379	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS380	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS380	targeted metabolomics	
MTBLS380	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013
MTBLS380	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354
MTBLS381	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS381	reference compound	http://purl.obolibrary.org/obo/BAO_0002092
MTBLS381	untargeted metabolites	
MTBLS382	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS382	untargeted metabolomics	
MTBLS382	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013
MTBLS382	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354
MTBLS383	Fungi	http://purl.obolibrary.org/obo/NCBITaxon_4751
MTBLS383	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS383	speciation	http://purl.obolibrary.org/obo/CDAO_0000121
MTBLS383	untargeted metabolites	
MTBLS383	Rapid Evaporative Ionisation Mass Spectrometry	
MTBLS383	Microbiology Procedures	http://purl.bioontology.org/ontology/CPT/1012134
MTBLS384	beta-agonist	
MTBLS384	growth promoter	
MTBLS384	Livestock	http://purl.bioontology.org/ontology/MESH/D058751
MTBLS384	untargeted metabolites	
MTBLS384	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS384	biomarker	http://purl.obolibrary.org/obo/CHEBI_59163
MTBLS384	Omics	http://edamontology.org/topic_3391
MTBLS384	ractopamine	http://purl.obolibrary.org/obo/CHEBI_82644
MTBLS385	lymph node	http://purl.obolibrary.org/obo/BTO_0000784
MTBLS385	neoplasm	http://www.ebi.ac.uk/efo/EFO_0000616
MTBLS385	Metastasis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19151
MTBLS385	desorption electrospray ionisation mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000484
MTBLS385	untargeted metabolites	
MTBLS386	untargeted metabolites	
MTBLS386	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS387	cancer	http://www.ebi.ac.uk/efo/EFO_0000311
MTBLS387	untargeted metabolites	
MTBLS387	nuclear magnetic resonance spectrometer	http://purl.obolibrary.org/obo/CHMO_0001807
MTBLS387	13C nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000595
MTBLS387	targeted metabolites	
MTBLS387	isotopic tracer	http://purl.obolibrary.org/obo/CHEBI_35206
MTBLS387	Metastasis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19151
MTBLS387	SNAI1 Gene	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C91260
MTBLS389	Plant metabolomics	
MTBLS389	secondary metabolites	
MTBLS389	genotype design	http://www.ebi.ac.uk/efo/EFO_0001748
MTBLS389	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS389	targeted metabolites	
MTBLS390	gas chromatography-flame ionisation detection	http://purl.obolibrary.org/obo/CHMO_0001736
MTBLS390	targeted metabolomics	
MTBLS390	adipose tissue	http://purl.obolibrary.org/obo/UBERON_0001013
MTBLS390	circadian rhythm	http://www.ebi.ac.uk/efo/EFO_0004354
MTBLS391	untargeted metabolites	
MTBLS391	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS391	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS391	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147
MTBLS391	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS391	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS392	Wine	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C66822
MTBLS392	fermentation	http://purl.obolibrary.org/obo/CHMO_0001624
MTBLS392	two-dimensional gas chromatography mass spectrometry	
MTBLS392	untargeted metabolites	
MTBLS392	Volatile compound	http://purl.bioontology.org/ontology/RCD/X80TL
MTBLS392	fungal population	
MTBLS393	enhanced green fluorescent protein	http://purl.bioontology.org/ontology/MESH/C485184
MTBLS393	untargeted metabolites	
MTBLS393	Inducer conditions	
MTBLS393	gas chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000497
MTBLS393	Riboswitch	http://purl.bioontology.org/ontology/MESH/D058928
MTBLS394	untargeted metabolites	
MTBLS394	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS394	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS394	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147
MTBLS394	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS394	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS395	Acute Coronary Syndrome	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53652
MTBLS395	Serum global phenotyping	
MTBLS395	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS395	targeted metabolites	
MTBLS396	untargeted metabolites	
MTBLS396	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS396	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS396	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147
MTBLS396	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS396	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS397	untargeted metabolites	
MTBLS397	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS397	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS397	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147
MTBLS398	untargeted metabolites	
MTBLS398	Lipidomics	http://scai.fraunhofer.de/CSEO#lipidomics
MTBLS398	ultra-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000715
MTBLS398	Software Engineering	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17147
MTBLS398	high-performance liquid chromatography-mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000796
MTBLS398	tandem mass spectrometry	http://purl.obolibrary.org/obo/CHMO_0000575
MTBLS399	nuclear magnetic resonance spectroscopy	http://purl.obolibrary.org/obo/CHMO_0000591
MTBLS399	untargeted metabolites	
MTBLS399	cultivated environment	http://purl.obolibrary.org/obo/ENVO_01000311
MTBLS399	germplasm	http://www.ebi.ac.uk/efo/EFO_0007059
MTBLS400	untargeted metabolites	
MTBLS400	high-resolution magic angle spinning	http://purl.obolibrary.org/obo/CHMO_0000618
MTBLS400	Fatty Liver	http://purl.bioontology.org/ontology/MESH/D005234
