studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		extract	http://www.bioassayontology.org/bao#BAO_0003070	
		Extract	http://purl.obolibrary.org/obo/NCIT_C82948	A solution of essential constituents of a complex material; a substance removed from another substance.
MTBLS373	extract	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		extract	http://purl.obolibrary.org/obo/OBI_0000423	an extract is a material entity which results from an extraction process
		extract	http://www.bioassayontology.org/bao#BAO_0003070	
		Extract	http://purl.obolibrary.org/obo/NCIT_C82948	A solution of essential constituents of a complex material; a substance removed from another substance.
MTBLS373	replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS374	smoking status	Smoking Status	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C19796	
		Smoking Status	http://purl.obolibrary.org/obo/NCIT_C19796	An indication of a person's current tobacco and nicotine consumption as well as some indication of smoking history.
MTBLS374	gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS380	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS382	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS383	Species	Species	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS384	Experiment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Experiment	http://purl.obolibrary.org/obo/NCIT_C42790	A coordinated set of actions and observations designed to generate data, with the ultimate goal of discovery or hypothesis testing.
MTBLS385	Patient	Patient	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16960	
		Patient	http://purl.obolibrary.org/obo/NCIT_C16960	A person who receives medical attention, care, or treatment, or who is registered with medical professional or institution with the purpose to receive medical care when necessary.
MTBLS385	Sex	Sex	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28421	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS385	Age	Age	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25150	
		age	http://purl.obolibrary.org/obo/PATO_0000011	A time quality inhering in a bearer by virtue of how long the bearer has existed.
		Age	http://purl.obolibrary.org/obo/NCIT_C25150	How long something has existed; elapsed time since birth.
		age	http://www.ebi.ac.uk/efo/EFO_0000246	A temporal measurement of the time period elapsed since an identifiable point in the life cycle of an organism. If a developmental stage is specified, the identifiable point would be the beginning of that stage. Otherwise the identifiable point must be specified such as planting (e.g. 3 days post planting).
MTBLS389	Stress	temperature	http://www.ebi.ac.uk/efo/EFO_0001702	
		Stress	http://purl.obolibrary.org/obo/NCIT_C35041	The negative mental, emotional, and physical reactions that occur when environmental stressors are perceived as exceeding the individual's adaptive capacities.
MTBLS390	sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS392	matrix	grape fruit product	http://purl.jp/bio/11/meo/MEO_0002322	
		Matrix	http://purl.obolibrary.org/obo/NCIT_C45805	Ground substance in which things are embedded or that fills a space (e.g., extracellular matrix or nuclear matrix).
		Matrix	http://purl.obolibrary.org/obo/NCIT_C45802	A rectangular array of elements (or entries) set out by rows and columns.
MTBLS399	Plant	Plant		
		plant	http://www.bioassayontology.org/bao#BAO_0000605	They are living organisms which derive their energy from photosynthesis, with the exception of parasitic plants. Plants include herbs, shrubs, trees, grasses, vines, etc.
		Plant	http://purl.obolibrary.org/obo/NCIT_C14258	Any living organism that typically synthesizes its food from inorganic substances, possesses cellulose cell walls, responds slowly and often permanently to a stimulus, lacks specialized sense organs and nervous system, and has no powers of locomotion. (EPA Terminology Reference System)
MTBLS399	Location	geographic location		
		Location	http://purl.obolibrary.org/obo/NCIT_C25341	A position, site, or point in space where something can be found.
MTBLS400	Metabolic syndrome	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Metabolic Syndrome	http://purl.obolibrary.org/obo/NCIT_C84442	A combination of medical conditions that, when present, increase the risk of heart attack, stroke, and diabetes mellitus. It includes the following medical conditions: increased blood pressure, central obesity, abnormal cholesterol levels, and elevated fasting glucose.
		metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195	A cluster of metabolic risk factors for CARDIOVASCULAR DISEASES and TYPE 2 DIABETES MELLITUS. The major components of metabolic syndrome X include excess ABDOMINAL FAT; atherogenic DYSLIPIDEMIA; HYPERTENSION; HYPERGLYCEMIA; INSULIN RESISTANCE; a proinflammatory state; and a prothrombotic (THROMBOSIS) state. (from AHA/NHLBI/ADA Conference Proceedings, Circulation 2004; 109:551-556)
MTBLS400	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS401	batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS402	infertility	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		infertility	http://purl.obolibrary.org/obo/DOID_5223	
		Infertility	http://purl.obolibrary.org/obo/NCIT_C3836	Inability to conceive for at least one year after trying and having unprotected sex. Causes of female infertility include endometriosis, fallopian tubes obstruction, and polycystic ovary syndrome. Causes of male infertility include abnormal sperm production or function, blockage of the epididymis, blockage of the ejaculatory ducts, hypospadias, exposure to pesticides, and health related issues.
		infertility	http://www.ebi.ac.uk/efo/EFO_0000545	Inability to reproduce after a specified period of unprotected intercourse. Reproductive sterility is permanent infertility.
MTBLS404	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS404	Role	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		role	http://purl.obolibrary.org/obo/BFO_0000023	A realizable entity  the manifestation of which brings about some result or end that is not essential to a continuant  in virtue of the kind of thing that it is but that can be served or participated in by that kind of continuant  in some kinds of natural, social or institutional contexts.
		role	http://www.bioassayontology.org/bao#BAO_0002929	
		Role	http://purl.obolibrary.org/obo/NCIT_C48835	The usual or expected function of something; the part something plays in an action or event.
		role	http://purl.obolibrary.org/obo/CHEBI_50906	A role is particular behaviour which a material entity may exhibit.
		role	http://www.ifomis.org/bfo/1.1/snap#Role	A role is an entity which is borne in a material entity in some kinds of natural, social or institutional contexts, but which is not essential to the fundamental definition of that material entity (i.e. the material entity exists with or without the role).  For example, the role of a person as a surgeon, the role of an artificial heart in pumping blood, the role of a chemical compound in an experiment, the role of a drug in the treatment of a disease.
MTBLS404	Sampling	Sampling		
		Sampling	http://purl.obolibrary.org/obo/NCIT_C25662	The selection and obtaining of small representative quantities of biological material for the purpose of analysis; also, in biomedical statistics, sampling is the selection and implementation of statistical observations in order to estimate properties of an underlying population; also, in environmental science, the collection of representative specimens analyzed to characterize site conditions.
MTBLS404	Osmolality	Osmolality	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C89824	
		Osmolality	http://purl.obolibrary.org/obo/NCIT_C89824	The concentration of osmoles of solute per kilogram of solvent present in a sample.
MTBLS404	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS404	Subset	Subset		
		Subset	http://www.geneontology.org/formats/oboInOwl#Subset	
MTBLS405	Medium	HeLa medium	http://purl.org/obo/owl/IEV#IEV_0000312	
		Medium	http://purl.obolibrary.org/obo/NCIT_C48164	A substance holding another substance in solution or suspension.
		Medium	http://purl.obolibrary.org/obo/NCIT_C49507	Mid-way between small and large in number, quantity, magnitude or extent.
MTBLS408	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS409	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS410	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS411	Lactating	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Lactating	http://purl.obolibrary.org/obo/NCIT_C82463	An indication that the subject is currently producing milk.
MTBLS412	Medium	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		Medium	http://purl.obolibrary.org/obo/NCIT_C48164	A substance holding another substance in solution or suspension.
		Medium	http://purl.obolibrary.org/obo/NCIT_C49507	Mid-way between small and large in number, quantity, magnitude or extent.
MTBLS412	Abundance	Abundance	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C70589	
		Abundance	http://purl.obolibrary.org/obo/NCIT_C70589	Relative degree of plentifulness.
MTBLS414	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS414	Subject	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		Subject	http://purl.obolibrary.org/obo/NCIT_C48910	Some matter, situation, or event that is thought about, written about, or discussed.
MTBLS417	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS419	compound	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
MTBLS422	Sex	sex	http://purl.obolibrary.org/obo/PATO_0000047	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS425	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS426	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS426	Diet	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Diet	http://purl.obolibrary.org/obo/NCIT_C15222	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://www.ebi.ac.uk/efo/EFO_0002755	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
MTBLS432	inflammation	colitis score		
		Inflammation	http://purl.obolibrary.org/obo/NCIT_C3137	A localized protective response resulting from injury or destruction of tissues. Inflammation serves to destroy, dilute, or wall off both the injurious agent and the injured tissue. In the acute phase, inflammation is characterized by the signs of pain, heat, redness, swelling, and loss of function. Histologically, inflammation involves a complex series of events, including dilatation of arterioles, capillaries, and venules, with increased permeability and blood flow; exudation of fluids, including plasma proteins; and leukocyte migration into the site of inflammation.
		inflammation	http://purl.obolibrary.org/obo/MP_0001845	Aberrant reaction of the microcirculation characterized by movement of fluid and leukocytes from the blood into extravascular tissues.
MTBLS433	Region	Region	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41129	
		region	http://purl.obolibrary.org/obo/SO_0000001	A sequence_feature with an extent greater than zero. A nucleotide region is composed of bases and a polypeptide region is composed of amino acids.
		Region	http://purl.obolibrary.org/obo/NCIT_C41129	An area or portion of something with more or less definite boundaries designed or specified according to some established biological, administrative, economic, demographic, etc. criteria.
MTBLS433	Variety	Variety	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C62709	
		Variety	http://purl.obolibrary.org/obo/NCIT_C62709	In botanical nomenclature, a rank below subspecies but above forma.
MTBLS434	identifier	identifier	http://ontodm.com/OntoDT#OntoDT_184436	
		Identifier	http://purl.obolibrary.org/obo/NCIT_C25364	One or more characters used to identify, name, or characterize the nature, properties, or contents of a thing.
MTBLS434	batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS435	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS435	label	Tracer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2480	
		label	http://www.w3.org/2000/01/rdf-schema#label	
		label	http://purl.obolibrary.org/obo/CHEBI_35209	
		Label	http://purl.obolibrary.org/obo/NCIT_C45561	A brief description given for purposes of identification; an identifying or descriptive marker that is attached to an object.
		label	http://purl.obolibrary.org/obo/IAO_0000009	A label is a symbol that is part of some other datum and is used to either partially define the denotation of that datum or to provide a means for identifying the datum as a member of the set of data with the same label.
MTBLS437	Protein overexpression	Protein Overexpression	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18211	
		Protein Overexpression	http://purl.obolibrary.org/obo/NCIT_C18211	Synthesis of excess polypeptide within the cell. Overexpression is often due to the amplification or deregulation of the gene which encodes the gene product.
MTBLS444	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
		tissue	http://purl.obolibrary.org/obo/UBERON_0000479	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
MTBLS445	Location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		Location	http://purl.obolibrary.org/obo/NCIT_C25341	A position, site, or point in space where something can be found.
MTBLS447	Mutant	mutant gene	http://www.bootstrep.eu/ontology/GRO#MutantGene	
		Mutant	http://purl.obolibrary.org/obo/NCIT_C25360	An altered form of an individual, organism, population, or genetic character that differs from the corresponding wild type due to one or more alterations (mutations).
MTBLS447	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS449	control	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Control	http://purl.obolibrary.org/obo/NCIT_C61299	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
		control	http://www.ebi.ac.uk/efo/EFO_0001461	The act of directing or determining; regulation or maintenance of a function or action; a relation of constraint of one entity (thing or person or group) by another.
MTBLS449	Birth Weight	Birth Weight	http://purl.bioontology.org/ontology/MESH/D001724	
		Birth Weight	http://purl.obolibrary.org/obo/NCIT_C76325	The first weight of a newborn obtained after birth.
		birth weight	http://www.ebi.ac.uk/efo/EFO_0004344	The mass or quantity of heaviness of an individual at BIRTH. It is expressed by units of pounds or kilograms.
MTBLS449	Antiretroviral Therapy	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Antiretroviral Therapy	http://purl.obolibrary.org/obo/NCIT_C94631	Treatment of retroviral infections with medications that target the virus directly, limiting the ability of infected cells to produce new virus particles.
MTBLS449	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS449	ethnic group	ethnic group	http://www.ebi.ac.uk/efo/EFO_0003156	
		Ethnic Group	http://purl.obolibrary.org/obo/NCIT_C16564	A social group characterized by a distinctive social and cultural tradition that is maintained from generation to generation. Members share a common history and origin and a sense of identification with the group. They have similar and distinctive features in their lifestyle habits and shared experiences. They often have a common genetic heritage which may be reflected in their experience of health and disease.
		ethnic group	http://www.ebi.ac.uk/efo/EFO_0001799	An ethnic group is a population whose members have a common heritage that is real or presumed such as common culture, language, religion, behaviour or biological trait.
MTBLS449	compound	compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
MTBLS452	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS452	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS456	Vaccination	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		vaccination	http://purl.obolibrary.org/obo/VO_0000002	a process of administering substance in vivo that involves in adding a vaccine into a host (e.g., human) in vivo with the intent to invoke a protective or therapeutic adaptive immune response.
		Vaccination	http://purl.obolibrary.org/obo/NCIT_C15346	Administration of vaccines to stimulate the host's immune response. This includes any preparation intended for active immunological prophylaxis or treatment.
		vaccination	http://www.ebi.ac.uk/efo/EFO_0004292	Vaccination is: a process' that involves in adding vaccine into a host (e.g., human, mouse) in vivo with the intend to invoke a protective immune response.
MTBLS456	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS457	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		site	http://purl.obolibrary.org/obo/BFO_0000029	
		Site	http://purl.obolibrary.org/obo/NCIT_C37901	A position in relation to its surroundings.
		site	http://www.ifomis.org/bfo/1.1/snap#Site	A site is an entity which consists of a characteristic spatial shape in relation to some arrangement of other material entities.
MTBLS457	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Sex	http://purl.obolibrary.org/obo/NCIT_C28421	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
		sex	http://purl.obolibrary.org/obo/PATO_0000047	The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female.
MTBLS459	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS459	Experiment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Experiment	http://purl.obolibrary.org/obo/NCIT_C42790	A coordinated set of actions and observations designed to generate data, with the ultimate goal of discovery or hypothesis testing.
MTBLS460	Inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774	
		Inoculation	http://purl.obolibrary.org/obo/NCIT_C68774	To implant microbes or infective materials, introduce immune serum, vaccines of various kinds, and other antigenic materials for preventive, curative, or experimental purposes.
MTBLS461	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS461	Filtration	Filter	http://sweet.jpl.nasa.gov/2.3/reprDataServiceAnalysis.owl#Filter	
		filtration	http://purl.obolibrary.org/obo/OBI_0302885	filtration is a process which separates components suspended in a fluid based on granularity properties relying on a filter device
		Filtration	http://purl.obolibrary.org/obo/NCIT_C16583	The process of passing a liquid or gas through a filter.
MTBLS464	Batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS464	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS472	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS473	Meal	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		Meal	http://purl.obolibrary.org/obo/NCIT_C80248	Any of the occasions for eating food that occur by custom or habit at more or less fixed times.
MTBLS473	Person	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		Person	http://purl.obolibrary.org/obo/NCIT_C25190	A human being.
MTBLS478	Gene	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	
		gene	http://www.bioassayontology.org/bao#BAO_0000582	A genomic sequence, which is the unit of heredity of a living organism. It consists of regulatory regions and transcribed regions.
		Gene	http://purl.obolibrary.org/obo/NCIT_C16612	A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.
		gene	http://purl.obolibrary.org/obo/SO_0000704	A region (or regions) that includes all of the sequence elements necessary to encode a functional transcript. A gene may include regulatory regions, transcribed regions and/or other functional sequence regions.
MTBLS481	inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774	
		Inoculation	http://purl.obolibrary.org/obo/NCIT_C68774	To implant microbes or infective materials, introduce immune serum, vaccines of various kinds, and other antigenic materials for preventive, curative, or experimental purposes.
MTBLS482	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS483	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS492	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS493	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	
		cell line	http://purl.obolibrary.org/obo/CLO_0000031	A cultured cell population that represents a genetically stable and homogenous population of cultured cells that shares a common propagation history (i.e. has been successively passaged together in culture). 
		Cell Line	http://purl.obolibrary.org/obo/NCIT_C16403	A permanently established cell culture that will proliferate indefinitely given appropriate fresh medium and space.
MTBLS495	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		Aging	http://purl.obolibrary.org/obo/NCIT_C16269	The process of change in the structure and function of an organism that occurs with the passage of time.
		aging	http://purl.obolibrary.org/obo/GO_0007568	The gradual irreversible changes in structure and function of an organism that occur as a result of the passage of time.
MTBLS495	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	A role played by a a biological sample in the context of an experiment where the intent is that biological or technical variation is measured.
MTBLS497	Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		Media	http://purl.obolibrary.org/obo/NCIT_C19442	Any mechanism of mass communication.
		media	http://www.ebi.ac.uk/efo/EFO_0000579	The physical state or matrix used to provide nutrients to the organism (e.g., liquid, agar, soil).
MTBLS497	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
MTBLS519	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
