studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number	Definition
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS461	Filtration	Filter	http://sweet.jpl.nasa.gov/2.3/reprDataServiceAnalysis.owl#Filter	
		filtration	http://purl.obolibrary.org/obo/OBI_0302885	filtration is a process which separates components suspended in a fluid based on granularity properties relying on a filter device
		filtration	http://purl.obolibrary.org/obo/CHMO_0001640	The process of segregation of phases; the separation of suspended solids from a liquid or gas, usually by forcing a carrier gas or liquid through a porous medium.
		Filtration	http://purl.obolibrary.org/obo/OMIT_0006585	
		Filtration	http://purl.obolibrary.org/obo/NCIT_C16583	The process of passing a liquid or gas through a filter.
MTBLS463	Carbon source	Carbon source	http://purl.jp/bio/10/gmo/GMO_000063	
		carbon source	http://purl.obolibrary.org/obo/MCO_0000864	
MTBLS464	Batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053	
		Batch	http://purl.obolibrary.org/obo/NCIT_C67073	A quantity of people or things treated or regarded as a group, especially when subdivided from a larger group.
MTBLS464	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS472	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS473	Meal	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		meal	http://opendata.inra.fr/ATOL/ATOL_0000774	
		Meal	http://purl.obolibrary.org/obo/NCIT_C80248	Any of the occasions for eating food that occur by custom or habit at more or less fixed times.
MTBLS473	Person	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189	
		person	http://xmlns.com/foaf/0.1/Person	The most general classification of a person
		Person	http://www.w3.org/ns/prov#Person	
		person	http://semanticscience.org/resource/SIO_000498	A person is an object that has certain capacities or attributes constituting personhood.
		Person	http://purl.obolibrary.org/obo/NCIT_C25190	A human being.
MTBLS478	Gene	genotype	http://www.ebi.ac.uk/efo/EFO_0000513	
		gene	http://purl.obolibrary.org/obo/SO_0000704	A region (or regions) that includes all of the sequence elements necessary to encode a functional transcript. A gene may include regulatory regions, transcribed regions and/or other functional sequence regions.
		gene	http://purl.obolibrary.org/obo/OGI_0000004	a genetic interval that correspond to one or more DNA sequences that carry the coding information required to produce a specific protein, and that protein in turn carries out a particular function within te cell.
		gene	http://semanticscience.org/resource/SIO_010035	A gene is part of a nucleic acid that contains all the necessary elements to encode a functional transcript.
		gene	http://purl.obolibrary.org/obo/OGG_0000000002	A gene is a material entity that represents the entire DNA sequence required for synthesis of a functional protein or RNA molecule. 
		gene	http://www.bioassayontology.org/bao#BAO_0000582	A genomic sequence, which is the unit of heredity of a living organism. It consists of regulatory regions and transcribed regions.
		gene	http://purl.obolibrary.org/obo/VariO_0272	Interactor of genetic interaction.
		gene	http://www.geneontology.org/formats/oboInOwl#gene	
		Gene	http://purl.obolibrary.org/obo/NCIT_C16612	A functional unit of heredity which occupies a specific position on a particular chromosome and serves as the template for a product that contributes to a phenotype or a biological function.
		gene	http://purl.obolibrary.org/obo/MI_0250	
		Gene	http://ensembl.org/glossary/ENSGLOSSARY_0000002	Genomic locus where transcription occurs. A gene may have one or more transcripts, which may or may not encode proteins.
MTBLS481	inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774	
		Inoculation	http://purl.obolibrary.org/obo/NCIT_C68774	To implant microbes or infective materials, introduce immune serum, vaccines of various kinds, and other antigenic materials for preventive, curative, or experimental purposes.
MTBLS482	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		treatment	http://purl.obolibrary.org/obo/NCRO_0000123	
		treatment	http://purl.obolibrary.org/obo/OGMS_0000090	A processual entity whose completion is hypothesized (by a healthcare provider) to alleviate the signs and symptoms associated with a disorder
		treatment	http://purl.obolibrary.org/obo/AGRO_00000322	A process during which some material is applied to a subject
		treatment	http://purl.obolibrary.org/obo/MCO_0000866	A process in which the act is intended to modify or alter some other material entity,
		treatment	http://www.ebi.ac.uk/efo/EFO_0000727	A process in which the act is intended to modify or alter some other material entity,
MTBLS483	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS492	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS493	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322	
		cell line	http://purl.obolibrary.org/obo/CLO_0000031	A cultured cell population that represents a genetically stable and homogenous population of cultured cells that shares a common propagation history (i.e. has been successively passaged together in culture).
		cell line	http://semanticscience.org/resource/SIO_010054	A cell line is a collection of genetically identifical cells.
		Cell Line	http://purl.obolibrary.org/obo/OMIT_0003789	
		cell line	http://www.ebi.ac.uk/efo/EFO_0000322	A cell line is a population of cells cultured in vitro that are descended through one or more generations (and possible sub-cultures) from a single primary culture which was originally derived from part of an organism.
		Cell Line	http://purl.obolibrary.org/obo/NCIT_C16403	A permanently established cell culture that will proliferate indefinitely given appropriate fresh medium and space.
MTBLS495	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		aging	http://purl.obolibrary.org/obo/GO_0007568	A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700).
		Aging	http://purl.obolibrary.org/obo/OMIT_0001803	
		Aging	http://purl.obolibrary.org/obo/NCIT_C16269	The process of change in the structure and function of an organism that occurs with the passage of time.
MTBLS495	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS497	Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504	
		media	http://purl.obolibrary.org/obo/TGMA_0000214	The usual fourth longitudinal vein of the wing; primitively with two branches, media anterior and media posterior, but only the latter occurs in the Holometabola in which it is conventionally called the media.
		media	http://semanticscience.org/resource/SIO_001194	media are audo/visual/audiovisual modes of communicating information for mass consumption.
		Media	http://purl.obolibrary.org/obo/GAZ_22225361	A populated place.
		Media	http://purl.obolibrary.org/obo/NCIT_C19442	Any mechanism of mass communication.
		media	http://www.ebi.ac.uk/efo/EFO_0000579	The physical state or matrix used to provide nutrients to the organism (e.g., liquid, agar, soil).
MTBLS497	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS519	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS520	species	Species	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Species	
		species	http://purl.obolibrary.org/obo/TAXRANK_0000006	
		Species	http://purl.obolibrary.org/obo/SIBO_0000477	
		species	http://purl.obolibrary.org/obo/NCBITaxon_species	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS520	Species code	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364	
		Species Code	http://purl.obolibrary.org/obo/NCIT_C93672	A coded value specifying one of the basic units of biological classification and taxonomic rank that specifies a group of organisms that share similar characteristics and can interbreed with one another to produce fertile offspring.
MTBLS520	Fresh weight	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442	
		Fresh weight	http://www.cropontology.org/rdf/CO_360:0000000	Fresh Weight
MTBLS523	Pla2g1b	treatment	http://www.ebi.ac.uk/efo/EFO_0000727	
		PLA2G1B	http://identifiers.org/ncbigene/5319	The protein-coding gene PLA2G1B (phospholipase A2, group IB (pancreas)) located on the chromosome 12 mapped at 12q24.31.
		Pla2g1b	http://identifiers.org/ncbigene/18778	The protein-coding gene Pla2g1b (phospholipase A2, group IB, pancreas) located on the chromosome 5 mapped at 5|5 F1-G1.1.
		Pla2g1b	http://identifiers.org/ncbigene/29526	The protein-coding gene Pla2g1b (phospholipase A2, group IB, pancreas) located on the chromosome 12 mapped at 12q16.
		PLA2G1B	http://purl.obolibrary.org/obo/OGG_3000005319	
		PLA2G1B	http://purl.obolibrary.org/obo/OMIT_0034280	
MTBLS525	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS525	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS526	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		sampling time	http://www.ebi.ac.uk/efo/EFO_0000689	
MTBLS529	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973	
		genotype	http://purl.obolibrary.org/obo/OGI_0000082	collective of allele which comes from different homologus  chromosomes respecitvely.
		genotype	http://semanticscience.org/resource/SIO_001079	A genotype is a functional specification of a biological entity in terms of its genetic composition (or lack thereof).
		genotype	http://purl.obolibrary.org/obo/SO_0001027	
		Genotype	http://purl.obolibrary.org/obo/OMIT_0007033	
		genotype	http://www.ebi.ac.uk/efo/EFO_0000513	The total sum of the genetic information of an organism that is known and relevant to the experiment being performed, including chromosomal, plasmid, viral or other genetic material which has been introduced into the organism either prior to or during the experiment.
		Genotype	http://purl.obolibrary.org/obo/NCIT_C16631	The genetic constitution of an organism or cell, as distinct from its expressed features or phenotype.
		genotype	http://purl.obolibrary.org/obo/GENO_0000536	A specification of the genetic state of an organism, whether complete (defined over the whole genome) or incomplete (defined over a subset of the genome). Genotypes typically describe this genetic state as a diff between some variant component and a canonical reference.
		genotype	http://purl.obolibrary.org/obo/MCO_0000383	
		Genotype	http://ensembl.org/glossary/ENSGLOSSARY_0000117	The specific alleles that are present in an individual's genome. In diploid organisms two alleles make up the genotype (except for the sex chromosomes).
MTBLS529	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS529	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136	
		type	http://purl.obolibrary.org/obo/aeo#type	
		type	http://www.w3.org/1999/02/22-rdf-syntax-ns#type	
		type	http://purl.org/dc/elements/1.1/type	
		Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284	Something distinguishable as an identifiable class based on common qualities.
		Type	http://purl.obolibrary.org/obo/NCIT_C25284	Something distinguishable as an identifiable class based on common qualities.
		TYPE	http://www.cropontology.org/rdf/CO_333:1000059	
MTBLS531	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS532	Compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366	
		Compound	http://purl.obolibrary.org/obo/CDAO_0000055	
		Compound	http://purl.obolibrary.org/obo/NCIT_C43366	A substance formed by chemical union of two or more elements or ingredients in definite proportion by weight.
MTBLS535	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026	
		species	http://purl.obolibrary.org/obo/TAXRANK_0000006	
		Species	http://purl.obolibrary.org/obo/SIBO_0000477	
		species	http://purl.obolibrary.org/obo/NCBITaxon_species	
		Species	http://purl.obolibrary.org/obo/NCIT_C45293	A group of organisms that differ from all other groups of organisms and that are capable of breeding and producing fertile offspring.
MTBLS538	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS543	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		diagnosis	http://semanticscience.org/resource/SIO_001331	A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.
		Diagnosis	http://purl.obolibrary.org/obo/OMIT_0005209	
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
MTBLS545	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
MTBLS546	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
MTBLS547	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
MTBLS548	Diet	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757	
		diet	http://purl.obolibrary.org/obo/zeco.owl/ZECO_0000112	Experimental condition where the food of the zebrafish is manipulated in some way.
		Diet	http://purl.obolibrary.org/obo/OMIT_0005302	
		Diet	http://purl.obolibrary.org/obo/NCIT_C15222	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://www.ebi.ac.uk/efo/EFO_0002755	The customary allowance of food and drink taken by a person or an animal from day to day, particularly one especially planned to meet specific requirements of the individual, including or excluding certain items of food; a prescribed course of eating and drinking in which the amount and kind of food, as well as the times at which it is to be taken, are regulated for therapeutic purposes or selected with reference to a particular state of health.
		diet	http://purl.obolibrary.org/obo/XCO_0000013	The food and drink consumed by an organism day to day.
MTBLS548	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		intervention	http://purl.obolibrary.org/obo/ERO_0000347	A planned process used to influence one or more factors in a research study, and the independent variable in an interventional study wherein the influence is measured or evaluated.
MTBLS552	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359	
		group	http://purl.obolibrary.org/obo/CHEBI_24433	A defined linked collection of atoms or a single atom within a molecular entity.
		group	http://purl.obolibrary.org/obo/sep_00077	A group is a defnined collection of objects, e.g. a flock of sheep, a herd of goats, or the local Boy Scout troop.
		Group	http://purl.obolibrary.org/obo/GAZ_00378987	A river.
		Group	http://purl.obolibrary.org/obo/NCIT_C43359	Any number of entities (members) considered as a unit.
MTBLS555	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS560	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS562	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		aging	http://purl.obolibrary.org/obo/GO_0007568	A developmental process that is a deterioration and loss of function over time. Aging includes loss of functions such as resistance to disease, homeostasis, and fertility, as well as wear and tear. Aging includes cellular senescence, but is more inclusive. May precede death and may succeed developmental maturation (GO:0021700).
		Aging	http://purl.obolibrary.org/obo/OMIT_0001803	
		Aging	http://purl.obolibrary.org/obo/NCIT_C16269	The process of change in the structure and function of an organism that occurs with the passage of time.
MTBLS562	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091	
		replicate	http://www.ebi.ac.uk/efo/EFO_0000683	
		Replicate	http://purl.obolibrary.org/obo/NCIT_C28038	
MTBLS564	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220	
		diagnosis	http://purl.obolibrary.org/obo/OGMS_0000073	The representation of a conclusion of a diagnostic process.
		diagnosis	http://semanticscience.org/resource/SIO_001331	A diagnosis is the result of a medical investigation to identify a disorder from its signs and symptoms.
		Diagnosis	http://purl.obolibrary.org/obo/OMIT_0005209	
		Diagnosis	http://purl.obolibrary.org/obo/NCIT_C15220	The investigation, analysis and recognition of the presence and nature of disease, condition, or injury from expressed signs and symptoms; also, the scientific determination of any kind; the concise results of such an investigation.
MTBLS566	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	
		tissue	http://purl.obolibrary.org/obo/UBERON_0000479	Anatomical structure, that consists of similar cells and intercellular matrix, aggregated according to genetically determined spatial relationships.
		tissue	http://purl.obolibrary.org/obo/ExO_0000045	
		tissue	http://purl.obolibrary.org/obo/MA_0003002	
		tissue	http://purl.obolibrary.org/obo/FBcv_0003046	A biosample derived from a multicellular structure comprising similar cells with some specific function, typically isolated by dissection.
		tissue	http://semanticscience.org/resource/SIO_010002	A tissue is a mereologically maximal collection of cells that together perform some function.
		tissue	http://purl.obolibrary.org/obo/XAO_0003040	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organization is at least partly a repetition of their short-range organization.
		Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
		tissue	http://purl.obolibrary.org/obo/CARO_0000043	Multicellular anatomical structure that consists of many cells of one or a few types, arranged in an extracellular matrix such that their long-range organisation is at least partly a repetition of their short-range organisation.
		Tissue	http://purl.obolibrary.org/obo/WBbt_0005729	Association of cells with a common embryological origin or pathway and similar structure and function. Usually, cells of a tissue are contiguous at cell membranes and may be of one or more types. Tissues aggregate to form organs.
		Tissue	http://purl.obolibrary.org/obo/NCIT_C12801	An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function.
MTBLS567	Light	photon flux density		
		Light	http://purl.obolibrary.org/obo/OMIT_0009112	
		Light	http://purl.obolibrary.org/obo/NCIT_C64650	Of comparatively little physical weight or density.
		light	http://www.ebi.ac.uk/efo/EFO_0000568	The photoperiod and type (e.g., natural, restricted wavelength) of light exposure.
MTBLS570	Inflammation	inflammation	http://purl.obolibrary.org/obo/MP_0001845	
		inflammation	http://purl.obolibrary.org/obo/SYMP_0000061	TO DO
		Inflammation	http://purl.obolibrary.org/obo/OMIT_0008376	
		Inflammation	http://purl.obolibrary.org/obo/NCIT_C3137	A localized protective response resulting from injury or destruction of tissues. Inflammation serves to destroy, dilute, or wall off both the injurious agent and the injured tissue. In the acute phase, inflammation is characterized by the signs of pain, heat, redness, swelling, and loss of function. Histologically, inflammation involves a complex series of events, including dilatation of arterioles, capillaries, and venules, with increased permeability and blood flow; exudation of fluids, including plasma proteins; and leukocyte migration into the site of inflammation.
		inflammation	http://purl.obolibrary.org/obo/MPATH_212	A tissue reaction to an internal or external injury.
		inflammation	http://purl.obolibrary.org/obo/MP_0001845	Aberrant reaction of the microcirculation characterized by movement of fluid and leukocytes from the blood into extravascular tissues.
MTBLS570	Dataset	block	http://www.ebi.ac.uk/efo/EFO_0005067	
		dataset	http://semanticscience.org/resource/SIO_000089	A dataset is a data item that is a collection of data items.
		Dataset	http://purl.obolibrary.org/obo/OMIT_0028565	
		dataset	http://purl.obolibrary.org/obo/MI_0875	
MTBLS571	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724	
		time	http://purl.obolibrary.org/obo/PATO_0000165	A quality in which events occur in sequence.
		time	http://purl.obolibrary.org/obo/ExO_0000070	
		Time	http://www.cropontology.org/rdf/Time	
		time	http://purl.org/obo/owl/PATO#PATO_0000165	A quality in which events occur in sequence.
		Time	http://purl.obolibrary.org/obo/OMIT_0014839	
		time	http://www.ebi.ac.uk/efo/EFO_0000721	
		Time	http://purl.obolibrary.org/obo/WBbt_0005765	concerns with temporal aspects of cells and anatomical parts, e.g. development
		Time	http://purl.obolibrary.org/obo/NCIT_C25207	The continuum of experience in which events pass from the future through the present to the past.
		time	http://biomodels.net/SBO/SBO_0000345	"Fundmental quantity of the measuring system used to sequence events, to compare the durations of events and the intervals between them, and to quantify the motions or the transformation of entities. The SI base unit for time is the SI second. The second is the duration of
9,192,631,770 periods of the radiation corresponding to the transition
between the two hyperfine levels of the ground state of the caesium 133
atom."
MTBLS572	Carbon source	Carbon source	http://purl.jp/bio/10/gmo/GMO_000063	
		carbon source	http://purl.obolibrary.org/obo/MCO_0000864	
MTBLS574	site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448	
		site	http://www.ifomis.org/bfo/1.1/snap#Site	
		site	http://purl.obolibrary.org/obo/BFO_0000029	
		site	http://purl.obolibrary.org/obo/IDOMAL_0000427	Comment: An instance of Site [snap:Site] is a mixture of independent continuant [snap:IndependentContinuant] entities which act as surrounding environments for other independent continuant [snap:IndependentContinuant] entities, most importantly for instances of object [snap:Object]. A site [snap:Site] is typically made of object [snap:Object] or fiat object part [snap:FiatObjectPart] entities and a surrounding medium in which is found an object [snap:Object] occupying the site [snap:Site]. Independent continuant [snap:IndependentContinuant] entities may be associated with others (which, then, are site [snap:Site] entities) through a relation of
		site	http://semanticscience.org/resource/SIO_000019	A site is a spatial region bounded (in part or in whole) by material entities and may be occupied by material entities.
		Site	http://purl.obolibrary.org/obo/NCIT_C37901	A position in relation to its surroundings.
MTBLS579	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357	
		Gender	http://scdontology.h3abionet.org/ontology/SCDO_0001341	The respondent's self-conception of being male or female.
		Gender	http://purl.obolibrary.org/obo/GAZ_00325165	A river.
		Gender	http://purl.obolibrary.org/obo/NCIT_C17357	The assemblage of properties that distinguish people on the basis of the societal roles expected for the two sexes.
MTBLS579	Fever	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		fever	http://purl.obolibrary.org/obo/SYMP_0000613	Fever is a frequent medical sign that describes an increase in internal body temperature to levels above normal.
		fever	http://purl.org/obo/owl/GO#GO_0001660	A rise in body temperature above the normal, often as a response to infection.
		fever	http://purl.obolibrary.org/obo/FLU_0000906	A rise of body temperature above the normal whether a natural response (as to infection) or artificially induced for therapeutic reasons.
		Fever	http://purl.obolibrary.org/obo/HP_0001945	
		Fever	http://purl.obolibrary.org/obo/OMIT_0006545	
		Fever	http://purl.obolibrary.org/obo/NCIT_C3038	Elevation of body temperature above normal due to inflammatory or immune responses.
MTBLS579	Pancreatitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254	
		Pancreatitis	http://purl.obolibrary.org/obo/OMIT_0011198	
		pancreatitis	http://purl.obolibrary.org/obo/DOID_4989	
		pancreatitis	http://purl.obolibrary.org/obo/MONDO_0004982	
		Pancreatitis	http://purl.obolibrary.org/obo/NCIT_C3306	Inflammation of the pancreas.
		Pancreatitis	http://purl.obolibrary.org/obo/HP_0001733	The presence of inflammation in the pancreas.
		pancreatitis	http://www.ebi.ac.uk/efo/EFO_0000278	Inflammation of the pancreas.
MTBLS579	Neutrophils	volume percentage	http://purl.obolibrary.org/obo/UO_0000165	
		Neutrophils	http://purl.obolibrary.org/obo/OMIT_0010527	
MTBLS579	Lymphocytes	volume percentage	http://purl.obolibrary.org/obo/UO_0000165	
		Lymphocytes	http://purl.obolibrary.org/obo/OMIT_0009294	
MTBLS579	Monocytes	volume percentage	http://purl.obolibrary.org/obo/UO_0000165	
		Monocytes	http://purl.obolibrary.org/obo/OMIT_0010047	
MTBLS579	Alanine transaminase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
		Alanine Transaminase	http://purl.obolibrary.org/obo/OMIT_0001836	
MTBLS579	Alkaline phosphatase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185	
		Alkaline Phosphatase	http://purl.obolibrary.org/obo/OMIT_0001890	
		alkaline phosphatase	http://purl.obolibrary.org/obo/PR_000023540	
		Alkaline Phosphatase	http://purl.obolibrary.org/obo/NCIT_C16276	An enzyme that catalyses the cleavage of inorganic phosphate non-specifically from a wide variety of phosphate esters and having a high (greater than 8) pH optimum.
		alkaline phosphatase	http://purl.obolibrary.org/obo/FBbi_00000132	
