studyID	Study Factor Name	Study Factor Type	Study Factor Type Term Accession Number
MTBLS433	Fusty	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS433	Musty	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS433	Rancid	Score	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25338
MTBLS433	Oil quality	quality	http://www.ifomis.org/bfo/1.1/snap#Quality
MTBLS434	identifier	identifier	http://ontodm.com/OntoDT#OntoDT_184436
MTBLS434	genotype_commonName	gene	http://purl.obolibrary.org/obo/SO_0000704
MTBLS434	genotype_systematicName	open reading frame	http://purl.bioontology.org/ontology/CSP/1257-3600
MTBLS434	batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS434	analysis_time	time	http://www.ebi.ac.uk/efo/EFO_0000721
MTBLS434	sample_type	sample	http://purl.obolibrary.org/obo/MS_1000457
MTBLS435	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS435	label	Tracer	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C2480
MTBLS435	sample type	Type	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25284
MTBLS436	Anabolic treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS437	Protein overexpression	Protein Overexpression	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18211
MTBLS437	Gene suppression	gene silencing	http://purl.obolibrary.org/obo/GO_0016458
MTBLS437	Selection marker gene	Genetic Marker	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16622
MTBLS437	Cultivation technique	Cultivation technique	
MTBLS437	Postharvest handling	Postharvest handling	
MTBLS441	Time after Inoculation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS444	Tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS444	Human state	physiological state	http://purl.obolibrary.org/obo/PATO_0001912
MTBLS445	Location	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS445	Month of collection	Month	http://informatics.mayo.edu/TEO.owl#TEO_0000050
MTBLS445	Year of collection	Year	http://informatics.mayo.edu/TEO.owl#TEO_0000051
MTBLS447	Mutant	mutant gene	http://www.bootstrep.eu/ontology/GRO#MutantGene
MTBLS447	Plant Tissue	portion of plant tissue	http://purl.obolibrary.org/obo/PO_0009007
MTBLS447	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS449	control	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS449	Birth Weight	Birth Weight	http://purl.bioontology.org/ontology/MESH/D001724
MTBLS449	Fetal exposure during pregnancy	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS449	Antiretroviral Therapy	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS449	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS449	Gestation Period	gestation period length	http://purl.obolibrary.org/obo/CMO_0000467
MTBLS449	Maternal Age	age	http://www.ebi.ac.uk/efo/EFO_0000246
MTBLS449	Parturition	Parturition	http://purl.bioontology.org/ontology/MESH/D007751
MTBLS449	ethnic group	ethnic group	http://www.ebi.ac.uk/efo/EFO_0003156
MTBLS449	Maternal Viral load	Viral Load	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C51952
MTBLS449	CD4-Positive T-Lymphocytes	CD4 Lymphocyte Count	http://purl.bioontology.org/ontology/MESH/D018791
MTBLS449	time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS449	compound	compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366
MTBLS450	Mediator Arabidopsis complex	core mediator complex	http://purl.obolibrary.org/obo/GO_0070847
MTBLS451	Fermetation process	protocol	http://purl.obolibrary.org/obo/OBI_0000272
MTBLS452	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS452	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS453	toxic load	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS453	experiment duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS454	In Vitro / In Vivo	Bioassay	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16341
MTBLS455	Protein challenge	Amyloid Protein	http://ontology.neuinfo.org/NIF/BiomaterialEntities/NIF-Molecule.owl#sao7278684532
MTBLS456	Vaccination	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS456	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS456	Replicate	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS457	Bd exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS457	Bd exposure date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS457	Sample mass	mass	http://purl.obolibrary.org/obo/PATO_0000125
MTBLS457	Post mortem dissection	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS457	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS457	Site-specific Bd exposure	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS457	Sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS457	Clinical state at time of death	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS457	Bd exposed	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS457	Sham exposed	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS457	4 day post-exposure sampling	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS457	8 day post-exposure sampling	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS457	14 day post-exposure sampling	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS457	Sampling group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS457	Death	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS457	Survival duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS459	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS459	Experiment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS460	Inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774
MTBLS460	Time post-inoculation	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS461	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS461	Filtration	Filter	http://sweet.jpl.nasa.gov/2.3/reprDataServiceAnalysis.owl#Filter
MTBLS461	Whole seawater	volume percent	http://purl.obolibrary.org/obo/UO_0000165
MTBLS463	Carbon source	Carbon source	http://purl.jp/bio/10/gmo/GMO_000063
MTBLS464	Batch	sample batch	http://purl.obolibrary.org/obo/MS_1000053
MTBLS464	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS465	Sample type	blood component	http://www.ebi.ac.uk/efo/EFO_0001941
MTBLS470	Sample type	blood component	http://www.ebi.ac.uk/efo/EFO_0001941
MTBLS472	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS473	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS473	Meal	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS473	Person	Study Subject	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41189
MTBLS478	Gene	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS479	concentration of willow bark extract	dose	http://www.ebi.ac.uk/efo/EFO_0000428
MTBLS479	treatment with human fecal suspension	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS479	incubation time	sampling time	http://www.ebi.ac.uk/efo/EFO_0000689
MTBLS481	inoculation	Inoculation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C68774
MTBLS481	alkali stress	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS482	Treatment concentration	concentration	http://purl.obolibrary.org/obo/CHMO_0002820
MTBLS482	Treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS483	Treatment time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS483	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS484	Pitcher plant	Species	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45293
MTBLS487	tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS492	wetting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS492	successional stage	Ecological succession	http://localhost/plosthes.2017-1#11517
MTBLS492	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS493	Cell line	cell line	http://www.ebi.ac.uk/efo/EFO_0000322
MTBLS493	Run order	Run order	
MTBLS493	Pooled	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS495	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS495	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS496	methanol extract	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS497	Media	Growth Medium	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C85504
MTBLS497	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS516	Reperfusion time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS517	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911
MTBLS517	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS517	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073
MTBLS517	Artemether treatment	Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49236
MTBLS518	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911
MTBLS518	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS518	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073
MTBLS518	Artemether treatment	Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49236
MTBLS519	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS519	Sample type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS519	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS520	species	Species	http://www.owl-ontologies.com/BiodiversityOntologyFull.owl#Species
MTBLS520	Species code	Identifier	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25364
MTBLS520	Exposition		
MTBLS520	Soil humidity	humidity of soil	http://purl.obolibrary.org/obo/ENVO_09200015
MTBLS520	Light conditions	light	http://www.ebi.ac.uk/efo/EFO_0000568
MTBLS520	Fresh weight	plant fresh weight	http://purl.obolibrary.org/obo/TO_0000442
MTBLS520	Sample batch number	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS520	LCMS date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS520	Sample date	Date	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25164
MTBLS520	Collection Season	Season	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94729
MTBLS520	Plant development stage	whole plant development stage	http://purl.obolibrary.org/obo/PO_0007033
MTBLS522	herbal supplements	Dietary Supplements	http://purl.bioontology.org/ontology/MESH/D019587
MTBLS523	Pla2g1b	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS524	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS525	Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS525	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS526	Coronatine treatment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS526	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS527	UVB exposure	UV Radiation Exposure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C44462
MTBLS529	Genotype	germline genotype	http://www.ebi.ac.uk/efo/EFO_0004973
MTBLS529	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS529	Country of origin	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS529	Population ID	population	http://purl.obolibrary.org/obo/OBI_0000181
MTBLS529	Type	cultivar	http://www.ebi.ac.uk/efo/EFO_0005136
MTBLS529	MFFGC accession no.	Accession Number	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C25402
MTBLS530	brain region	Anatomic Site	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C13717
MTBLS531	Hormone treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS531	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS532	Compound	Compound	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43366
MTBLS532	Sample dry weight	Dry Weight	http://scai.fraunhofer.de/CSEO#CSEO_00001024
MTBLS532	Run order	Run order	
MTBLS535	Species	organism	http://purl.obolibrary.org/obo/OBI_0100026
MTBLS538	Stress duration	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS538	Symbiotic partner	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS538	Temperature treatment 	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS538	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS538	Stable isotope	Isotope	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47933
MTBLS539	Time post exposure	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS540	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS541	Oxygen Level	Hypoxia	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C3890
MTBLS541	Cell or Tumour	neoplasm	http://www.ebi.ac.uk/efo/EFO_0000616
MTBLS542	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911
MTBLS542	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS542	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073
MTBLS542	Mean Pearsons Correlation	Pearson Correlation Test	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C53244
MTBLS542	Artemether treatment	Therapeutic Procedure	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C49236
MTBLS543	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220
MTBLS545	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS546	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS547	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS548	Diet	high fat diet	http://www.ebi.ac.uk/efo/EFO_0002757
MTBLS548	Intervention	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS549	fasting time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS552	Group	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS553	Replicates	replicate	http://www.ebi.ac.uk/efo/EFO_0000683
MTBLS555	Plant genotype	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS555	Bacterial strain	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
MTBLS555	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS558	MS format	mzML format	http://purl.obolibrary.org/obo/MS_1000584
MTBLS559	Aza treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS559	Hxa treatment 	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS560	Apparent metabolisable energy	Digestion	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C16503
MTBLS560	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS560	Coefficient of digestive utilisation of starch	feed starch apparent digestibility	http://purl.org/obo/owlATOL_0001236
MTBLS560	Coefficient of digestive utilisation of lipids	feed lipid apparent digestibility	http://purl.org/obo/owlATOL_0001249
MTBLS560	Coefficient of digestive utilisation of nitrogen	feed nitrogen apparent digestibility	http://purl.org/obo/owlATOL_0001245
MTBLS562	aging	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS562	replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS564	Diagnosis	Diagnosis	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C15220
MTBLS566	tissue	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS567	Light	photon flux density	
MTBLS570	Inflammation	inflammation	http://purl.obolibrary.org/obo/MP_0001845
MTBLS570	Dataset	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS571	time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS572	Carbon source	Carbon source	http://purl.jp/bio/10/gmo/GMO_000063
MTBLS574	site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS574	phenotype ID	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
MTBLS575	Infestation	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS576	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS579	Carriage status	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS579	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS579	Analytical run order	Run order	
MTBLS579	Fever	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Right upper quadrant pain	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Right upper quadrand tenderness	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Fever 5 days on entry	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Previous history of typhoid	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Antibiotics 15 days	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Jaundice at admission	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Previous jaundice	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Previous acute cholecystitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Previous hospital due to cholecystitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Pancreatitis	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Diabetes	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Gallbladder tissue thickness	Thickness	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41145
MTBLS579	Gall stones	Number of gallstones	
MTBLS579	Treatment with inj. Cefazoline	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS579	Total cell count	total white blood cell count	http://purl.obolibrary.org/obo/CMO_0000365
MTBLS579	Neutrophils	volume percentage	http://purl.obolibrary.org/obo/UO_0000165
MTBLS579	Lymphocytes	volume percentage	http://purl.obolibrary.org/obo/UO_0000165
MTBLS579	Monocytes	volume percentage	http://purl.obolibrary.org/obo/UO_0000165
MTBLS579	Eosiniphils	volume percentage	http://purl.obolibrary.org/obo/UO_0000165
MTBLS579	Total bilirubin	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS579	Conjugated bilirubin	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS579	Aspartate transaminase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS579	Alanine transaminase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS579	Alkaline phosphatase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS579	Amylase	Concentration	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C41185
MTBLS581	Extract Type	Extract	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C82948
MTBLS581	Technical Replicates	technical replicate	http://www.ebi.ac.uk/efo/EFO_0002090
MTBLS591	COPD GOLD Stage	FEV1 Stage	
MTBLS597	replicates	Replicate	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C28038
MTBLS598	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS598	Frailty Index Score	Frailty Index score	http://purl.bioontology.org/ontology/SNOMEDCT/713636003
MTBLS602	sex	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS602	treatment	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS602	time of treatment	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS616	Sampling time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS618	Time post infection	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS620	Disease status	disease	http://www.ebi.ac.uk/efo/EFO_0000408
MTBLS620	Antibody status	antibody	http://www.bioassayontology.org/bao#BAO_0000502
MTBLS620	Time point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS622	Virus treatment	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS626	Tissue type	Tissue	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C12801
MTBLS629	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS630	Time elapsed	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS630	Presence of polymyxin	Boolean	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C45254
MTBLS631	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS633	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS634	Experimental group	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS640	Stereotactic Injection 	Stereotactic Injection	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93194
MTBLS641	Total mass injected	mass	http://purl.obolibrary.org/obo/PATO_0000125
MTBLS643	Experiment	Population Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17005
MTBLS643	Sampling Day	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS648	Drug	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
MTBLS650	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS650	Sample type	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS654	Kimchi	Group	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C43359
MTBLS656	Collection Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS658	Cell Number	Cell Count	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C48938
MTBLS658	NS	number of scans	http://nmrML.org/nmrCV#NMR:1400087
MTBLS658	Incubation Time	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS658	Neutrophil Activation	Neutrophil Activation	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C26281
MTBLS661	Genotype	Gene Knockout	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C18143
MTBLS661	Batch	block	http://www.ebi.ac.uk/efo/EFO_0005067
MTBLS664	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911
MTBLS664	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073
MTBLS664	Diagnosis	Diagnosis	http://purl.bioontology.org/ontology/SNOMEDCT/439401001
MTBLS664	Freeze-Thaw		
MTBLS664	Well Position	Position	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C104788
MTBLS665	Run order	Run	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C47911
MTBLS665	Time Point	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS665	Batch run order	Batch	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C67073
MTBLS665	Previous Malaria Infection	acquired immunity to malaria	http://purl.obolibrary.org/obo/IDOMAL_0000543
MTBLS669	Tumor microenvironment	Tumor Microenvironment	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C94498
MTBLS672	starvation period	timepoint	http://www.ebi.ac.uk/efo/EFO_0000724
MTBLS673	Feeding Diets	diet	http://www.ebi.ac.uk/efo/EFO_0002755
MTBLS673	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS673	Replicate	biological replicate	http://www.ebi.ac.uk/efo/EFO_0002091
MTBLS674	Stereotactic Injection	Stereotactic Injection	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C93194
MTBLS675	Gender	Gender	http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#C17357
MTBLS687	Site	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS687	Fertilized / unfertilized		
MTBLS687	Fresh weight	root fresh weight	http://purl.obolibrary.org/obo/TO_0000578
MTBLS687	Plant	Functional group	
MTBLS687	Plot	geographic location	http://purl.obolibrary.org/obo/GAZ_00000448
MTBLS687	Plot type	Land use	
