Study Submission Date	MTBLS ID	Study Type	Species	Study Publication Date	Status	Submitter Name	Place Holder	WND	Assigned to	Isatab completeness	Metabolites Added	Additional files	Paper	PMID/DOI	Data in repository	Last Updated Date	Google Drive folder Name	Validation	Author feedback	COSMOS / PhenoMeNal partner study?	Blue?	Light Purple 3?	ChEBI/MAF update required	Current Status	Additional Notes	Size (MB)	Accumalated size	Month since Jan 2012	Average size of studies:	26130	935
2018-02-15	MTBLS629	UPLC-QTOF-MS	Mus musculus	2018-11-06	Public	Aleksandra Binek		M	Mark	Done	Yes - Full		Pubmed link	30362351	Full	2018-11-06	MTBLS629-20181031	Passes	In contact		1					4,530.70	17,972,957	74			
2018-02-16	MTBLS630	HPLC-LTQ-MS	Pseudomonas aeruginosa	2018-02-28	Public	Yan Zhu		M	Mark	Done	Yes - Full		Pubmed link	29688451	Full	2018-02-28	MTBLS630 - 20180228	Passes	In contact		1					6,943.26	17,979,900	74			
2018-02-19	MTBLS631	UPLC-QTOF-MS	Mus musculus	2018-11-06	Public	Aleksandra Binek		M	Mark	Done	Yes - Full		Pubmed link	30362351	Full	2018-11-06	MTBLS631-20181031	Passes	In contact		1					17,360.02	17,997,260	74			
2018-02-19	MTBLS632	Insufficient data supplied		2018-02-26	Submitted	Yu-Heng Lai										2018-02-19										0.11	17,997,260	74			
2018-02-19	MTBLS633	CE-TOF-MS	Mus musculus	2018-11-06	Public	Aleksandra Binek		M	Mark	Done	Yes - Full		Pubmed link	30362351	Full	2018-11-06	MTBLS633-20181031	Passes	In contact		1					6,453.25	18,003,714	74			
2018-02-19	MTBLS634	GC-Q-MS	Mus musculus	2018-11-06	Public	Aleksandra Binek			Mark	Done	Yes - Full		Pubmed link	30362351	Full	2018-11-06	MTBLS634-20181031	Passes	In contact		1					36.63	18,003,750	74			
2018-02-21	MTBLS635	Insufficient data supplied		2018-03-28	Submitted	Patrick Giavalisco										2018-02-21										237.34	18,003,987	74			
2018-02-27	MTBLS636	HPLC-IT-MS	Pseudomonas putida	2018-04-01	In Curation	Gregor Ãmer		LM	Keeva				Pubmed link	29618609		2018-05-17						1				24,285.83	18,028,273	74			
2018-02-28	MTBLS637	Insufficient data supplied		2018-05-31	Submitted	Miriam Reverter										2018-02-28										1,449.01	18,029,722	74			
2018-03-01	MTBLS638	UPLC-QTOF-MS	Haliclona fulva	2018-07-31	In Curation	Miriam Reverter			Mark				DOI	10.1007/s11306-018-1401-5		2018-05-22						1				8,975.40	18,038,698	75			
2018-03-02	MTBLS639	NMR	Chlorocebus sp.	2018-03-09	In Curation	Fabio Rogerio de Moraes		L	Mark							2018-05-22						1				10.52	18,038,708	75			
2018-03-12	MTBLS640	NMR		2019-02-07	Public	Ali Yilmaz			Mark	Done	Yes - No data		DOI	10.1021/acs.jproteome.8b00224	Full	2019-02-07	MTBLS640-20190205	Passes			1				NMR assay of MTBLS674	84.07	18,038,792	75			
2018-03-12	MTBLS641	UPLC-QTOF-MS/MS	Reference compound	2018-06-26	Public	Lucia Faccioli			Mark	Done	Yes - Full		Pubmed link	30129930	Full	2018-06-26	MTBLS641 - 20180326	Passes	In contact		1					325.97	18,039,118	75			
2018-03-12	MTBLS642	GCxGC-TOF-MS	Escherichia coli	2018-03-30	In Curation	April Miguez			Keeva				Pubmed link	29774011		2018-03-26						1				165,772.08	18,204,890	75			
2018-03-12	MTBLS643	NMR	Sus scrofa	2018-09-10	Public	JÃ©rÃ©my MARCHAND			Mark	Done	Yes - No data		DOI	10.1007/s11306-018-1360-x	Full	2018-09-10	MTBLS643-20180907	Passes			1					22,543.41	18,227,434	75			
2018-03-14	MTBLS644	REI-QTOF-MS	Pseudomonas aeruginosa	2018-07-01	In Curation	Simon Cameron		M	Mark				Pubmed link	30026575		2018-11-15						1				25,999.80	18,253,434	75			
2018-03-16	MTBLS645	3D MALDI imaging MS		2018-03-22	Submitted	Katherine Zink		All bar L					Pubmed link	29629858		2018-03-16										404.04	18,253,838	75			
2018-03-17	MTBLS646	NMR	Homo sapiens	2019-03-01	Submitted	Manuja Kaluarachchi		Too much to document								2018-03-20										364.05	18,254,202	75			
2018-03-20	MTBLS647	LC-TQ-MS	Caenorhabditis elegans	2018-03-27	Dormant	Tesfahun Dessale Admasu										2018-03-20										204.95	18,254,407	75			
2018-03-20	MTBLS648	UPLC-TQ-MS	Caenorhabditis elegans	2018-06-08	Public	Tesfahun Dessale Admasu		L	Mark	Done	Yes - Full				Full	2018-06-08	MTBLS648 - 20180606	Passes	In contact		1				An update of MTBLS647?	206.65	18,254,613	75			
2018-03-21	MTBLS649	Insufficient data supplied		2018-03-28	Submitted	Se Hee Lee										2018-03-21										0.30	18,254,614	75			
2018-03-21	MTBLS650	UPLC-LTQ-MS;UPLC-LTQ-MS/MS	Mus musculus	2019-03-12	Public	SIMONA CODREANU			Mark	Done	Yes - No data		Pubmed link	29868674	Full	2019-03-12	MTBLS650-20190308		In contact		1				PDF requested on ResearchGate and by e-mail (13/11/18). Paper received by e-mail.	28,313.14	18,282,927	75			
2018-03-23	MTBLS651	UPLC-QTOF-MS/MS	Homo sapiens	2018-08-01	Submitted	Randi Gant-branum		All bar L	Mark				Pubmed link	30114907		2018-03-23										87,996.27	18,370,923	75			
2018-03-23	MTBLS652	UFLC-LTQ-MS/MS	Homo sapiens	2018-10-22	Public	Pierre Jean Beltran			Keeva	Done	Yes - Full		No		Full	2018-10-22	MTBLS652 - 20180326	Passes	In contact							2,593.06	18,373,516	75			
2018-03-27	MTBLS653	GC-Q-MS	Homo sapiens	2018-07-01	In Curation	VÃ©ronique PELLOUX		L	Keeva							2018-05-22						1				1,593.56	18,375,110	75			
2018-03-28	MTBLS654	NMR	Bacteria	2019-02-07	Public	Se Hee Lee			Mark	Done	Yes - Full		Pubmed link	29884364	Full	2019-02-07	MTBLS654 - 20180409	Passes			1					18.42	18,375,128	75			
2018-03-30	MTBLS655	UPLC-QTOF-MS	Homo sapiens	2019-03-19	Submitted	Steffen Neumann										2018-06-11										7,786.96	18,382,915	75			
2018-04-02	MTBLS656	UPLC-TQ-MS	Homo sapiens	2018-05-16	Public	Seth Rhoades			Mark	Done	Yes - Full		Pubmed link		Full	2018-05-16	MTBLS656 - 20180508	Passes	In contact		1					14,781.68	18,397,697	76			
2018-07-25	MTBLS657		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25	MTBLS657 - 20180409									0.02	18,397,697	79			
2018-04-06	MTBLS658	NMR	Homo sapiens	2018-12-06	Public	Marie Margaret Phelan		L	Mark	Done	Yes - Full				Full	2018-12-06	MTBLS658-20180720_LEG	Passes	In contact		1					24.46	18,397,721	76			
2018-07-25	MTBLS659		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25	MTBLS659 - 20180409									0.02	18,397,721	79			
2018-07-25	MTBLS660		Homo sapiens	2019-07-25	Submitted	MRC-NIHR National Phenome Centre	1									2018-07-25	MTBLS660 - 20180409									0.02	18,397,721	79			
2018-04-07	MTBLS661	UPLC-TQ-MS/MS	Mycobacterium bovis	2018-07-05	Public	CARINE SAO			Mark	Done	Yes - Full		Pubmed link	30251996	Full	2018-07-05	MTBLS661 - 20180412	Passes	In contact		1					405.93	18,398,127	76			
2018-04-10	MTBLS662	GC-Q-MS	Arabidopsis thaliana	2018-05-23	In Curation	Cantonny Valerie		L	Mark							2018-05-22						1				264.41	18,398,391	76			
2018-04-10	MTBLS663	UPLC-QTOF-MS/MS	Seminavis robusta 85B Sex	2018-05-14	Submitted	Martina KlÃ¼nemann		PML	Keeva							2018-04-10									EMBRIC study	2,049.60	18,400,441	76			
2018-04-13	MTBLS664	LC-LTQ-MS		2018-09-05	Public	Jessica Kissinger			Keeva	Done	Yes - Partial				Full	2018-09-05	MTBLS664 - 20180831	Passes	In contact						MaHPIC study - metabolites complete in attached xls file	141,864.14	18,542,305	76			
2018-04-13	MTBLS665	LC-LTQ-MS	Homo sapiens;Plasmodium vivax	2018-06-19	Public	Jessica Kissinger			Keeva	Done	Yes - Partial		DOI		Full	2018-06-19	MTBLS665 - 20180531	Passes	In contact						MaHPIC study - metabolites complete in attached xls file	56,177.94	18,598,483	76			
2018-04-15	MTBLS666	UPLC-QTOF-MS/MS	Sus scrofa	2018-06-30	In Curation	zheng Ao		L	Mark							2018-05-22						1				23,985.01	18,622,468	76			
2018-04-18	MTBLS667	NMR	Mus musculus	2018-06-20	Public	Jeremy Everett		R (KO data)	Mark	Done	Yes - No data		DOI		Full	2018-06-20	MTBLS667 - 20180419	Passes	In contact		1				Only WT raw data submitted so far. KO data to be submitted further down the line.	152.91	18,622,621	76			
2018-04-23	MTBLS668	HPLC-QTOF-MS	Homo sapiens	2018-07-01	Submitted	Anna Marco-Ramell		RPM					Pubmed link	29905079		2018-04-23										0.16	18,622,621	76			
2018-04-24	MTBLS669	NMR	Homo sapiens	2019-02-08	Public	Suehelay Acevedo			Mark	Done	Yes - Full		DOI	10.1016/j.ebiom.2018.10.046	Full	2019-02-08	MTBLS669-20190208	Passes	In contact		1					6.11	18,622,627	76			
2018-04-24	MTBLS670	HPLC-TOF-MS	Homo sapiens	2018-05-01	In Curation	Szymon Macioszek		PM	Mark				Pubmed link	29934622		2018-11-15						1				82.41	18,622,710	76			
2018-04-26	MTBLS671	LC-QTOF-MS	Da.gl.	2020-02-12	In Curation	Steffen Neumann		LD	Keeva	Done	Yes - Full					2019-02-14		Passes	In contact						Missing 2 Raw data files. DO NOT RELEASE UNTIL 30.06.2021	37,595.48	18,660,305	76			
2018-04-28	MTBLS672	GC-TOF-MS	Sulfolobus acidocaldarius	2018-10-01	In Review	Jacqueline Wolf		L	Mark	Done	Yes - Full				Full	2018-06-13	MTBLS672 - 20180611	Passes			1					605.87	18,660,911	76			
2018-05-03	MTBLS673	UPLC-QTOF-MS/MS	Ctenopharyngodon idella	2018-08-17	Public	Dapeng Li			Mark	Done	Yes - Full		DOI	10.1093/gigascience/giy111	Full	2018-08-28	MTBLS673-20180814	Passes	In contact		1					49,126.57	18,710,038	77			
2018-05-04	MTBLS674	DI-TQ-MS/MS;UPLC-TQ-MS/MS		2019-02-07	Public	Ali Yilmaz			Mark	Done	Yes - No data		DOI	10.1021/acs.jproteome.8b00224	Full	2019-02-07	MTBLS674-20190205	Passes			1				DI/UPLC-MS assay of MTBLS640	219.85	18,710,258	77			
2018-05-09	MTBLS675	NMR	Trotter horse	2019-02-12	Public	Luca Laghi			Mark	Done	Yes - No data		DOI	10.1007/s11306-018-1403-3	Full	2019-02-12	MTBLS675-20190212	Passes	In contact		1				PDF requested on ResearchGate (14/11/2018)	41.64	18,710,299	77			
2018-05-09	MTBLS676	MALDI-TOF/TOF-MS/MS		2018-08-31	Submitted	Stephanie Holst										2018-08-24										827.22	18,711,126	77			
2018-05-13	MTBLS677	Insufficient data supplied		2018-05-31	Submitted	Ana Sofia Henriques da Costa										2018-05-13										0.01	18,711,126	77			
2018-05-21	MTBLS678	NMR	cell media	2018-06-29	In Curation	Sara Samino		P	Mark				Pubmed link	30373788		2018-11-15						1			Only NMR assay for published paper	9.09	18,711,136	77			
2018-05-22	MTBLS679	UPLC-QTOF-MS	Centaurea jacea;Festuca rubra;Holcus lanatus;Knautia arvensis;Geranium pratense;Poa pratensis;Leucanthemum vulgare;Reference;Dactylis glomerata;Phleum pratense;Plantago lanceolata;Anthoxanthum odoratum;Avenula pubescens;Ranunculus acris	2019-05-17	Submitted	Steffen Neumann		PMT								2018-05-22										7.02	18,711,143	77			
2018-05-23	MTBLS680	UPLC-TQ-MS	Mus musculus	2019-05-24	Submitted	Cecilia Castro		PA					Pubmed link	29930022		2018-05-25									See also MTBLS6805	926.38	18,712,069	77			
2018-05-25	MTBLS681	HPLC-QTOF-MS	Homo sapiens	2018-09-02	Submitted	Magali Palau Rodriguez		PMR					Pubmed link	29893570		2018-05-25										0.16	18,712,069	77			
2018-05-28	MTBLS682	LC-LTQ-MS	Homo sapiens	2018-06-30	Submitted	Giovanny Rodriguez Blanco		PML	Mark							2018-05-28										17,093.71	18,729,163	77			
2018-05-29	MTBLS683	UPLC-QTOF-MS	Homo sapiens	2018-06-05	In Curation	Ke-Shiuan Lynn			Mark				Pubmed link	30517004		2019-03-13						1				8,591.71	18,737,754	77			
2018-05-29	MTBLS684	Insufficient data supplied		2018-06-30	Submitted	Kevin Calabro										2018-05-29										0.02	18,737,755	77			
2018-05-30	MTBLS685	UPLC-TQ-MS		2019-05-31	Submitted	Cecilia Castro		PA					Pubmed link	29930022		2018-07-04									See also MTBLS680	1,304.07	18,739,059	77			
2018-05-31	MTBLS686	GC-TQ-MS		2018-06-07	Submitted	weiwei li		ML								2018-05-31									Duplicate of MTBLS689 <= REMOVE	2,190.45	18,741,249	78			
2018-05-31	MTBLS687	GC-Q-MS	Alopecurus pratensis;Arrhenatherum elatius;Galium verum;Reference;Ranunculus acris;Lolium perenne;Dactylis glomerata;Achillea millefolium;Poa pratensis;Galium mollugo;Plantago lanceolata	2019-02-08	In Review	Steffen Neumann			Keeva	Done	Yes - Full		Pubmed link	30281675	Full	2019-02-08	MTBLS687 - 20181016	Passes	In contact						DO NOT RELEASE UNTIL 30.06.2021	5.26	18,741,254	78			
2018-05-31	MTBLS688	UPLC-IT-TOF-MS	Viola tricolor;Mentha x piperita;Origanum vulgare;Potentilla erecta;Convallaria keiskei;Ginkgo biloba;Fragaria vesca;Asarum europaeum;Inula helenium;Valeriana officinalis;Angelica archangelica;Eleutherococcus senticosus;Hedysarum neglectum;Bupleurum aureum;Equisetum arvense;Pimpinella anisum;Acorus calamus;Eleutherococcus sessiliflorus;Daucus carota;Anethum graveolens;Aerva lanata;Melilotus officinalis;Arctium lappa;Echinacea purpurea;Astragalus propinquus;Sambucus nigra;Viburnum opulus;Tanacetum vulgare;Althaea officinalis;Rhodiola rosea;Aegopodium podagraria;Aralia elata;Rosa majalis;Heracleum sibiricum;Thymus serpyllum;Tilia cordata;Betula pendula;Hypericum perforatum;Tussilago farfara;Taraxacum officinale;Urtica dioica;Silybum marianum;Populus balsamifera;Panax ginseng;Foeniculum vulgare;Salvia officinalis;Glycyrrhiza glabra;Cichorium intybus;Polemonium caeruleum;Humulus lupulus;Calendula officinalis;Helianthus tuberosus;Aronia melanocarpa;Pimpinella saxifraga;Rhamnus cathartica;Helichrysum arenarium;Petroselinum crispum;Artemisia absinthium;Juniperus communis;Pinus sylvestris;Senna alexandrina;Coriandrum sativum;Leonurus quinquelobatus;Prunus padus;Matricaria chamomilla;Linum usitatissimum;Vaccinium myrtillus;Dioscorea caucasica;Oplopanax elatus;Plantago major;Levisticum officinale;Bidens tripartita;Bergenia crassifolia;Frangula alnus	2018-10-20	In Curation	Dmitry Nazarenko		PM					Pubmed link	30451976		2018-10-13										36,900.43	18,778,155	78			
2018-06-01	MTBLS689	GC-TQ-MS	Homo sapiens	2018-06-16	Submitted	weiwei li		M	Mark				Pubmed link	30830373		2018-06-01									PDF requested on ResearchGate (14/11/2018)	2,189.07	18,780,344	78			
2018-06-01	MTBLS690	GC-TOF-MS;UPLC-QTOF-MS/MS	Homo sapiens	2018-10-08	Public	Klev Diamanti		L	Keeva	Done	Yes - Full		DOI (preprint)	10.1101/413203	Full	2018-10-08		Passes	In contact							77,446.17	18,857,790	78			
2018-06-05	MTBLS691	LC-LTQ-MS	Macaca mulatta;Plasmodium coatneyi,Homo sapiens;Reference	2018-09-05	Public	Jessica Kissinger		L	Keeva	Done	Yes - Full				Full	2018-09-18	MTBLS691 - 20180815	Passes	In contact						MaHPIC study	69.70	18,857,860	78			
2018-06-07	MTBLS692	UPLC-QTOF-MS	Arabidopsis thaliana	2019-01-31	Submitted	Ruben Vanholme		PLM								2018-08-30										11,369.60	18,869,229	78			
2018-06-08	MTBLS693	UPLC-LTQ-MS	Solanum lycopersicum x Solanum pennellii	2018-07-16	Public	Karolina Garbowicz			Mark	Done	Yes - Full		Pubmed link	29960108	Full	2018-07-16	MTBLS693 - 20180711	Passes	In contact		1					256,330.61	19,125,560	78			
2018-06-14	MTBLS694	NMR;UPLC-QTOF-MS	Homo sapiens;Reference	2018-08-31	Public	Jake Pearce, MRC-NIHR National Phenome Centre		L	Keeva	Done	Yes - Full				Full	2018-08-31	MTBLS694 - 20180831	Passes	In contact							312,010.77	19,437,571	78			
2018-06-15	MTBLS695	UPLC-LTQ-MS/MS	Mus musculus	2018-06-23	Submitted	Emilio Rivera										2018-06-16									Appears to be a duplicate of MTBLS696	7,483.09	19,445,054	78			
2018-06-16	MTBLS696	UPLC-LTQ-MS/MS	Mus musculus	2018-09-24	In Review	Emilio Rivera		L	Mark	Done	Yes - Full				Full	2018-07-10	MTBLS696 - 20180704	Passes	In contact		1				26 spectra in a 27 row assay. 180126_ESR_Wilson_AlainRepeat_MurineCellPellet_Exp1_AOAA_3.raw is missing	7,483.62	19,452,537	78			
2018-06-25	MTBLS697	LC-LTQ-MS		2019-06-01	Submitted	Jessica Kissinger			Keeva																	53.68	19,452,591	78			
2018-06-28	MTBLS698	LC-LTQ-MS		2018-09-14	Public	Timothy R Fallon			Mark	Done	Yes - No data		DOI	10.1101/237586	Full		MTBLS698-20180817	Passes	In contact		1					13,680.25	19,466,271	78			
2018-07-04	MTBLS699	GC-TOF-MS		2018-09-27	Public	Mikiko Takahashi			Mark	Done	Yes - No data				Full		MTBLS699-20180906	Passes	In contact		1					22,745.95	19,489,017	79			
2018-07-05	MTBLS700	UPLC-QTOF-MS;UPLC-TQ-MS/MS		2018-07-12	Submitted	Fazheng Ren		TDML	Mark																	3,419.18	19,492,436	79			
2018-07-06	MTBLS701	UPLC-TOF-MS;UPLC-LTQ-MS/MS		2019-07-01	Submitted	Shuaizhen Zhou		PL																		6,346.25	19,498,783	79			
2018-07-06	MTBLS702			2019-07-06	Submitted	Katherine Heal																				0.01	19,498,783	79			
2018-07-06	MTBLS703	LC-LTQ-MS/MS		2019-07-24	In Review	Katherine Heal		L	Mark	Done					Full		MTBLS703-20181107	Passes	In contact		1					4,087.00	19,502,870	79			
2018-07-11	MTBLS704	DI-LTQ-MS		2018-08-20	Submitted	Marat Kasakin		PRML																		5.35	19,502,875	79			
2018-07-16	MTBLS705	NMR		2018-07-23	In Curation	Gregory Medlock			Keeva				Pubmed link	30195437								1				406.45	19,503,281	79			
2018-07-17	MTBLS706	LC-LTQ-MS	Trypanosoma brucei	2018-12-10	Public	Julie Kovarova		LM	Keeva																	5,866.37	19,509,148	79			
2018-07-23	MTBLS707	UPLC-QTOF-MS		2018-08-23	Submitted	Julie GAUBERT		M					Pubmed link	30700781												4,528.26	19,513,676	79			
2018-07-24	MTBLS708	LC-LTQ-MS/MS		2019-07-26	In Review	Katherine Heal		L	Mark	Done					Full		MTBLS708-20181107	Passes	In contact		1					2,214.48	19,515,891	79			
2018-07-24	MTBLS709	UPLC-QTOF-MS		2019-12-01	Submitted	Kristian Peters		DLRM																		3,658.16	19,519,549	79			
2018-07-25	MTBLS710	UPLC-LTQ-MS		2018-07-31	Submitted	Jeremy Koelmel		PLM																		6,997.79	19,526,546	79			
2018-07-25	MTBLS711			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS712			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS713			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS714			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS715			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS716			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS717			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS718			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS719			2019-07-31	Submitted	MRC-NIHR National Phenome Centre	1																			0.02	19,526,547	79			
2018-07-25	MTBLS720	NMR	Bos taurus	2018-10-08	Public	Kuai Yu			Mark	Done	Yes - Partial				Full		MTBLS720-20180810	Passes			1				Awaiting reference for 'Extraction' protocol.	6.57	19,526,553	79			
2018-07-28	MTBLS721	HPLC-QTOF-MS		2019-07-27	In Curation	Xiaoming Cai		FM	Mark				Pubmed link	30356046								1				5,419.96	19,531,973	79			
2018-07-29	MTBLS722	Insufficient data supplied		2019-07-29	Submitted	Lucas Chibli																				0.08	19,531,973	79			
2018-08-01	MTBLS723	NMR	Mus musculus	2018-10-11	Public	Justine Leenders			Mark	Done	Yes - No data		DOI	10.1038/s41467-018-06094-4	Full		MTBLS723-20180809	Passes	In contact		1				Awaiting reference for 'Sample collection' protocol.	9.75	19,531,983	80			
2018-08-03	MTBLS724	GC-Q-MS	Drosophila melanogaster	2018-11-07	Public	Russell Pickford			Mark	Done	Yes - No data				Full		MTBLS724-20180824	Passes	In contact		1				GC instrumentation needs to be confirmed.	90.36	19,532,073	80			
2018-08-07	MTBLS725	Insufficient data supplied		2019-08-01	Submitted	Mahmoud Al-Majdoub																				84.02	19,532,157	80			
2018-08-07	MTBLS726		Arabidopsis thaliana	2019-08-07	Submitted	Tom Metz																				0.04	19,532,157	80			
2018-08-10	MTBLS727	UPLC-IT-TOF-MS/MS	Oryctolagus cuniculus	2018-09-10	In Curation	Ksenia Shestakova		AM	Mark	Done	Yes - Full		DOI	10.1007/s11306-018-1413-1	Full		MTBLS727-20180903	Passes	In contact			1				1,661.36	19,533,819	80			
2018-08-10	MTBLS728	UPLC-IT-TOF-MS/MS	Oryctolagus cuniculus	2018-09-10	In Curation	Ksenia Shestakova		AMP	Mark	Done	Yes - Full		DOI	10.1007/s11306-018-1413-1	Full		MTBLS728-20180903	Passes	In contact			1				3,114.15	19,536,933	80			
2018-08-11	MTBLS729	UPLC-QTOF-MS	Homo sapiens	2019-03-31	Submitted	Partho Sarathi Sen		L	Keeva				DOI (preprint)	10.1101/419416								1				2,463.03	19,539,396	80			
2019-02-27	MTBLS730	Insufficient data supplied		2020-02-27	Submitted	Placeholder Placeholder																				0.01	19,539,396	86			
2018-08-20	MTBLS731	HPLC-QTOF-MS	Homo sapiens	2018-08-27	Submitted	Amelia Palermo		RPM					Pubmed link	25959674												0.04	19,539,396	80			
2018-08-21	MTBLS732	UPLC-QTOF-MS	Vitis vinifera	2018-08-28	Submitted	Mirko De Rosso		RP					Pubmed link	30830408												0.29	19,539,396	80			
2018-08-24	MTBLS733	UPLC-LTQ-MS		2018-09-06	In Curation	yan lu		PFM	Mark				Pubmed link	29907290								1			MTBLS733 and MTBLS736 are part of the same study.	7,015.82	19,546,412	80			
2018-08-27	MTBLS734	NMR	Homo sapiens	2019-08-28	Submitted	Kevin Mendez		R					Pubmed link	26645240												2.18	19,546,414	80			
2018-08-28	MTBLS735	UPLC-QTOF-MS	Colletotrichum sp	2018-09-30	In Curation	Fidele Tugizimana		L	Mark										In contact			1				75,635.41	19,622,050	80			
2018-08-28	MTBLS736	UPLC-QTOF-MS		2018-09-04	In Curation	yan lu		FM	Mark				Pubmed link	29907290								1			MTBLS733 and MTBLS736 are part of the same study.	32.29	19,622,082	80			
2018-08-31	MTBLS737	UPLC-QTOF-MS	Homo sapiens	2018-11-14	Public	Malena Manzi			Keeva	Done	Yes - Partial		Pubmed link	30260228	Full		MTBLS737 - 20181113	Passes	In contact			1				595,100.68	20,217,183	81			
2018-09-05	MTBLS738	UPLC-QTOF-MS	Solanum dulcamara	2019-06-30	In Curation	Onno W. Calf		PM	Keeva				Pubmed link	29383505								1			Steffen is helping out with this 	21,071.57	20,238,254	81			
2018-09-05	MTBLS739	GC-Q-MS	Homo sapiens	2018-09-12	Submitted	Gabriela Venturini		PL																		301.70	20,238,556	81			
2018-09-06	MTBLS740	NMR		2019-04-01	In Curation	Vadim Yanshole		PL	Mark													1				28.64	20,238,585	81			
2018-09-06	MTBLS741	GC-Q-MS		2018-12-06	Submitted	Eduardo Medina		RML	Mark																	0.66	20,238,585	81			
2018-09-10	MTBLS742	UPLC-QTOF-MS		2019-09-10	Submitted	Zhiwu Dan		L	Mark													1				126,258.56	20,364,844	81			
2018-09-12	MTBLS743	UPLC-QTOF-MS		2018-02-12	In Curation	Aneesh Kumar		L	Keeva													1				1,079,174.32	21,444,018	81			
2018-09-12	MTBLS744	3D MALDI imaging MS		2019-02-28	In Curation	Manuel Liebeke		RPML					DOI (preprint)	10.1101/555045											MTBLS744, MTBLS746, MTBLS805, MTBLS811 are part of the same study	1,173.68	21,445,192	81			
2018-09-12	MTBLS745	LC-LTQ-MS		2018-10-31	In Curation	Yue Qi		P	Mark				Pubmed link	30393775								1				1,268.43	21,446,460	81			
2018-09-12	MTBLS746	UPLC-LTQ-MS/MS		2019-02-28	In Curation	Manuel Liebeke		MFL					DOI (preprint)	10.1101/555045											MTBLS744, MTBLS746, MTBLS805, MTBLS811 are part of the same study	4,629.90	21,451,090	81			
2018-09-13	MTBLS747	Insufficient data supplied		2018-09-20	Submitted	Alvaro Mena																				1.86	21,451,092	81			
2018-09-14	MTBLS748	GC-Q-MS		2019-09-01	In Curation	Hayley Abbiss		PM	Mark				Thesis	http://researchrepository.murdoch.edu.au/id/eprint/41472								1				8,904.08	21,459,996	81			
2018-09-18	MTBLS749	HPLC-LTQ-MS/MS		2019-09-19	In Curation	Stephanie Herman		PL	Keeva				Pubmed link	30858393												26,048.63	21,486,045	81			
2018-09-19	MTBLS750	UPLC-LTQ-MS		2019-01-07	Public	Ivan Nemazanyy			Mark	Done	Yes - No data		Pubmed link	30420558	Full		MTBLS750-20190107	Passes	In contact		1					1,561.49	21,487,606	81			
2018-09-20	MTBLS751	HPLC-LTQ-MS		2018-11-14	Public	Mei-Ling Han		L	Keeva	Done	Yes - Full		No		Full		MTBLS751 - 20181114	Passes	In contact							34,058.47	21,521,665	81			
2018-09-20	MTBLS752	UPLC-TOF-MS		2018-10-26	Public	Mathieu Cladiere			Mark	Done	Yes - No data		DOI	10.1016/j.foodchem.2018.10.089	Full		MTBLS752-20181025	Passes	In contact		1					27,825.55	21,549,490	81			
2018-09-20	MTBLS753	UPLC-LTQ-MS/MS		2019-09-20	In Curation	Caitlin Keller			Keeva				Pubmed link	30401779								1				35,197.85	21,584,688	81			
2018-09-21	MTBLS754	UPLC-TOF-MS		2018-10-26	Public	Mathieu Cladiere			Mark	Done	Yes - No data		DOI	10.1016/j.foodchem.2018.10.089	Full		MTBLS754-20181025	Passes	In contact		1					34,008.83	21,618,697	81			
2018-09-22	MTBLS755	UPLC-LTQ-MS/MS		2018-12-31	In Curation	Alejandro Villar-Briones		P	Mark				Pubmed link	30261630								1				2,236.80	21,620,934	81			
2018-09-23	MTBLS756	UPLC-TOF-MS		2019-01-18	Public	Adlin Afzan		L	Mark	Done	Yes - No data				Full		MTBLS756-20190114	Passes	In contact			1				4,869.97	21,625,804	81			
2018-09-24	MTBLS757	LC-LTQ-MS/MS		2018-12-01	In Review	Martijn Molenaar		LM	Mark	Done	Yes - Full		DOI (preprint)	10.1101/398040 	Full		MTBLS757-20181010	Passes	In contact		1				Over 700 lipids in MAF so will have to be done in future.	3,160.83	21,628,964	81			
2018-09-27	MTBLS758	GC-Q-MS		2018-12-31	In Curation	Constanze Kuhlisch		L	Mark												1					1,980.77	21,630,945	81			
2018-09-30	MTBLS759	UPLC-IT-TOF-MS		2018-10-07	Submitted	Dmitry Nazarenko		PL																		360.54	21,631,306	81			
