name,abbr,class_num,pro_num,modified date,url,description
Ontology of Drug Neuropathy Adverse Events ,ODNAE,1544,,5/17/16,https://bioportal.bioontology.org/ontologies/ODNAE,ODNAE is an extension of OAE with a focus on drug-associated neuropathy adverse events.
OntoFood ,OF,292,,12/26/15,https://bioportal.bioontology.org/ontologies/OF,This is an ontology with SWRL rules of nutrition for diabetic patient
Open Predictive Microbiology Ontology ,OFSMR,159,,11/22/17,https://bioportal.bioontology.org/ontologies/OFSMR,Food-matrix ontology for Open Food Safety Model Repository
Ontology for Genetic Disease Investigations ,OGDI,386,,1/30/13,https://bioportal.bioontology.org/ontologies/OGDI,"It is the ontology used to model the scientific investigation, especially  Genome-Wide Association Study (GWAS),  to find out  genetic susceptibility factor to disease, such as Diabetes"
Ontology of Genes and Genomes ,OGG,69689,,12/3/16,https://bioportal.bioontology.org/ontologies/OGG,OGG is a biological ontology in the area of genes and genomes
Ontology of Genes and Genomes - Mouse ,OGG-MM,69433,,3/24/18,https://bioportal.bioontology.org/ontologies/OGG-MM,OGG-Mm is the OGG Mus musculus (mouse) subset
Ontology for Genetic Interval ,OGI,184,,8/21/15,https://bioportal.bioontology.org/ontologies/OGI,"Using BFO as its framwork, OGI formalized the genomic element by defining an upper class 'genetic interval'"
Ontology of Glucose Metabolism Disorder ,OGMD,134,,3/5/18,https://bioportal.bioontology.org/ontologies/OGMD,Including the disease names
Ontology for General Medical Science ,OGMS,129,4,11/15/17,https://bioportal.bioontology.org/ontologies/OGMS,The Ontology for General Medical Science (OGMS) is based on the papers Toward an Ontological Treatment of Disease and Diagnosis and On Carcinomas and Other Pathological Entities
Ontology of Geographical Region ,OGR,39,,5/20/09,https://bioportal.bioontology.org/ontologies/OGR,This OWL ontology classified the  geograhical regions related vocabularies extracted from UMLS
Orthologous Group Ontology ,OGROUP,4,,10/26/16,https://bioportal.bioontology.org/ontologies/OGROUP,Ontology to help prossessing the information from orthologous groups in order to infer new functional annotations
Ontology for Genetic Susceptibility Factor ,OGSF,127,,8/21/15,https://bioportal.bioontology.org/ontologies/OGSF,Ontology for Genetic Susceptibility Factor (OGSF) is an application ontology to model/represent the notion of genetic susceptibility to a specific disease or an adverse event or a pathological biological process
The Oral Health and Disease Ontology ,OHD,2745,,9/22/17,https://bioportal.bioontology.org/ontologies/OHD,The Oral Health and Disease Ontology is intended as a BFO and OBO Foundry compliant ontology for the oral health domain
Ontology of Host-Microbe Interactions ,OHMI,858,,3/1/18,https://bioportal.bioontology.org/ontologies/OHMI,OHMI is a biomedical ontology that represents the entities and relations in the domain of host-microbiome interactions.
Medaka Developmental Stages ,OLATDV,47,,6/1/18,https://bioportal.bioontology.org/ontologies/OLATDV,Life cycle stages for Medaka
Online Mendelian Inheritance in Man ,OMIM,98642,3,4/6/18,https://bioportal.bioontology.org/ontologies/OMIM,"Online Mendelian Inheritance in Man, OMIM (TM)"
Ontology for MicroRNA Target ,OMIT,2227,1,8/21/15,https://bioportal.bioontology.org/ontologies/OMIT,The purpose of the OMIT ontology is to establish data exchange standards and common data elements in the microRNA (miR) domain
Ontology of Microbial Phenotypes ,OMP,1910,,1/13/18,https://bioportal.bioontology.org/ontologies/OMP,"OMP is a formal ontology of phenotypes observed in all microbes: bacteria, archaea, protists, fungi, and viruses"
Ontology of Medically Related Social Entities ,OMRSE,369,1,9/11/17,https://bioportal.bioontology.org/ontologies/OMRSE,"This ontology covers the domain of social entities that are related to health care, such as demographic information (social entities for recording gender (but not sex) and marital status, for example) and the roles of various individuals and organizations (patient, hospital,etc"
Ontology Metadata Vocabulary ,OMV,16,,1/26/17,https://bioportal.bioontology.org/ontologies/OMV,A standard for ontology metadata; a vocabulary of terms and definitions describing ontologies which specifies reusability-enhancing ontology features for human and machine processing purposes.
Dataset processing ,ONL-DP,541,2,7/10/13,https://bioportal.bioontology.org/ontologies/ONL-DP,"This ontology is a module of the OntoNeuroLOG ontology, developed in the context of the NeuroLOG project, a french project supported by ANR (ANR-06-TLOG-024 grant) aiming at integrating distributed heterogeous resources in neuroimaging"
Magnetic Resonance Dataset Acquisition Ontology ,ONL-MR-DA,702,2,7/10/13,https://bioportal.bioontology.org/ontologies/ONL-MR-DA,"This ontology is a module of the OntoNeuroLOG ontology, developed in the context of the NeuroLOG project, a french project supported by ANR (ANR-06-TLOG-024 grant) aiming at integrating distributed heterogeneous resources in neuroimaging"
Mental State Assessment ,ONL-MSA,769,1,7/9/13,https://bioportal.bioontology.org/ontologies/ONL-MSA,"This ontology is a module of the OntoNeuroLOG ontology, developed in the context of the NeuroLOG project, a french project supported by ANR (ANR-06-TLOG-024 grant) aiming at integrating distributed heterogeous resources in neuroimaging"
Ontology of Liver for Radiology ,ONLIRA,56,,2/2/16,https://bioportal.bioontology.org/ontologies/ONLIRA,ONLIRA (Ontology of the Liver for Radiology) focuses on a semantic specification of imaging observations of CT scans for the liver
Ontology for Nutritional Studies ,ONS,3442,,5/4/18,https://bioportal.bioontology.org/ontologies/ONS,Ontology For Nutritional Studies (ONS) is the first systematic effort to provide a formal ontology framework for the description of nutritional studies.
Ontology for Newborn Screening Follow-up and Translational Research ,ONSTR,1865,,9/4/14,https://bioportal.bioontology.org/ontologies/ONSTR,"Ontology for Newborn Screening Follow-up and Translational Research (ONSTR) is an application ontology covering the domain of newborn screening, follow-up and translational research pertaining to patients diagnosed with inheritable and congenital diseases mainly identified through newborn dried blood spot screening"
Bilingual Ontology of Alzheimer's Disease and Related Diseases ,ONTOAD,5899,,12/2/13,https://bioportal.bioontology.org/ontologies/ONTOAD,OntoAD is a bilingual (English-French) domain ontology for modeling knowledge about Alzheimer's Disease and Related Syndromes.
Ontology of Core Data Mining Entities ,ONTODM-CORE,838,1,12/9/17,https://bioportal.bioontology.org/ontologies/ONTODM-CORE,OntoDM is a generic ontology for the domain of data mining
Ontology of Data Mining Investigations ,ONTODM-KDD,264,1,6/6/12,https://bioportal.bioontology.org/ontologies/ONTODM-KDD,OntoDM-KDD is an ontology for representing data mining investigations
Ontology of Datatypes ,ONTODT,417,1,12/9/17,https://bioportal.bioontology.org/ontologies/ONTODT,"This ontology contains entities such as: datatype, datatype generator, datatype qualiy and others giving the possibility to represent arbitrary complex datatypes"
Ontological Knowledge Base Model for Cystic Fibrosis ,ONTOKBCF,408,2,1/16/13,https://bioportal.bioontology.org/ontologies/ONTOKBCF,OntoKBCF is an ontological knowledge base model for cystic fibrosis
Emergency care ontology ,ONTOLURGENCES,10031,1,10/27/15,https://bioportal.bioontology.org/ontologies/ONTOLURGENCES,Emergency care ontology build during LERUDI project
"Ontology of Alternative Medicine, French ",ONTOMA,436,,6/25/12,https://bioportal.bioontology.org/ontologies/ONTOMA,Common concepts for  communication between traditional medicine and western medicine
Obstetric and Neonatal Ontology ,ONTONEO,1343,,1/13/17,https://bioportal.bioontology.org/ontologies/ONTONEO,"The Obstetric and Neonatal Ontology is a structured controlled vocabulary to provide a representation of the data from electronic health records (EHRs) involved in the care of the pregnant woman, and of her baby."
"Ontology of amyotrophic  lateral sclerosis, social module ",ONTOPARON_SOCIAL,1282,,6/6/18,https://bioportal.bioontology.org/ontologies/ONTOPARON_SOCIAL,"Ontology of ALS (amyotrophic lateral sclerosis), social module developped by neurologist (ICM) and knowledge engineers (LIMICS)"
Ontology of Pneumology ,ONTOPNEUMO,1153,,12/4/12,https://bioportal.bioontology.org/ontologies/ONTOPNEUMO,Ontology of pneumology (french version)
"OntoPsychia, social module ",ONTOPSYCHIA,1719,,1/30/18,https://bioportal.bioontology.org/ontologies/ONTOPSYCHIA,Ontology of social and environmental determinants for psychiatry
Ontology of Nuclear Toxicity ,ONTOTOXNUC,650,,4/12/18,https://bioportal.bioontology.org/ontologies/ONTOTOXNUC,Ontology of nuclear toxicity developed during ToxNuc project <>.
Ontology of Experimental Variables and Values ,OOEVV,47,,7/19/12,https://bioportal.bioontology.org/ontologies/OOEVV,The ontology of experimental variables and values provides a lightweight representation of (a) the variables used to measure experimental properties and (b) the measurement scales that form the complex data types supporting that data
Ontology of Organizational Structures of Trauma centers and Trauma systems ,OOSTT,596,,9/22/17,https://bioportal.bioontology.org/ontologies/OOSTT,The Ontology of Organizational Structures of Trauma centers and Trauma systems (OOSTT) is a representation of the components of trauma centers and trauma systems coded in Web Ontology Language (OWL2)
Ontology of Physics for Biology ,OPB,844,2,3/15/18,https://bioportal.bioontology.org/ontologies/OPB,The OPB is a reference ontology of classical physics and thermodynamics as applied to the dynamics of biological systems
Ontology for Parasite LifeCycle ,OPL,361,,7/23/15,https://bioportal.bioontology.org/ontologies/OPL,"The Ontology for Parasite LifeCycle (OPL) models the life cycle stage details of various parasites, including Trypanosoma sp"
Ontology of Precision Medicine and Investigation ,OPMI,249,,5/7/18,https://bioportal.bioontology.org/ontologies/OPMI,The Ontology of Precision Medicine and Investigation (OPMI) is an application ontology to support precision medicine and its related investigations
Orphanet Rare Disease Ontology ,ORDO,13666,5,2/10/18,https://bioportal.bioontology.org/ontologies/ORDO,"The Orphanet Rare Disease ontology (ORDO) is jointly developed by Orphanet and the EBI to provide a structured vocabulary for rare diseases capturing relationships between diseases, genes and other relevant features which will form a useful resource for the computational analysis of rare diseases"
Orthology Ontology ,ORTH,4791,1,4/4/16,https://bioportal.bioontology.org/ontologies/ORTH,Orthology Ontology
Ontology of Vaccine Adverse Events ,OVAE,1555,,5/15/16,https://bioportal.bioontology.org/ontologies/OVAE,The Ontology of Vaccine Adverse Events (OVAE) is a biomedical ontology in the area of vaccine adverse events
Medical image simulation ,OntoVIP,702,1,7/12/13,https://bioportal.bioontology.org/ontologies/OntoVIP,"The OntoVIP ontology was developed in the context of the Virtual Imaging Platform project (VIP), a french project supported by ANR (ANR-09-COSI-03 grant) aiming at sharing medical image simulation resources"
Plant Anatomy ,PAE,1548,4,8/22/13,https://bioportal.bioontology.org/ontologies/PAE,REPLACED BY: Plant Ontology (PO)
Probabilistic Knowledge Assembly Ontology ,PANDA,99,,1/16/17,https://bioportal.bioontology.org/ontologies/PANDA,Probabilistic Knowledge Assembly (PANDA) Ontology has been developed in the context of the DARPA's Big Mechanism research program
Anatomic Pathology Lexicon ,PATHLEX,1786,,1/22/13,https://bioportal.bioontology.org/ontologies/PATHLEX,"PathLex, a comprehensive lexicon—a unified language of anatomic pathology terms—for standardized indexing and retrieval of anatomic pathology information resources"
Phenotypic Quality Ontology ,PATO,2713,13,3/28/18,https://bioportal.bioontology.org/ontologies/PATO,Phenotypic qualities (properties)
"PAV Provenance, Authoring and Versioning ",PAV,2,1,1/20/17,https://bioportal.bioontology.org/ontologies/PAV,"PAV is a lightweight ontology for tracking Provenance, Authoring and Versioning"
Pediatric Consultation and Monitoring Ontology  ,PCMO,20,,11/17/17,https://bioportal.bioontology.org/ontologies/PCMO,"Pediatric Consultation and Monitoring Ontology consists of 10 main classes, 10 sub-classes, 39 properties (object-type and sub-object-type properties,  data type), numerous OWL individuals and almost 90 SWRL rules (medical cases based on ARTI based diseases for pediatric patients)"
Population and Community Ontology ,PCO,243,,11/7/17,https://bioportal.bioontology.org/ontologies/PCO,"The Population and Community Ontology (PCO) models material entities, qualities, and processes related to collections of interacting organisms such as populations and communities"
Pathogenic Disease Ontology ,PDO,388,,3/31/16,https://bioportal.bioontology.org/ontologies/PDO,An ontology for describing both human infectious diseases caused by microbes and the diseases that is related to microbial infection
Parkinson's Disease Ontology ,PDON,632,,8/18/14,https://bioportal.bioontology.org/ontologies/PDON,"Here, we introduce the Parkinson’s disease ontology (PDO) as a comprehensive semantic framework covering the whole breadth of the Parkinson’s knowledge domain"
Plant Diversity Ontology ,PDO_CAS,380,1,4/30/15,https://bioportal.bioontology.org/ontologies/PDO_CAS,Plant Diversity Ontology (PDO) is the outcome of the construction tasks of domain ontology of science in the project of Scientific & Technological Knowledge Organization Systems (STKOS)
Physician Data Query ,PDQ,7871,,4/6/18,https://bioportal.bioontology.org/ontologies/PDQ,"Physician Data Query (PDQ) Terminology is part of NCI's comprehensive cancer information database, which contains expert summaries on a wide range of cancer topics, a listing of some 30,000 cancer clinical trials from around the world, a directory of genetics services professionals, the NCI Dictionary of Cancer Terms, and the NCI Drug Dictionary."
The Prescription of Drugs Ontology ,PDRO,8907,,6/10/18,https://bioportal.bioontology.org/ontologies/PDRO,PDRO is a realist ontology that aims to represent the domain of drug prescriptions
Platynereis Developmental Stages ,PDUMDV,21,,6/1/18,https://bioportal.bioontology.org/ontologies/PDUMDV,Life cycle stages for Platynereis dumerilii.
Pulmonary Embolism Ontology ,PE,97,,12/8/15,https://bioportal.bioontology.org/ontologies/PE,A controlled vocabulary of PE-relevant information
Pre-eclampsia Ontology ,PE-O,1164,1,4/5/16,https://bioportal.bioontology.org/ontologies/PE-O,The PEO incorporates a wide range of key concepts and terms of PE from clinical and biomedical research in structuring the knowledge base that is specific to PE.
Plant Experimental Assay Ontology ,PEAO,2298,,12/17/14,https://bioportal.bioontology.org/ontologies/PEAO,"The Plant domain has been the subject of several attempts to structure and formally define terms and corresponding relations, such as their anatomical features, developmental stages, and the application of particular experimental procedures to a biological problem"
Plant Experimental Conditions Ontology ,PECO,2974,3,3/10/18,https://bioportal.bioontology.org/ontologies/PECO,"The Plant Experimental Conditions Ontology describes the treatments, growing conditions, and/or study types used in plant biology experiments"
Pediatric Terminology ,PEDTERM,1771,2,1/25/13,https://bioportal.bioontology.org/ontologies/PEDTERM,"Terms associated with pediatrics, representing information related to child health and development from pre-birth through 21 years of age; contributed by the National Institute of Child Health and Human Development."
Parasite Experiment Ontology ,PEO,143,,6/20/11,https://bioportal.bioontology.org/ontologies/PEO,The Parasite Experiment Ontology (PEO) models provenance metadata associated with experiment protocols used in parasite research
PGxO ,PGXO,15,1,4/3/18,https://bioportal.bioontology.org/ontologies/PGXO,PGxO: a lite Pharmacogenomic Ontology
Phylogenetics Ontology ,PHAGE,49570,,7/5/16,https://bioportal.bioontology.org/ontologies/PHAGE,This ontology represents the seven steps of phylogenetic analyses
Pharmacogenomic Relationships Ontology ,PHARE,229,1,1/14/11,https://bioportal.bioontology.org/ontologies/PHARE,The PHArmacogenomic RElationships Ontology (or PHARE) proposes concepts and roles to represent relationships of pharmacogenomics interest.
PhenX Phenotypic Terms ,PHENX,533,,10/13/16,https://bioportal.bioontology.org/ontologies/PHENX,"Standard measures related to complex diseases, phenotypic traits and environmental exposures"
Phallusia fumigata Anatomy and Development Ontology ,PHFUMIADO,880,1,8/4/16,https://bioportal.bioontology.org/ontologies/PHFUMIADO,The first ontology describing the anatomy and the development of Phallusia fumigata
Phallusia mammillata Anatomy and Development Ontology ,PHMAMMADO,880,1,8/4/16,https://bioportal.bioontology.org/ontologies/PHMAMMADO,The first ontology describing the anatomy and the development of Phallusia mammillata
Phylogenetic Ontology ,PHYLONT,148,,3/11/13,https://bioportal.bioontology.org/ontologies/PHYLONT,Ontology for Phylogenetic Analysis
Enzyme Reaction Ontology for annotating Partial Information of chemical transformation ,PIERO,36,,2/13/15,https://bioportal.bioontology.org/ontologies/PIERO,Enzyme Reaction Ontology for annotating Partial Information of chemical transformation
Planarian Anatomy and Developmental Stage Ontolgoy ,PLANA,352,,9/28/17,https://bioportal.bioontology.org/ontologies/PLANA,Anatomy ontology for planaria and terms specific to the developmental stages of the planarian Schmidtea mediterranea.
Protein-ligand interaction ontology ,PLIO,376,,11/3/14,https://bioportal.bioontology.org/ontologies/PLIO,"The protein--ligand interaction ontology (PLIO) was developed around three main concepts, namely target, ligand and interaction, and was enriched by adding synonyms, useful annotations and references."
PLOS Thesaurus ,PLOSTHES,10712,,9/21/17,https://bioportal.bioontology.org/ontologies/PLOSTHES,"The PLOS Thesaurus includes over 10,000 Subject Area terms covering the wide range of research topics included the PLOS journals"
Portfolio Management Application ,PMA,2084,,10/19/10,https://bioportal.bioontology.org/ontologies/PMA,The Portfolio Management Application (PMA) is a system for tracking grants and producing reports - Users can access grant data through a query interface and a variety of pre-defined forms and reports
Performed Music Ontology ,PMO,53,,12/5/17,https://bioportal.bioontology.org/ontologies/PMO,An extension to the Library of Congress BIBFRAME ontology for performed music.
Physical Medicine and Rehabilitation ,PMR,1597,1,7/15/17,https://bioportal.bioontology.org/ontologies/PMR,"Knowledge representation related to computer-based decision support in rehabilitation; concepts and relationships in the rehabilitation domain, integrating clinical practice, the ICD (specifically its 11th revision), the clinical investigator record ontology, the ICF and SNOMED CT."
Plant Ontology ,PO,2000,7,12/15/17,https://bioportal.bioontology.org/ontologies/PO,"The Plant Ontology is a structured vocabulary and database resource that links plant anatomy, morphology and growth and development to plant genomics data"
Porifera Ontology ,PORO,922,,9/14/16,https://bioportal.bioontology.org/ontologies/PORO,An ontology covering the anatomy of Porifera (sponges)
Pipeline Patterns Ontology ,PP,15,,12/17/14,https://bioportal.bioontology.org/ontologies/PP,"To answer the need for a workflow representing a sequence of data transformations, a high-level process ontology was defined, denoted Pipeline Patterns (PP) ontology"
Plant Phenology Ontology ,PPO,441,,10/22/17,https://bioportal.bioontology.org/ontologies/PPO,"An ontology for describing the phenology of individual plants and populations of plants, and for integrating plant phenological data across sources and scales."
Protein Ontology ,PR,317666,6,5/16/18,https://bioportal.bioontology.org/ontologies/PR,PRO provides an ontological representation of protein-related entities by explicitly defining them and showing the relationships between them
PRIDE Controlled Vocabulary ,PRIDE,453,,5/8/18,https://bioportal.bioontology.org/ontologies/PRIDE,"The PRIDE PRoteomics IDEntifications (PRIDE) database is a centralized, standards compliant, public data repository for proteomics data, including protein and peptide identifications, post-translational modifications and supporting spectral evidence."
Chemical Process ,PROCCHEMICAL,3535,,1/7/16,https://bioportal.bioontology.org/ontologies/PROCCHEMICAL,Chemical process
Proteomics Data and Process Provenance Ontology ,PROPREO,401,,8/22/15,https://bioportal.bioontology.org/ontologies/PROPREO,A comprehensive proteomics data and process provenance ontology.
Provenance Ontology ,PROVO,31,3,8/17/13,https://bioportal.bioontology.org/ontologies/PROVO,The PROV Ontology (PROV-O) expresses the PROV Data Model using the OWL2 Web Ontology Language (OWL2)
Plant Structure Development Stage ,PSDS,345,4,8/22/13,https://bioportal.bioontology.org/ontologies/PSDS,REPLACED BY: Plant Ontology (PO)
Protein Modification Ontology ,PSIMOD,2001,,3/1/18,https://bioportal.bioontology.org/ontologies/PSIMOD,"PSI-MOD is an ontology consisting of terms that describe protein chemical modifications, logically linked by an is_a relationship in such a way as to form a direct acyclic graph (DAG)"
PatientSafetyOntology ,PSO,567,1,8/4/17,https://bioportal.bioontology.org/ontologies/PSO,It is the ontology embedding PRIME (Prospective Risk Analysis in Medical Environments) in related issues of patient safety research and activities
Plant Trait Ontology ,PTO,1504,4,11/10/17,https://bioportal.bioontology.org/ontologies/PTO,A controlled vocabulary to describe phenotypic traits in plants
Pathogen Transmission Ontology ,PTRANS,28,1,2/18/18,https://bioportal.bioontology.org/ontologies/PTRANS,"This vocabulary describes a process that is the means of how a pathogen is transmitted from one host, reservoir, or source to another host"
Pathway Terminology System ,PTS,6623,,8/21/15,https://bioportal.bioontology.org/ontologies/PTS,Pathwas terminology systems integrates biological Events and various Pathway types.
Pharmacovigilance Ontology ,PVONTO,33,,1/17/11,https://bioportal.bioontology.org/ontologies/PVONTO,"A pharmacovigilance ontology to connect known facts on drugs, disease, ADEs, and their molecular mechanisms."
Pathway Ontology ,PW,2642,1,6/5/18,https://bioportal.bioontology.org/ontologies/PW,"The goal of the Pathway Ontology is to cover all types of biological pathways, including altered and disease pathways, and to capture the relationships between them within the hierarchical structure of a Directed Acyclic Graph (DAG)"
"Quantities, Units, Dimensions, and Types Ontology ",QUDT,205,1,8/12/13,https://bioportal.bioontology.org/ontologies/QUDT,"The QUDT, or 'Quantity, Unit, Dimension and Type' collection of ontologies define the base classes properties, and restrictions used for modeling physical quantities, units of measure, and their dimensions in various measurement systems"
Radiology Lexicon ,RADLEX,46656,9,3/20/18,https://bioportal.bioontology.org/ontologies/RADLEX,"RadLex is a controlled terminology for radiology-a single unified source of radiology terms for radiology practice, education, and research"
Rheumatoid Arthritis ontology ,RAO,280,,12/8/15,https://bioportal.bioontology.org/ontologies/RAO,A controlled vocabulary of RA-relevant information
Resource of Asian Primary Immunodeficiency Diseases ,RAPID,1545,1,8/14/12,https://bioportal.bioontology.org/ontologies/RPO,RAPID phenotype ontology presents controlled vocabulary of ontology class structures and entities of observed phenotypic terms for primary immunodeficiency diseases (PIDs) that facilitate global sharing and free exchange of PID data with users’ communities
RegenBase ontology ,RB,573,,1/16/16,https://bioportal.bioontology.org/ontologies/RB,The RegenBase ontology describes biological entities and processes studied in spinal cord injury (SCI) research.
RBMS Controlled Vocabularies ,RBMS,1608,,7/13/17,https://bioportal.bioontology.org/ontologies/RBMS,"These thesauri provide standardized vocabulary for retrieving special collections materials by form, genre, or by various physical characteristics that are typically of interest to researchers and special collections librarians, and for relating materials to individuals or corporate bodies."
Read Clinical Terminology Version 2 ,RCTV2,88854,,4/8/16,https://bioportal.bioontology.org/ontologies/RCTV2,NHS UK Read Codes Version 2
RDA Content type ,RDA-CONTENT,25,,10/13/17,https://bioportal.bioontology.org/ontologies/RDA-CONTENT,A categorization reflecting the fundamental form of communication in which the content is expressed and the human sense through which it is intended to be perceived
RDA Mode of Issuance ,RDA-ISSUANCE,2,,4/24/18,https://bioportal.bioontology.org/ontologies/RDA-ISSUANCE,"RDA vocabulary for mode of issuance of a resource (single unit, multipart monograph, etc"
RDA unconstrained properties ,RDAU,1,,8/29/17,https://bioportal.bioontology.org/ontologies/RDAU,The Unconstrained properties element set consists of properties representing the attributes and relationships of all of the RDA entities
RDL ,RDL,113,,1/7/16,https://bioportal.bioontology.org/ontologies/RDL,RDL
Reproductive Trait and Phenotype Ontology ,REPO,96,,10/12/11,https://bioportal.bioontology.org/ontologies/REPO,Ontology for livestock reproductive traits and phenotypes
REPRODUCE-ME ,REPRODUCE-ME,657,,3/24/18,https://bioportal.bioontology.org/ontologies/REPRODUCE-ME,The REPRODUCE-ME ontology describes a scientific experiment taking into focus the use-case of microscopy
Regulation of Transcription Ontology ,RETO,148637,,12/16/15,https://bioportal.bioontology.org/ontologies/RETO,An application ontology for the domain of gene transcription regulation
Physico-Chemical Process ,REX,552,,12/11/17,https://bioportal.bioontology.org/ontologies/REX,"REX is an ontology of physico-chemical processes, i.e"
Regulation of Gene Expression Ontolology ,REXO,158239,,12/16/15,https://bioportal.bioontology.org/ontologies/REXO,An application ontology for the domain of gene expression regulation
Robert Hoehndorf Version of MeSH ,RH-MESH,305349,3,4/22/14,https://bioportal.bioontology.org/ontologies/RH-MESH,"Medical Subjects Headings Thesaurus 2014, Modified version"
RNA Ontology ,RNAO,692,1,8/5/16,https://bioportal.bioontology.org/ontologies/RNAO,"The central aim of the RNA Ontology Consortium (ROC) is to develop an ontology to capture all aspects of RNA - from primary sequence to alignments, secondary and tertiary structure from base pairing and base stacking to sophisticated motifs."
Research Network and Patient Registry Inventory Ontology ,RNPRIO,79,,6/8/13,https://bioportal.bioontology.org/ontologies/RNPRIO,"Ontology for Inventories of Clinical Data Research Networks, Patient-Powered Research Networks, and Patient Registries"
RNRMU ,RNRMU,2310,,7/4/14,https://bioportal.bioontology.org/ontologies/RNRMU,The terms of RNRMU
Radiomics Ontology ,RO,248,,5/31/17,https://bioportal.bioontology.org/ontologies/RO,"The Radiomics Ontology aims to cover the radiomics feature domain with a strong focus on first order, shape, textural radiomics features"
Role Ontology ,ROLEO,2125,,3/25/18,https://bioportal.bioontology.org/ontologies/ROLEO,The Role Ontology (RoleO) is an ontology in the domain of role classification
Radiation Oncology Ontology ,ROO,1290,,4/1/18,https://bioportal.bioontology.org/ontologies/ROO,The Radiation Oncology Ontology aims to cover the radiation oncology domain with a strong focus on re-using existing ontologies.
Radiation Oncology Structures Ontology ,ROS,416,,7/27/17,https://bioportal.bioontology.org/ontologies/ROS,This ontology describes commonly contoured (anatomical and treatment planning) structures for radiation treatment planning
Rat Strain Ontology ,RS,4596,3,5/19/18,https://bioportal.bioontology.org/ontologies/RS,This ontology defines the hierarchical display of the different rat strains as derived from the parental strains
Reference Sequence Annotation ,RSA,10,1,1/31/14,https://bioportal.bioontology.org/ontologies/RSA,An ontology for sequence annotations and how to preserve them with reference sequences.
Name Reaction Ontology ,RXNO,868,,7/27/17,https://bioportal.bioontology.org/ontologies/RXNO,"RXNO, the name reaction ontology, connects organic name reactions such as the Diels-Alder cyclization and the Cannizzaro reaction to their roles in an organic synthesis"
RxNORM ,RXNORM,114239,7,4/6/18,https://bioportal.bioontology.org/ontologies/RXNORM,RxNorm Vocabulary
Subcellular Anatomy Ontology ,SAO,764,1,3/13/18,https://bioportal.bioontology.org/ontologies/SAO,"SAO describes structures from the dimensional range encompassing cellular and subcellular structure, supracellular domains, and macromolecules."
Systems Biology Ontology ,SBO,654,3,2/13/18,https://bioportal.bioontology.org/ontologies/SBO,"The Systems Biology Ontology is a set of controlled, relational vocabularies of terms commonly used in Systems Biology, and in particular in computational modeling"
Synthetic Biology Open Language Visual Ontology ,SBOL,41,,7/18/13,https://bioportal.bioontology.org/ontologies/SBOL,Synthetic Biology Open Language Visual (SBOLv) is an ontology to represent standardized graphical notation for synthetic biology.
Sickle Cell Disease Ontology ,SCDO,1030,,7/7/17,https://bioportal.bioontology.org/ontologies/SCDO,The Sickle Cell Disease Ontology (SCDO) project is a collaboration between H3ABioNet (Pan African Bioinformatics Network) and SPAN (Sickle Cell Disease Pan African Network)
schema.org ,SCHEMA,780,,5/20/17,https://bioportal.bioontology.org/ontologies/SCHEMA,"A collection of schemas that webmasters can use to markup HTML pages in ways recognized by major search providers, and that can also be used for structured data interoperability (e.g"
Spinal Cord Injury Ontology ,SCIO,524,,9/20/17,https://bioportal.bioontology.org/ontologies/SCIO,Representation of pre-clinical studies in the domain of spinal cord injury therapies
Simulation Delivery and Documentation Deviations ,SD3,57,,4/27/15,https://bioportal.bioontology.org/ontologies/SD3,"The taxonomy will facilitate quality assurance in scenario delivery, permit standardized descriptors of simulation delivery deviations, and enable researchers to quantify the impact that scenario delivery and documentation deviations have upon participant performance"
Sleep Domain Ontology ,SDO,1382,,6/24/15,https://bioportal.bioontology.org/ontologies/SDO,An application ontology for the domain of Sleep Medicine
Semantic DICOM Ontology ,SEDI,1423,,6/10/15,https://bioportal.bioontology.org/ontologies/SEDI,An ontology for DICOM as used in the SeDI project.
Sequence Ontology ,SEQ,1,,12/20/17,https://bioportal.bioontology.org/ontologies/SEQ,represent sequence schemas
Student Health Record Ontology ,SHR,295,,1/9/15,https://bioportal.bioontology.org/ontologies/SHR,The goal of SHR project is to develop an ontology for the description of student health records
Social Inset Behavior Ontology ,SIBO,525,,9/22/17,https://bioportal.bioontology.org/ontologies/SIBO,Social behavior in insects.
Semanticscience Integrated Ontology ,SIO,1544,5,4/13/18,https://bioportal.bioontology.org/ontologies/SIO,"The semanticscience integrated ontology (SIO) provides a simple, integrated upper level ontology (types, relations) for consistent knowledge representation across physical, processual and informational entities"
Situation-Based Access Control Ontology ,SITBAC,178,,2/22/11,https://bioportal.bioontology.org/ontologies/SITBAC,Context-based healthcare access-control policies
Library of Congress Genre/Form Terms ,SKOS,2222,,3/20/18,https://bioportal.bioontology.org/ontologies/LCGFT_SKOS,The Library of Congress Genre/Form Terms for Library and Archival Materials (LCGFT) is a thesaurus that describes what a work is versus what it is about.
SMASH Ontology ,SMASH,189,1,6/3/15,https://bioportal.bioontology.org/ontologies/SMASH,"The SMASH (Semantic Mining of Activity, Social, and Health data) system ontology describes concepts used in describing the semantic features of healthcare data and social networks"
"Systematized Nomenclature of Medicine, International Version ",SNMI,109150,,4/6/18,https://bioportal.bioontology.org/ontologies/SNMI,"Cote, Roger A"
SNOMED CT ,SNOMEDCT,332416,22,4/6/18,https://bioportal.bioontology.org/ontologies/SNOMEDCT,SNOMED Clinical Terms
