Study Submission Date,MTBLS ID,Study Type,Species,Study Publication Date,Status,Submitter Name,WND,Assigned to,Isatab completeness,Metabolites Added,Additional files,Paper,PMID/DOI,Data in repository,Last Updated Date,Google Drive folder Name,Validation,Author feedback,COSMOS / PhenoMeNal partner study?,Blue?,Light Purple 3?,Current Status,Additional Notes,Size (MB),Accumalated size,Month since Jan 2012,Average size of studies:,31545,1270
2015-11-20,MTBLS282,3D DESI imaging MS,Homo sapiens/Mus musculus xenograft,2016-04-28,Public,James S McKenzie,,Mark,Done,No,,Pubmed link,,Full,2016-04-28,MTBLS282 - 20160420,,,,1,,Full,,"54,286.42","8,713,770",47,,,
2015-11-24,MTBLS283,GC-Q-MS;UPLC-TQ-MS/MS,Mus musculus,2016-12-15,Public,RAFAEL HERNANDEZ,L,Mark,Done,Yes - Full,,No,,Full,2017-05-09,MTBLS283 - 20170508_LEG,Passes,,,1,,Full,,606.96,"8,714,377",47,,,
,MTBLS284,,,,,,,,,,,,,,,,,,,,,,,,"8,714,377",,,,
2015-11-26,MTBLS285,NMR,Homo sapiens,2016-11-26,Submitted,Horst Joachim Schirra,R,Mark,Done,Yes - No data,,DOI,10.1007/s11306-016-1102-x,Metadata Only,2017-05-10,MTBLS285 - 20170509_LEG,Passes,Awaiting,,,,,,0.26,"8,714,377",47,,,
2015-11-29,MTBLS286,UPLC-QTOF-MS,Oryza sativa,2016-05-03,Public,Chaoyang Hu,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-05-09,MTBLS286 - 20170509_LEG,Passes,,,1,,Full,,"4,097.05","8,718,474",47,,,
2015-11-30,MTBLS287,UPLC-QTOF-MS,Oryza sativa,2016-05-03,Public,Chaoyang Hu,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-05-09,MTBLS287 - 20170509_LEG,Passes,,,1,,Full,,"2,203.22","8,720,677",47,,,
2015-11-30,MTBLS288,GC-Q-MS,Oryza sativa,2016-05-03,Public,Chaoyang Hu,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-05-09,MTBLS288 - 20170509_LEG,Passes,,,1,,Full,,"4,947.69","8,725,625",47,,,
2015-12-03,MTBLS289,3D DESI imaging MS,Homo sapiens/Mus musculus xenograft,2016-04-28,Public,James S McKenzie,,Mark,Done,No,,Pubmed link,,Full,2016-04-29,MTBLS289 - 20160429,Passes,,,1,,Full,,"289,462.59","9,015,087",48,,,
2015-12-11,MTBLS290,HPLC-LTQ-MS/MS,Homo sapiens,2017-05-11,Public,Radana Karlikova,,Mark,Done,Yes - Full,,DOI,,Full,2017-05-11,MTBLS290 - 20170510_LEG,Passes,,,1,,,Raw data is one .wiff file.  Also LC/MS assay is positive/negative!!!,81.53,"9,015,169",48,,,
2015-12-11,MTBLS291,UPLC-TOF-MS,reference compound;Caenorhabditis elegans,2017-03-09,Public,"Christoph Ruttkies, Steffen Neumann, Michael Witting",,Mark,Done,Yes - Full,,DOI,,Full,2017-05-16,MTBLS291 - 20170516_LEG,Passes,,1,1,,,One of Steffan's studies with no actual metabolites reported in the MAF file.,460.87,"9,015,630",48,,,
2015-12-11,MTBLS292,UPLC-TQ-MS,Mus musculus;Homo sapiens,2017-04-05,Public,Saikumari Krishnaiah,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-05-16,MTBLS292 - 20170516_LEG,Passes,In contact,,1,,Pending,,"1,447.63","9,017,077",48,,,
2015-12-21,MTBLS293,LC-FT-ICR-MS;LC-LTQ-FT-MS/MS;LC-TQ-MS,sea water,2016-01-14,Public,Krista Longnecker,L,Mark,Done,Yes - Full,,No,,Full,2017-05-17,MTBLS293 - 20170516_LEG,,,,1,,,,"5,818.43","9,022,896",48,,,
2015-12-23,MTBLS294,No data supplied,,2016-03-01,Dormant,Yang Wang,,,,,,,,,2015-12-29,,,,,,,,,0.06,"9,022,896",48,,,
2015-12-31,MTBLS295,UPLC-FT-ICR-MS;UPLC-LTQ-FT-MS/MS;UPLC-TQ-MS,Micromonas pusilla,2016-02-01,Public,Cara Fiore,L,Mark,Done,Yes - Full,,DOI,10.1002/lol2.10043,Full,2017-06-16,MTBLS295 - 20170616_LEG,Passes,,,1,,,,"19,403.32","9,042,299",49,,,
2016-01-05,MTBLS296,UPLC-QTOF-MS/MS,Saccharomyces cerevisiae,2016-10-13,Public,Yanqun Fan,,Keeva,Done,Yes - No data,,Pubmed link,,Full,2017-06-16,MTBLS296 - 20170616_LEG,Passes,,,1,,Pending,"Author emailed re. further info for protocol refs, lip column, Maf","213,036.82","9,255,336",49,,,
2016-01-08,MTBLS297,UPLC-QTOF-MS,Solanum lycopersicum;Solanum habrochaites,2017-04-25,Public,Steffen Neumann,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-06-19,MTBLS297 - 20170616_LEG,Passes,,1,1,,,,"6,148.82","9,261,485",49,,,
2016-01-09,MTBLS298,GCxGC-TOF-MS,Homo sapiens,2016-12-15,Public,Matej Oresic,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-06-19,MTBLS298 - 20170619_LEG,Passes,,1,1,,,Some factor columns with no values present as yet.,16.14,"9,261,501",49,,,
,MTBLS299,No data supplied,,,,,,,,,,,,,,,,,,,,,,,"9,261,501",,,,
,MTBLS300,,,,,,,,,,,,,,,,,,,,,,Deleted,,"9,261,501",,,,
,MTBLS301,,,,,,,,,,,,,,,,,,,,,,Deleted,,"9,261,501",,,,
,MTBLS302,,,,,,,,,,,,,,,,,,,,,,Deleted,,"9,261,501",,,,
2016-01-20,MTBLS303,UPLC-TQ-MS/MS,Rattus norvegicus,2016-05-13,Public,Zsuzsanna Ament,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2017-06-23,MTBLS303 - 20170623_LEG,Passes,,,1,,,"second paper published, study description refer to MTBL278",13.90,"9,261,515",49,,,
2016-01-20,MTBLS304,UPLC-QTOF-MS,Mycobacterium tuberculosis,2016-03-01,In Curation,Sajith Raghunandanan,ML,Keeva,In progress,No,,No,,Full,2017-06-23,MTBLS304 - 20160608,Passes,Awaiting,,,,Pending,Author contacted 08062016 re. abstract / MAF,"11,640.03","9,273,155",49,,,
2016-01-21,MTBLS305,No data supplied,,2016-01-28,Dormant,Jiyoung Kim,,,,,,,,,2016-01-21,,,,,,,,,63.29,"9,273,218",49,,,
2016-01-24,MTBLS306,HPLC-LTQ-MS/MS,Homo sapiens,2017-05-16,Public,Ali Muhsen Ali,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-05-16,MTBLS306 - 20170512_LEG,Passes,,,1,,,,"57,451.43","9,330,670",49,,,
2016-01-26,MTBLS307,LC-LTQ-MS/MS,reference compound;Homo sapiens,2016-05-23,Public,Justin van Der Hooft,,Keeva,Done,Yes - Full,,DOI,,Full,2017-06-23,MTBLS307 - 20160705,Passes,In contact,,1,,Full,Added DOI,"18,524.90","9,349,195",49,,,
2016-01-26,MTBLS308,UPLC-TQ-MS/MS,Mus musculus,2017-01-26,Dormant,Zsuzsanna Ament,,Xuefei,Done,Yes - Partial,,No,,Metadata Only,2016-03-22,MTBLS308 -20160127,Passes,,,,,,"No raw data. Zip is empty, same study with mtbls278, mtbls303, (Jules wants delete the study!)",0.32,"9,349,195",49,,,
2016-01-28,MTBLS309,HPLC-LTQ-MS/MS;GC-TQ-MS;GC-Q-MS,Brassica napus,2017-03-31,Public,Biswapriya Misra,,Mark,Done,Yes - Partial,,Pubmed link,,Full,2017-06-23,MTBLS309 - 20170321_LEG,Passes,,,1,,,,"9,584.58","9,358,779",49,,,
,MTBLS310,,,,,,,,,,,,,,,,,,,,,,,,"9,358,779",,,,
2016-01-29,MTBLS311,HPLC-LTQ-MS/MS;GC-TQ-MS,Arabidopsis thaliana,2017-04-25,Public,Biswapriya Misra,,Mark,Done,Yes - Partial,,Pubmed link,,Full,2017-04-25,MTBLS311 - 20170425_LEG,Passes,,,1,,,,"23,076.34","9,381,856",49,,,
2016-01-29,MTBLS312,HPLC-LTQ-MS/MS;GC-TQ-MS;UPLC-QTOF-MS,Brassica napus,2017-04-25,Public,Biswapriya Misra,R,Mark,Done,Yes - Partial,,Pubmed link,,Full,2017-04-25,MTBLS312 - 20170425_LEG,Passes,,,1,,,RAW files for UPLC and GC data not submitted. Submitter had MS2 files but not these.,58.00,"9,381,914",49,,,
2016-02-01,MTBLS313,3D MALDI imaging MS,Mus musculus;Rattus rattus,2017-04-10,Public,Andrew Palmer,M,Keeva,Done,Yes - Partial,,Pubmed link,,Full,2017-07-06,MTBLS313 - 20170706_LEG,Passes,In contact,,1,,Full,MAF file contains HMDB ref - being converted to ChEBI but study public in mean time,"5,455.33","9,387,369",50,,,
2016-02-03,MTBLS314,GC-Q-MS,Mus musculus,2017-02-01,Submitted,Jules Griffin,R,Xuefei,Complete,Yes - Full,,DOI,,Metadata Only,2017-03-17,MTBLS314 - 20170315_LEG,Passes,,1,,,,"No raw data, zip is emptying, waiting for raw data. A lot of unknow metabolite in MAF, same paper with MTBLS261",1.68,"9,387,371",50,,,
2016-02-05,MTBLS315,GC-TOF-MS;UPLC-LTQ-MS;LC-QTOF-MS,Homo sapiens,2016-03-17,Public,Saskia Decuypere,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-06-26,MTBLS315 - 20170623_LEG,Passes,,,1,,,"GC-MS ChEBI IDs need to be added.  Redundancy in LC-MS MAF needs to be sorted. BOTH DONE, however, LC-MS MAF should be taken as is.","7,396.98","9,394,768",50,,,
2016-02-09,MTBLS316,HPLC-LTQ-MS/MS,Schizosaccharomyces pombe/Puccinia graminis mixed DNA library,2017-07-06,Public,Takayuki Teruya,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-07-06,MTBLS316 - 20170705_LEG,Passes,,,1,,,,882.07,"9,395,650",50,,,
2016-02-12,MTBLS317,3D MALDI imaging MS simulation,Simulation experiment,2016-12-05,Public,Andrew Palmer,,Keeva,Done,No,,DOI,,Full,2017-07-06,MTBLS317 - 20170706_LEG,Passes,In contact,,1,,Full,Simulation study so no MAF file relevant. List of chemical formula used in simulation added to MAF file but not linked to particular IDs,119.14,"9,395,769",50,,,
,MTBLS318,,,,,,,,,,,,,,,,,,,,,,,,"9,395,769",,,,
2016-02-18,MTBLS319,GC-TOF-MS,Pseudomonas putida,2016-08-23,Public,Drupad Trivedi,,Keeva,Done,Yes - Full,,DOI,,Full,2016-08-23,MTBLS319 - 20160610,Passes,,,1,,Full,,"13,747.24","9,409,516",50,,,
2016-02-19,MTBLS320,GC-TOF-MS,Pseudomonas putida,2016-08-23,Public,Ali Sayqal,,Keeva,,,,Pubmed link,,Full,2016-08-23,MTBLS320 - 20160616,Passes,,,1,,Full,,"11,798.90","9,421,315",50,,,
2016-02-24,MTBLS321,GC-QTOF-MS,Homo sapiens,2016-09-22,Public,Sara Samino,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-07-07,MTBLS321 - 20170706_LEG,Passes,,,1,,Full,,492.24,"9,421,807",50,,,
2016-02-25,MTBLS322,UPLC-QTOF-MS/MS,Ovis aries,2017-07-14,Public,Martin FlÃ¼ck,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-07-14,MTBLS322 - 20170707_LEG,Passes,Awaiting,,1,,,,"11,646.79","9,433,454",50,,,
2016-03-03,MTBLS323,DI-LTQ-MS/MS,Homo sapiens,2017-03-01,In Review,Albert Koulman,L,Xuefei,Done,Yes - Full,,No,,Full,2017-07-17,MTBLS323 - 20170714_LEG,Passes,,1,1,,,"No paper, MAF done, Genotype data included as word document, delete the excel(request by albert)","8,547.39","9,442,002",51,,,
2016-03-09,MTBLS324,A Very Good Question,Homo sapiens,2016-06-15,Submitted,Philippe Rocca-Serra,,,,,,,,,2016-03-09,,,,1,,,,,"1,279.93","9,443,281",51,,,
2016-03-13,MTBLS325,HPLC-LTQ-MS,Homo sapiens,2016-12-31,In Review,Romanas Chaleckis,L,Mark,Done,Yes - Full,,,,Full,2016-04-07,MTBLS325 - 20160407,,,,1,,Full,,"1,617.15","9,444,899",51,,,
2016-03-16,MTBLS326,NMR,Homo sapiens,2017-07-18,Public,aru singh,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-07-18,MTBLS326 - 20170717_LEG,Passes,,,1,,,,26.21,"9,444,925",51,,,
2016-03-16,MTBLS327,DI-LTQ-MS,Mus musculus,2017-03-01,Public,Jules Griffin,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2017-03-02,MTBLS327 - 20161212_LEG,Passes,Awaiting,1,1,,Full,"Same paper with MTBLS162(human),raw data uploaded to metabolights, MAF included, and study factor included",345.46,"9,445,270",51,,,
2016-03-21,MTBLS328,GC-Q-MS,Homo sapiens;Lactobacillus rhamnosus;Lactobacillus rhamnosus;Bacteroides caccae;Lactobacillus rhamnosus;Homo sapiens;Bacteroides caccae;Homo sapiens,2017-07-28,Public,Christian Jaeger,,Keeva,Done,Yes - No data,,Pubmed link,,Full,2017-07-28,MTBLS328 - 20170728_LEG,Passes,Awaiting,,1,,,Author did not respond to email. MAF file 'hacked' together from supplementary info,736.91,"9,446,007",51,,,
2016-03-22,MTBLS329,No data supplied,,2016-10-01,Dormant,hu yuan,,,,,,,,,2016-03-22,,,,,,,,,0.16,"9,446,007",51,,,
2016-03-22,MTBLS330,UPLC-QTOF-MS,,2018-03-05,Public,NIR SHAHAF,,Mark,Done,Yes - No data,,Pubmed link,,Full,2018-03-05,MTBLS330 - 20180201_LEG,Passes,In contact,,1,,,"3 studies in the same submission. Very unhappy, have not heard back since initial submission. Study now sorted. Submitters may add an additional assay containing chemical standards in the future.","1,787.37","9,447,795",51,,,
2016-03-22,MTBLS331,NMR,Crocus sativus,2017-07-20,Public,Farshad Farshidfar,,Keeva,Done,Yes - No data,,DOI,,Full,2017-07-20,MTBLS331 - 20170720_LEG,Passes,Awaiting,,1,,Pending,,8.18,"9,447,803",51,,,
2016-03-23,MTBLS332,GC-Q-MS,Populus deltoides WV94,2017-07-25,Public,Collin Timm,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-07-25,MTBLS332 - 20170720_LEG,Passes,,,1,,,,98.90,"9,447,902",51,,,
2016-03-28,MTBLS333,UPLC-QTOF-MS,Rubus idaeus,2016-08-23,Public,Elisabete Carvalho,,Keeva,Done,No,,Pubmed link,,Full,2017-07-25,MTBLS333 - 20170725_LEG,Passes,In contact,,1,,Full,,"1,010.04","9,448,912",51,,,
2016-04-01,MTBLS334,UPLC-LTQ-MS,Mus musculus,2016-05-01,Public,Elaine Cowan,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-07-25,MTBLS334 - 20170725_LEG,Passes,,,1,,Full,,"16,107.69","9,465,020",52,,,
2016-04-08,MTBLS335,UPLC-QTOF-MS/MS,Nicotiana attenuata,2016-12-02,Public,Dapeng Li,,Keeva,Done,Yes - No data,,Pubmed link,,Full,2017-07-27,MTBLS335 - 20170727_LEG,Passes,In contact,,1,,Full,,"3,271.62","9,468,291",52,,,
2016-04-16,MTBLS336,NMR;UPLC-LTQ-MS,Laternula elliptica;Marseniopsis mollis;Liothyrella uva;Cucumaria georgiana;Yoldia eightsi;Paraceradocus,2016-06-23,Public,Ulf Sommer,,Keeva,Done,Yes - No data,,Pubmed link,,Full,2017-07-28,MTBLS336 - 20170727_LEG,Passes,In contact,,1,,Full,,"5,060.57","9,473,352",52,,,
2016-04-18,MTBLS337,NMR,Homo sapiens,2016-11-07,Public,Vijesh Bhute,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-07-28,MTBLS337 - 20170728_LEG,Passes,In contact,,1,,Pending,,83.30,"9,473,435",52,,,
2016-04-21,MTBLS338,UPLC-QTOF-MS;GC-Q-MS,Arabidopsis thaliana,2016-09-30,Public,"Steffen Neumann, Susann Moenchgesang",,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-07-28,MTBLS338 - 20170728_LEG,Passes,,1,1,,Full,,"32,907.54","9,506,343",52,,,
2016-04-22,MTBLS339,UPLC-LTQ-MS,Anopheles gambiae;Homo sapiens,2016-05-23,Submitted,Cody Champion,R - Metabolon,,,Yes - Partial,,DOI,,Metadata Only,2016-12-14,MTBLS339 - 20170728_LEG,,,,,,,Query being made re. submission of raw data - Metabolon,5.21,"9,506,348",52,,,
2016-04-27,MTBLS340,NMR,Rattus norvegicus,2016-08-31,Public,Jiajia Cui,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-07-31,MTBLS340 - 20170323_LEG,Passes,,,1,,Full,,15.98,"9,506,364",52,,,
2016-04-27,MTBLS341,UPLC-QTOF-MS;GC-Q-MS,Arabidopsis thaliana,2016-07-15,Public,Steffen Neumann,,Keeva,Done,Yes - Partial,,Pubmed link,,Full,2017-07-31,MTBLS341 - 20170731_LEG,Passes,In contact,1,1,,Full,,"9,661.82","9,516,026",52,,,
2016-05-06,MTBLS342,NMR,Scleractinian,2017-08-01,Public,Emilia Sogin,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-08-01,MTBLS342 - 20170801_LEG,Passes,,,1,,,,8.09,"9,516,034",53,,,
2016-05-06,MTBLS343,UPLC-QTOF-MS,Lactuca sativa,2017-08-03,Public,Francisco Tomas-Barberan,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-08-03,MTBLS343 - 20170801_LEG,Passes,,,1,,,,20.10,"9,516,054",53,,,
2016-05-06,MTBLS344,GC-TOF-MS;UPLC-LTQ-MS,Pork and Beef minced meat,2017-05-01,Submitted,Drupad Trivedi,RM,Mark,Done,No,,Pubmed link,26911805,Metadata Only,2017-08-03,MTBLS344 - 20170803_LEG,,,,,,,,0.40,"9,516,054",53,,,
2016-05-06,MTBLS345,GC-Q-MS,Mus musculus;Food,2016-10-05,Public,Tom Metz,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-08-16,MTBLS345 - 20170816_LEG,Passes,In contact,,1,,Full,,"2,998.32","9,519,052",53,,,
2016-05-13,MTBLS346,NMR,Vitis vinifera L.,2017-08-18,Public,Alessia Trimigno,,Mark,Done,Yes - No data,,DOI,,Full,2017-08-18,MTBLS346 - 20170817_LEG,Passes,,,1,,,,6.21,"9,519,059",53,,,
2016-05-18,MTBLS347,NMR,Microbiota,2016-08-31,Submitted,Zhihua Li,RPLM,,,No,,,,,2016-05-18,,,,,,,,"I think the paper for this study is Bacterial community succession and metabolite changes during doubanjiang-meju fermentation, a Chinese traditional fermented broad bean (Vicia faba L.) paste. PMID:27719946 Xuefei to pursue this.",0.04,"9,519,059",53,,,
2016-05-18,MTBLS348,No data supplied,,2016-05-31,Dormant,Fatemeh Mousavi,,,,No,,,,,2016-05-18,,,,,,,,,156.09,"9,519,215",53,,,
2016-05-27,MTBLS349,NMR,Rabbit,2017-08-23,Public,Vadim Yanshole,,Mark,Done,Yes - Full,,DOI,,Full,2017-08-23,MTBLS349 - 20170823_LEG,Passes,,,1,,,,10.07,"9,519,225",53,,,
2016-06-01,MTBLS350,GC-TOF-MS,Panax ginseng,2016-11-18,Public,Sun Tae Kim,,Mark,Done,Yes - Full,,DOI,,Full,2017-08-23,MTBLS350 - 20161118,Passes,,,1,,Full,,636.64,"9,519,861",54,,,
2016-06-03,MTBLS351,GCxGC-TOF-MS;UPLC-QTOF-MS,Homo sapiens,2017-08-31,Public,Matej Oresic,R,Mark,Done,Yes - Full,,Pubmed link,,Metadata Only,2017-08-31,MTBLS351 - 20170824_LEG,Passes,,1,1,,,,11.85,"9,519,873",54,,,
2016-06-06,MTBLS352,UPLC-QTOF-MS,Homo sapiens,2017-04-26,Public,Yanqun Fan,L,Keeva,Done,Yes - Partial,,Pubmed link,28505362,Full,2017-04-26,MTBLS352 - 20170426_LEG,Passes,Awaiting,,1,,Pending,"Emailed author re. 296 & 352 ; protocol Extract references, Lipodomics column name, MAF files & paper","380,812.62","9,900,686",54,,,
2016-06-07,MTBLS353,LC-MS;NMR,Homo sapiens;,2050-01-01,Submitted,PhenoMeNal Project,,,,,,,,,2016-12-05,,,,1,,,,,"1,440,502.52","11,341,188",54,,,
2016-06-08,MTBLS354,UPLC-QTOF-MS,Homo sapiens,2016-08-11,Public,Yan Bingpeng,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2017-09-05,MTBLS354 - 20160810,Passes,,,1,,Full,,"69,749.93","11,410,938",54,,,
2016-06-16,MTBLS355,DI-FT-ICR-MS;GC-TOF-MS,Arabidopsis thaliana,2017-07-17,Public,Elisabeth Georgii,,Keeva,Done,Yes - Partial,,Pubmed link,,Full,2017-09-05,MTBLS355 - 20170904_LEG,Passes,In contact,,1,,Full,,"5,240.56","11,416,179",54,,,
2016-06-19,MTBLS356,NMR,Homo sapiens,2017-09-06,Public,Angelica Palisi,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-09-06,MTBLS356 - 20170904_LEG,Passes,,,1,,,,98.68,"11,416,278",54,,,
2016-06-24,MTBLS357,No data supplied,,2017-05-01,Dormant,Zhengjun Wang,,,,No,,,,,2016-06-24,,,,,,,,,33.04,"11,416,311",54,,,
2016-06-29,MTBLS358,UPLC-LTQ-MS;DI-LTQ-MS,Homo sapiens,2017-02-20,Public,Sam Ansari,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-09-06,MTBLS358 - 20170906_LEG,Passes,,,1,,Full,,"1,065.96","11,417,377",54,,,
2016-07-03,MTBLS359,LC-LTQ-MS,Salmonella Typhimurium DT104 strain 2576,2017-02-16,Public,Caroline Rempe,,Keeva,Done,Yes - Full,,DOI,,Full,2017-09-07,MTBLS359 - 20170906_LEG,Passes,Not yet contacted,,1,,Full,,"23,912.35","11,441,289",55,,,
2016-07-06,MTBLS360,UPLC-LTQ-MS/MS,Trypanosoma brucei brucei;nil,2017-10-09,Public,Darren Creek,,Mark,Done,Yes - Full,,DOI,,Full,2017-10-09,MTBLS360 - 20170907_LEG,,,,1,,,,593.87,"11,441,883",55,,,
2016-07-12,MTBLS361,NMR,Rattus norvegicus,2017-10-09,Public,Zhenyu Li,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-10-09,MTBLS361 - 20170911_LEG,Passes,,,1,,,,23.32,"11,441,906",55,,,
2016-07-13,MTBLS362,LC-LTQ-MS/MS,Photinus pyralis;N/A,2016-12-22,Public,Timothy R Fallon,,Mark,Done,Yes - Partial,,DOI,,Full,2017-10-11,MTBLS362 - 20171010_LEG,Passes,,,1,,,,"1,481.08","11,443,387",55,,,
2016-07-16,MTBLS363,GC-Q-MS,Agave americana;Arabidopsis thaliana,2017-10-13,Public,Nancy Engle,,Mark,Done,Yes - Full,,Pubmed link,,Full,2017-10-13,MTBLS363 - 20171011_LEG,Passes,,,1,,,,834.60,"11,444,222",55,,,
2016-07-18,MTBLS364,UPLC-QTOF-MS,Homo sapiens,2017-01-09,In Review,Manuja Kaluarachchi,,Xuefei,Done,Yes - Full,,DOI,,Full,2017-03-07,MTBLS364 - 20170301_LEG,Passes,In contact,,1,,Full,"This data set is from same study with MTBLS374 which includes NMR data, DOI added","48,632.02","11,492,854",55,,,
,MTBLS365,,,,,,,,,,,,,,,,,,,,,,,,"11,492,854",,,,
2016-07-22,MTBLS366,DI-FT-ICR-MS,sea water,2016-10-31,Public,Krista Longnecker,,Mark,Done,Yes - Full,,DOI,,Full,2017-10-13,MTBLS366 - 20171013_LEG,Passes,,,1,,Full,,"1,505.69","11,494,360",55,,,
2016-07-22,MTBLS367,NMR,Sus scrofa domesticus,2017-10-16,Public,Alexander Hollis,,Mark,Done,Yes - No data,,Pubmed link,,Full,2017-10-17,MTBLS367 - 20171013_LEG,Passes,,,1,,,,323.98,"11,494,684",55,,,
2016-07-28,MTBLS368,HPLC-QTOF-MS;UPLC-TQ-MS/MS,Homo sapiens;Mus musculus;reference compound,2016-09-09,Public,Samuel Trammell,,Keeva,Done,Yes - Partial,,Pubmed link,,Full,2017-10-18,MTBLS368 - 20171017_LEG,Passes,In contact,,1,,Full,,"2,743.79","11,497,427",55,,,
2016-08-08,MTBLS369,NMR,Homo sapiens,2016-08-31,Submitted,Christopher Armstrong,R,Mark,Done,Yes - No data,,DOI,10.1007/s11306-016-1145-z,,2017-10-19,MTBLS369 - 20171018_LEG,,,,,,,,0.32,"11,497,428",56,,,
2016-08-11,MTBLS370,GC-LTQ-MS,Internal Standard;coculture;Staphylococcus aureus;Bos taurus;Standard;Candida albicans;Culture Media,2017-02-20,Public,Stefan Weidt,,Keeva,Done,Yes - Full,,DOI,,Full,2017-10-20,MTBLS370 - 20171020_LEG,Passes,In contact,,1,,Full,,"17,049.77","11,514,477",56,,,
2016-08-15,MTBLS371,UPLC-LTQ-MS/MS;GC-Q-MS,Phoenix dactylifera,2016-09-21,Submitted,Nisha Stephan,R - Metabolon,,,Yes - Partial,,,,,2016-09-13,,,,,,,,3/4 assays mentioned in protocols.  Only one submitted.  Needs to be FAILED in validator.,1.04,"11,514,478",56,,,
2016-08-17,MTBLS372,HPLC-QTOF-MS/MS,Fraxinus excelsior,2016-11-09,Public,Christine Sambles,,Mark,Done,No,,,,Full,2017-09-12,MTBLS372 - 20161107,Passes,,,1,,,,"7,886.26","11,522,365",56,,,
2016-08-24,MTBLS373,FIA-QTOF-MS,Escherichia coli,2016-12-13,Public,Fuhrer Tobias,M,Mark,Done,No,,,,Full,2016-12-13,MTBLS373 - 20161121,Passes,,,1,,Full,Metabolites are in the Excel file in the folder. A major job!,"1,943,446.73","13,465,811",56,,,
2016-09-07,MTBLS374,NMR,Homo sapiens,2017-03-07,Public,Manuja Kaluarachchi,,Xuefei,Done,Yes - No data,,DOI,,Full,2017-03-07,MTBLS374 - 20170301_LEG,Passes,In contact,,1,,Full,"This data set is from same study with MTBLS364 which includes LC-MS data, paper added",375.40,"13,466,187",57,,,
2016-09-11,MTBLS375,UPLC-LTQ-MS,Arabidopsis thaliana,2017-10-23,Public,Jingjing Cao,,Xuefei,Done,Yes - Full,,Pubmed link,,Full,2017-10-23,MTBLS375 - 20171020_LEG,Passes,In contact,,,,,No paper,"2,781.12","13,468,968",57,,,
2016-09-12,MTBLS376,CE-TOF-MS,Mus musculus,2017-02-20,Public,Hiroyuki Yamamoto,L,Keeva,Done,Yes - Full,,No,,Full,2017-10-23,MTBLS376 - 20171023_LEG,Passes,In contact,,1,,Full,,"60,898.20","13,529,866",57,,,
2016-09-12,MTBLS377,Insufficient data supplied,mus musculus,2017-09-12,Submitted,Manoj Bhasin,,,,No,,,,,2016-09-12,,,,,,,,,0.06,"13,529,866",57,,,
2016-09-14,MTBLS378,LC-LTQ-MS/MS,Mus musculus,2016-12-05,Public,Andrew Palmer,,Keeva,Done,Yes - No data,,Pubmed link,,Full,2017-10-24,MTBLS378 - 20171024_LEG,Passes,In contact,,1,,Full,,"2,928.93","13,532,795",57,,,
2016-09-15,MTBLS379,UPLC-QTOF-MS/MS,Apis cerana,2017-10-27,Public,mengnan huang,,Keeva,Done,Yes - Full,,Pubmed link,,Full,2017-10-27,MTBLS379 - 20171024_LEG,Passes,In contact,,1,,,"Submitter removed the ML id after validation errors: ""Progenesis QI software is used for metabolite identification""","24,143.43","13,556,939",57,,,
2016-09-16,MTBLS380,UPLC-QTOF-MS,Mus musculus,2016-11-15,Public,Cecilia Castro,,Xuefei,Done,Yes - No data,,Pubmed link,,Full,2017-10-27,MTBLS380 - 20171027_LEG,Passes,In contact,1,1,,Full,"processed data provided in excel same study with MTBLS382, MTBLS390, MAF added without data",,"13,556,939",57,,,
2016-09-22,MTBLS381,UPLC-QTOF-MS,reference compound,2016-10-24,Public,Steffen Neumann,,Mark,Done,Yes - No data,,DOI,,Full,2016-10-24,MTBLS381 - 20161024,Passes,,1,1,,Full,,776.72,"13,557,715",57,,,
